bill_id,congress_term,introduced_at,policy_area,subjects,official_title,short_title
hr1862-113,113,2013-05-07,Finance and Financial Sector,Banking and financial institutions regulation|Credit and credit markets|Housing finance and home ownership,To amend the Federal Home Loan Bank Act to allow non-Federally insured credit unions to become members of a Federal Home Loan Bank.,Capital Access for Small Community Financial Institutions Act of 2013
hr2098-113,113,2013-05-22,Crime and Law Enforcement,"Academic performance and assessments|Administrative law and regulatory procedures|Administrative remedies|Charitable contributions|Competition and antitrust|Congressional oversight|Corporate finance and management|Correctional facilities and imprisonment|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Federal Prison Industries, Inc.|Federal officials|Government corporations and government-sponsored enterprises|Government studies and investigations|Public contracts and procurement|Vocational and technical education|Wages and earnings","To amend title 18, United States Code, to require Federal Prison Industries to compete for its contracts minimizing its unfair competition with private sector firms and their non-inmate workers and empowering Federal agencies to get the best value for taxpayers' dollars, to provide a five-year period during which Federal Prison Industries adjusts to obtaining inmate work opportunities through other than its mandatory source status, to enhance inmate access to remedial and vocational opportunities and other rehabilitative opportunities to better prepare inmates for a successful return to society, to authorize alternative inmate work opportunities in support of non-profit organizations and other public service programs, and for other purposes.",Federal Prison Industries Competition in Contracting Act of 2013
hr675-104,104,1995-01-25,Finance and Financial Sector,Accounting|Accounting and auditing|Administrative procedure|Administrative remedies|Auditing|Brokers|Business records|Citizen lawsuits|Civil procedure|Class actions (Civil procedure)|Conflict of interests|Damages|Discovery (Law)|Evidence (Law)|Financial statements|Fines (Penalties)|Frivolous lawsuits|Government paperwork|Independent regulatory commissions|Information disclosure (Securities law)|Injunctions|Juries|Legal fees|Liability (Law)|Licenses|Limitation of actions|Organized crime|Pretrial procedure|Professional ethics|Securities|Securities and Exchange Commission|Securities fraud|Securities industry|Securities regulation,To amend the Securities Exchange Act of 1934 to provide certain safeguards to ensure that the interests of investors are well protected under the implied private action provisions of the Act.,Securities Litigation Equity Act of 1995
hr758-116,116,2019-01-24,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Civil actions and liability|Criminal investigation, prosecution, interrogation|Fraud offenses and financial crimes",To provide a safe harbor for financial institutions that maintain a customer account or customer transaction at the request of a Federal or State law enforcement agency.,Cooperate with Law Enforcement Agencies and Watch Act of 2019
hr737-113,113,2013-02-14,Finance and Financial Sector,"Accounting and auditing|Disaster relief and insurance|Government corporations and government-sponsored enterprises|Housing finance and home ownership|Life, casualty, property insurance|Securities",To establish a national catastrophic risk consortium to ensure the availability and affordability of homeowners' insurance coverage for catastrophic events.,Homeowners' Defense Act of 2013
hr5474-107,107,2002-09-26,Finance and Financial Sector,Bank employees|Bank records|Civil actions and liability|Compensation for victims of crime|Confidential communications|Consumer credit|Consumer education|Consumer protection|Criminal investigation|Financial institutions|Fines (Penalties)|Fraud|Indemnity|Liability (Law)|Limitation of actions|Right of privacy|Victims of crimes,"To amend the Gramm-Leach-Bliley Act to further protect customers of financial institutions whose identities are stolen from the financial institution, and for other purposes.",Identity Theft Consumer Notification Act
hr4353-114,114,2016-01-08,Finance and Financial Sector,Banking and financial institutions regulation|Commodities markets,To extend the exemption of small banks and savings associations from classification as a financial entity for purposes of the swaps clearing requirements of the Commodity Exchange Act to their holding companies.,
s2080-112,112,2012-02-09,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Federal preemption|Government corporations and government-sponsored enterprises|Housing finance and home ownership|National Credit Union Administration|Real estate business","A bill to authorize depository institutions, depository institution holding companies, Fannie Mae, and Freddie Mac to lease foreclosed property held by such entities for up to 5 years, and for other purposes.",Keeping Families in their Home Act of 2012
hr2586-112,112,2011-07-19,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Financial services and investments|Securities|Securities and Exchange Commission (SEC),To refine the definition of swap execution facility in the provisions regulating swap markets added by title VII of the Dodd-Frank Wall Street Reform and Consumer Protection Act.,Swap Execution Facility Clarification Act
hr78-111,111,2009-01-06,Crime and Law Enforcement,"Criminal investigation, prosecution, interrogation|Department of Justice|Federal Bureau of Investigation (FBI)|Fraud offenses and financial crimes|Housing finance and home ownership|Law enforcement administration and funding|Law enforcement officers","To authorize additional appropriations for the Federal Bureau of Investigation to enhance its ability to more effectively stop mortgage fraud, and for other purposes.",Stop Mortgage Fraud Act
hr123-111,111,2009-01-06,Crime and Law Enforcement,"Border security and unlawful immigration|Computer security and identity theft|Consumer affairs|Consumer credit|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Fraud offenses and financial crimes|Government information and archives|Terrorism","To amend the Fair Credit Reporting Act to establish additional reporting requirements to enhance the detection of identity theft, and for other purposes.",Credit Agencies Identity Theft Responsibilities Act of 2009
s2852-113,113,2014-09-18,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Federal Deposit Insurance Corporation (FDIC)|Federal officials|Government corporations and government-sponsored enterprises|State and local government operations",A bill to clarify membership requirements for the Board of Directors of the Federal Deposit Insurance Corporation.,State Regulatory Representation Clarification Act of 2014
hr4566-111,111,2010-02-02,Finance and Financial Sector,Budget deficits and national debt|Financial crises and stabilization,"To terminate authority under the Troubled Asset Relief Program, and for other purposes.",Erasing our National Debt Through Accountability and Responsibility Plan Act of 2010
s1461-113,113,2013-08-01,Finance and Financial Sector,Disaster relief and insurance|Housing finance and home ownership|Insurance industry and regulation|Securities|State and local finance,"A bill to establish a National Catastrophe Risks Consortium and a National Homeowners' Insurance Stabilization Program, and for other purposes.",Homeowners' Defense Act of 2013
hr2128-115,115,2017-04-25,Finance and Financial Sector,Administrative remedies|Civil actions and liability|Evidence and witnesses|Securities and Exchange Commission (SEC),"To amend the Securities Exchange Act of 1934 to permit private persons to compel the Securities and Exchange Commission to seek legal or equitable remedies in a civil action, instead of an administrative proceeding, and for other purposes.",Due Process Restoration Act of 2017
hr4265-108,108,2004-05-04,Law,Aircraft|Aviation safety|Corporate philanthropy|Electronics|Equipment and supplies|Federal preemption|Gifts|Liability (Law)|Machinery|Motor vehicles|Nonprofit organizations|Office buildings|Office equipment and supplies|State courts|State laws|Torts|Traffic accidents and safety,"To provide that when a company makes a charitable donation of equipment, the company is generally not liable for harm later caused by that equipment, and for other purposes.",
hr5440-109,109,2006-05-22,Law,Admission of nonimmigrants|Aliens|Civil actions and liability|Civil procedure|Claims|Corporations|Criminal procedure|Damages|District courts|Foreign corporations|Habeas corpus|Incorporation|Indexing (Economic policy)|Insurance companies|Jurisdiction|Prosecution|State courts,"To amend title 28, United States Code, to clarify the jurisdiction of the Federal courts, and for other purposes.",Federal Courts Jurisdiction Clarification Act of 2006
s1273-103,103,1993-07-21,Finance and Financial Sector,Administrative procedure|Bank capital|Bank deposits|Bank examination|Bank loans|Branch banking|Checking accounts|Checks|Community development banking|Congressional reporting requirements|Consumer credit|Credit|Credit unions|Department of the Treasury|Deposit insurance|Disaster loans|Disaster relief|Economic impact statements|Federal Deposit Insurance Corporation|Federal Reserve System|Financial deregulation|Flood insurance|Floods|Government paperwork|National Credit Union Administration|Regulatory impact statements|Savings and loan associations,A bill to enhance the availability of credit in disaster areas by reducing the regulatory burden imposed upon insured depository institutions to the extent such action is consistent with the safety and soundness of the institutions.,Depository Institutions Disaster Relief Act of 1993
hr634-113,113,2013-02-13,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Corporate finance and management|Financial services and investments|Securities,"To provide end user exemptions from certain provisions of the Commodity Exchange Act and the Securities Exchange Act of 1934, and for other purposes.",Business Risk Mitigation and Price Stabilization Act of 2013
s3568-109,109,2006-06-26,Finance and Financial Sector,Administrative procedure|Bank accounts|Bank records|Commodity Futures Trading Commission|Computer security measures|Consumer credit|Credit unions|Department of the Treasury|Driver licenses|Federal Deposit Insurance Corporation|Federal Reserve System|Federal Trade Commission|Federal preemption|Identification devices|Identity theft|Independent regulatory commissions|Right of privacy|Securities and Exchange Commission|Social security numbers|State laws,"A bill to protect information relating to consumers, to require notice of security breaches, and for other purposes.",Data Security Act of 2006
s888-113,113,2013-05-07,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Corporate finance and management|Financial services and investments|Securities,A bill to provide end user exemptions from certain provisions of the Commodity Exchange Act and the Securities Exchange Act of 1934.,
hr1037-108,108,2003-02-27,Crime and Law Enforcement,Bank accounts|Bank fraud|Bank records|Crime prevention|EBB Terrorism|Government paperwork|Identification devices|Money laundering|Social security numbers|Terrorism,"To prevent terrorists and money launderers from establishing accounts for illegal money transfers through the use of false Social Security numbers or taxpayer identification numbers, and for other purposes.",Prevent Bank Fraud by Terrorists Act of 2003
s365-115,115,2017-02-13,Finance and Financial Sector,Banking and financial institutions regulation|Civil actions and liability|Consumer Financial Protection Bureau|Consumer credit|Executive agency funding and structure|Federal Reserve System|Government trust funds,"A bill to amend the Consumer Financial Protection Act of 2010 to remove the funding cap relating to the transfer of funds from the Board of Governors of the Federal Reserve System to the Bureau of Consumer Financial Protection, and for other purposes.",
hr5660-114,114,2016-07-07,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation","To amend the Federal Deposit Insurance Act to provide that the stable retail deposits of an insured depository institution are not considered to be funds obtained by or through a deposit broker, and for other purposes.",Retail Checking Account Protection Act of 2016
hr5019-114,114,2016-04-21,Finance and Financial Sector,Administrative law and regulatory procedures|Financial services and investments|Securities|Securities and Exchange Commission (SEC),"To direct the Securities and Exchange Commission to provide a safe harbor related to certain investment fund research reports, and for other purposes.",Fair Access to Investment Research Act of 2016
s2877-107,107,2002-08-01,Finance and Financial Sector,Administrative procedure|Business income tax|Chief executive officers|Department of the Treasury|Derivative securities|Employee stock options|Executive compensation|Governmental investigations|Income tax|Independent regulatory commissions|Information disclosure (Securities law)|Legislation|Securities and Exchange Commission|Securities regulation|Small business|Stockholders|Stocks|Tax deductions,"A bill to amend the Internal Revenue Code of 1986 to ensure that stock options of public companies are granted to rank and file employees as wall as officers and directors, and for other purposes.",Rank and File Stock Option Act of 2002
hr1551-113,113,2013-04-15,Finance and Financial Sector,Administrative law and regulatory procedures|Business records|Civil actions and liability|Consumer affairs|Consumer credit|Contracts and agency|Evidence and witnesses|Federal Reserve System|Federal Trade Commission (FTC)|Federal preemption|Fraud offenses and financial crimes|Lease and rental services|Marketing and advertising|Small business,"To amend the Consumer Credit Protection Act to assure meaningful disclosures of the terms of rental-purchase agreements, including disclosures of all costs to consumers under such agreements, to provide certain substantive rights to consumers under such agreements, and for other purposes.",Consumer Rental Purchase Agreement Act
s463-111,111,2009-02-24,Finance and Financial Sector,Business ethics|Corporate finance and management|Financial crises and stabilization|Government lending and loan guarantees,A bill to impose limitations on certain expenditures by participants in the Troubled Asset Relief Program.,TARP Taxpayer Protection and Corporate Responsibility Act of 2009
hr3190-112,112,2011-10-13,Finance and Financial Sector,"Bank accounts, deposits, capital|Civil actions and liability|Consumer affairs|Financial services and investments|Legal fees and court costs|User charges and fees",To amend the Federal Deposit Insurance Act to prohibit insured depository institutions from charging consumers fees for the use of debit cards.,
hr5143-114,114,2016-04-29,Finance and Financial Sector,Administrative law and regulatory procedures|Congressional oversight|Consumer affairs|Corporate finance and management|Department of the Treasury|Executive agency funding and structure|Federal Reserve System|Financial Stability Oversight Council|Government information and archives|Government studies and investigations|Insurance industry and regulation|Intergovernmental relations|International organizations and cooperation|State and local government operations|Trade agreements and negotiations,"To provide greater transparency and congressional oversight of international insurance standards setting processes, and for other purposes.",Transparent Insurance Standards Act of 2016
hr1167-114,114,2015-02-27,Finance and Financial Sector,Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Executive agency funding and structure|Financial services and investments|Securities|Securities and Exchange Commission (SEC)|User charges and fees,To establish the Securities and Derivatives Commission in order to combine the functions of the Commodity Futures Trading Commission and the Securities and Exchange Commission in a single independent regulatory commission.,Markets and Trading Reorganization Act
hr1765-103,103,1993-04-21,Finance and Financial Sector,Antitrust law|Corporate mergers|Hospitals|Medicaid|Medicare|Public assistance programs|Rural public health|Sparsely populated areas,"To exempt from the antitrust laws, mergers and service allocations entered into by certain hospitals in low population areas.",Hospital Antitrust Fairness Act
hr24-113,113,2013-01-03,Finance and Financial Sector,"Accounting and auditing|Bank accounts, deposits, capital|Congressional oversight|Federal Reserve System|Government studies and investigations|Housing finance and home ownership","To require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States, and for other purposes.",Federal Reserve Transparency Act of 2014
hr6751-115,115,2018-09-07,Finance and Financial Sector,"Bank accounts, deposits, capital|Congressional oversight|Diplomacy, foreign officials, Americans abroad|Financial services and investments|Foreign and international banking|Foreign property|Government ethics and transparency, public corruption|Human rights|Licensing and registrations|Russia|Sanctions|Terrorism","To increase transparency with respect to financial services benefitting state sponsors of terrorism, human rights abusers, and corrupt officials, and for other purposes.",Banking Transparency for Sanctioned Persons Act of 2018
hr2603-112,112,2011-07-20,Finance and Financial Sector,Administrative law and regulatory procedures|Administrative remedies|Civil actions and liability|Climate change and greenhouse gases|Government information and archives|Securities|Securities and Exchange Commission (SEC),"To prohibit the enforcement of a climate change interpretive guidance issued by the Securities and Exchange Commission, and for other purposes.",Maintaining Agency Direction on Financial Fraud Act
hr2477-114,114,2015-05-20,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Congressional oversight|Consumer Financial Protection Bureau|Corporate finance and management|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Housing Finance Agency|Federal Reserve System|Financial services and investments|Government information and archives|National Credit Union Administration|Securities|Securities and Exchange Commission (SEC)|State and local finance,"To amend securities, commodities, and banking laws to make the information reported to financial regulatory agencies electronically searchable, and for other purposes.",Financial Transparency Act of 2015
hr1375-108,108,2003-03-20,Finance and Financial Sector,Administrative procedure|Affiliated corporations|Antitrust law|Auditing|Bank capital|Bank deposits|Bank employees|Bank examination|Bank failures|Bank fraud|Bank holding companies|Bank loans|Bank management|Bank mergers|Bank records|Bonds|Branch banking|Brokers|Cemeteries and funerals|Checks|Churches|Civil actions and liability|Claims|Community development banking|Compensation (Law)|Confidential communications|Conflict of interests|Congressional reporting requirements|Consumer credit|Consumer protection|Contractors|Corporate governance|Corporate mergers|Corporation directors|Correspondent banks|Credit cards|Credit unions|Damages|Data banks|Debt|Debtor and creditor|Deceptive advertising|Department of the Treasury|Deposit insurance|Dismissal of employees|District courts|Dividends|Electronic funds transfers|Electronic government information|Evidence (Law)|Ex-offenders|Executives|Federal Deposit Insurance Corporation|Federal Reserve System|Federal employees|Federal home loan banks|Federal preemption|Fines (Penalties)|Foreign banks and banking|Funeral industry|Golden parachutes|Government liability|Government paperwork|Government trust funds|Holding companies|Indexing (Economic policy),"To provide regulatory relief and improve productivity for insured depository institutions, and for other purposes.",Financial Services Regulatory Relief Act of 2004
s1393-112,112,2011-07-20,Finance and Financial Sector,Administrative law and regulatory procedures|Administrative remedies|Civil actions and liability|Climate change and greenhouse gases|Government information and archives|Securities|Securities and Exchange Commission (SEC),"A bill to prohibit the enforcement of a climate change interpretive guidance issued by the Securities and Exchange Commission, and for other purposes.",Maintaining Agency Direction on Financial Fraud Act
s2375-105,105,1998-07-30,Finance and Financial Sector,American investments|Americans in foreign countries|Bribery|Campaign funds|Communication satellites|Congress and foreign policy|Congressional oversight|Congressional reporting requirements|Corporate corruption|Election candidates|Election fraud|Extraterritoriality|Fines (Penalties)|Foreign leaders|Gifts|Government liability (International law)|Governmental investigations|Immunities of foreign states|Injunctions|International agencies|International competitiveness|International officials|Maritime satellites|Misconduct in office|Political parties|President and foreign policy|Privatization|Public corruption|Securities fraud|Securities industry|Securities regulation|Sentences (Criminal procedure)|Space activities|Subpoena|Telecommunication industry|Treaties,"An original bill to amend the Securities Exchange Act of 1934 and the Foreign Corrupt Practices Act of 1977, to strengthen prohibitions on international bribery and other corrupt practices, and for other purposes.",International Anti-Bribery and Fair Competition Act of 1998
s3185-110,110,2008-06-24,Finance and Financial Sector,Administrative procedure|Aviation fuels|Coal|Commodity Futures Trading Commission|Commodity exchanges|Congressional oversight|Congressional reporting requirements|Department of Energy|Derivative securities|Diesel motor|Electric power|Energy prices|Federal Energy Regulatory Commission|Futures trading|Government publicity|Heating|Independent regulatory commissions|Injunctions|Natural gas|Petroleum|Propane|Swaps (Finance),"A bill to provide for regulation of certain transactions involving energy commodities, to strengthen the enforcement authorities of the Federal Energy Regulatory Commission under the Natural Gas Act and the Federal Power Act, and for other purposes.",Prevent Unfair Manipulation of Prices Act of 2008
hr2354-114,114,2015-05-15,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Congressional oversight|Securities|Securities and Exchange Commission (SEC),To direct the Securities and Exchange Commission to review all its significant regulations to determine whether such regulations are necessary in the public interest or whether such regulations should be amended or rescinded.,Streamlining Excessive and Costly Regulations Review Act
hr3736-107,107,2002-02-13,Finance and Financial Sector,Accounting|Accounting and auditing|Administrative procedure|Auditing|Auditing and auditors|Conflict of interests|Consultants|Corporate collapse|Independent regulatory commissions|Securities and Exchange Commission|Securities regulation|Standards,To amend the Securities Exchange Act of 1934 to require the Securities and Exchange Commission to strengthen the Commission's auditor independence standards.,Financial Accuracy in Reporting Act of 2002
hr1259-114,114,2015-03-04,Finance and Financial Sector,Administrative remedies|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer credit|Rural conditions and development,"To provide for an application process for interested parties to apply for an area to be designated as a rural area, and for other purposes.",Helping Expand Lending Practices in Rural Communities Act
s16-107,107,2001-01-22,Crime and Law Enforcement,"AIDS (Disease)|Administration of criminal justice|Administration of juvenile justice|Administrative fees|Administrative procedure|Administrative remedies|Administrative responsibility|Affordable housing|Agricultural credit|Alcohol and youth|Alien property|Aliens|Ambulatory care|Americans in foreign countries|Ammunition|Antitrust law|Arms sales|Arrest|Arson|Assault|Authorization|Awards, medals, prizes|Bank accounts|Bank directors|Bank employees|Bank examination|Bank records|Bank robberies|Bankruptcy|Block grants|Boats and boating|Bombings|Branch banking|Bribery|Building leases|Business and social problems|Business records|Carjacking|Change of venue|Chemicals|Child abuse|Child safety|Child sexual abuse|Citizen participation in crime prevention|Civil actions and liability|Claims|Coins and coinage|Commemorations|Community organization|Community policing|Community service (Punishment)|Community-based corrections|Compensation for victims of crime|Compulsory education|Computers in education|Congressional investigations|Congressional reporting requirements|Conspiracy|Consumer complaints|Consumer education|Continuing education|Corporate accountability|Corporate corruption|Corporations|Correctional institutions|Correctional personnel","A bill to improve law enforcement, crime prevention, and victim assistance in the 21st century.","21st Century Law Enforcement, Crime Prevention, and Victims Assistance Act"
hr5154-106,106,2000-09-12,Crime and Law Enforcement,Automobile industry|Automobile parts|Automobile parts industry|Business ethics|Defective products|Fines (Penalties)|Fraud|Government paperwork|Imports|International corporations|Location of industries|Motor vehicle safety|Motor vehicles|Product safety|Traffic accidents and safety,"To amend title 18, United States Code, to impose criminal and civil penalties for false statements and failure to file reports concerning defects in foreign motor vehicle products, and to require the timely provision of notice of such defects, and for other purposes.",Transportation Information Recall Enhancement Act
s1791-112,112,2011-11-02,Finance and Financial Sector,Administrative law and regulatory procedures|Financial services and investments|Fraud offenses and financial crimes|Securities|Securities and Exchange Commission (SEC)|State and local government operations|User charges and fees,"A bill to amend the securities laws to provide for registration exemptions for certain crowdfunded securities, and for other purposes.",Democratizing Access to Capital Act of 2011
s1241-115,115,2017-05-25,Crime and Law Enforcement,"Bank accounts, deposits, capital|Business records|Congressional oversight|Consumer credit|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Currency|Customs enforcement|Department of Homeland Security|Foreign and international banking|Fraud offenses and financial crimes|Government employee pay, benefits, personnel management|Government studies and investigations|Law enforcement officers|Smuggling and trafficking|Tax administration and collection, taxpayers","A bill to improve the prohibitions on money laundering, and for other purposes.","Combating Money Laundering, Terrorist Financing, and Counterfeiting Act of 2017"
s1804-114,114,2015-07-21,Finance and Financial Sector,Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Executive agency funding and structure,"A bill to eliminate the Bureau of Consumer Financial Protection by repealing title X of the Dodd-Frank Wall Street Reform and Consumer Protection Act, commonly known as the Consumer Financial Protection Act of 2010.",Repeal CFPB Act
s2190-112,112,2012-03-13,Finance and Financial Sector,Administrative law and regulatory procedures|Business investment and capital|Congressional oversight|Financial services and investments|Fraud offenses and financial crimes|Securities|Securities and Exchange Commission (SEC)|Small business|State and local government operations,"A bill to amend the securities laws to provide for registration exemptions for certain crowdfunded securities, and for other purposes.",Capital Raising Online While Deterring Fraud and Unethical Non-Disclosure Act of 2012
hr594-115,115,2017-01-20,Finance and Financial Sector,Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Executive agency funding and structure|Financial services and investments|Securities|Securities and Exchange Commission (SEC)|User charges and fees,To establish the Securities and Derivatives Commission in order to combine the functions of the Commodity Futures Trading Commission and the Securities and Exchange Commission in a single independent regulatory commission.,Markets and Trading Reorganization Act
s2531-114,114,2016-02-10,Finance and Financial Sector,"Arab-Israeli relations|Employee benefits and pensions|Financial services and investments|Government employee pay, benefits, personnel management|Israel|Middle East|Sanctions|State and local finance|State and local government operations|Trade restrictions|U.S. and foreign investments","A bill to authorize State and local governments to divest from entities that engage in commerce-related or investment-related boycott, divestment, or sanctions activities targeting Israel, and for other purposes.",Combating BDS Act of 2016
hr4612-107,107,2002-04-25,Finance and Financial Sector,Checks|Credit unions|Fees|Financial services|Negotiable instruments,To amend the Federal Credit Union Act to provide expanded access for persons in the field of membership of a Federal credit union to money order and check cashing services.,Expanded Access to Financial Services Act of 2002
hr851-111,111,2009-02-04,Finance and Financial Sector,"Aviation and airports|Bank accounts, deposits, capital|Banking and financial institutions regulation|Corporate finance and management|Financial crises and stabilization|Wages and earnings",To establish executive compensation and corporate governance requirements for institutions receiving assistance under the Troubled Assets Relief Program.,Executive Compensation and Corporate Governance Act of 2009
hr2396-115,115,2017-05-04,Finance and Financial Sector,Banking and financial institutions regulation|Consumer affairs|Consumer credit|Right of privacy,To amend the Gramm-Leach-Bliley Act to update the exception for certain annual notices provided by financial institutions.,Privacy Notification Technical Clarification Act
s2212-113,113,2014-04-03,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Department of the Treasury|Financial Stability Oversight Council|Financial services and investments","A bill to amend the Consumer Financial Protection Act of 2010 to strengthen the review authority of the Financial Stability Oversight Council of regulations issued by the Bureau of Consumer Financial Protection, and for other purposes.",CFPB Improvement Act of 2014
hr1918-114,114,2015-04-21,Crime and Law Enforcement,Computer security and identity theft|Criminal procedure and sentencing|Fraud offenses and financial crimes,"To amend title 18, United States Code, to provide for clarification as to the meaning of access without authorization, and for other purposes.",Aaron's Law Act of 2015
hr5249-111,111,2010-05-06,Finance and Financial Sector,"Accounting and auditing|Bank accounts, deposits, capital|Housing finance and home ownership","To provide amortization authority in certain situations, for purposes of capital calculation under the Financial Institutions Examination Council's Consolidated Reports of Condition and Income.",Capital Access for Main Street Act of 2010
s3578-115,115,2018-10-11,Finance and Financial Sector,Congressional oversight|Financial services and investments|Government studies and investigations|Minority and disadvantaged businesses|Research administration and funding|Securities|Securities and Exchange Commission (SEC)|Small business|Women in business,"A bill to require the Securities and Exchange Commission to carry out a study to evaluate the issues affecting the provision of, and reliance upon, investment research into small issuers.",Improving Investment Research for Small and Emerging Issuers Act
hr1952-113,113,2013-05-13,Finance and Financial Sector,Corporate finance and management|Financial services and investments|Government studies and investigations|Securities,"To amend the Securities Exchange Act of 1934 to require the Securities and Exchange Commission to allow publicly traded companies with a certain sized public float to change their stocks' tick sizes to increase liquidity by incentivizing capital commitment, research coverage, and brokerage support, thereby increasing the stocks' liquidity and investor interest, and for other purposes.",Spread Pricing Liquidity Act of 2013
hr1261-113,113,2013-03-19,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Marketing and advertising|User charges and fees","To amend the Truth in Lending Act to establish fair and transparent practices related to the marketing and provision of overdraft coverage programs at depository institutions, and for other purposes.",Overdraft Protection Act of 2013
hr2507-105,105,1997-09-18,Finance and Financial Sector,Administrative procedure|Automated teller machines|Bank robberies|Cameras|Congressional reporting requirements|Credit unions|Crime prevention|Department of the Treasury|Evidence (Law)|Federal Deposit Insurance Corporation|Federal Housing Finance Board|Federal Reserve System|Government corporations|Lighting|National Credit Union Administration|Prosecution|Robbery|Security measures|Video tape recording,"To amend the Bank Protection Act of 1968 and the Federal Credit Union Act to require enhanced security measures at depository institutions and automated teller machines sufficient to provide surveillance pictures which can be used effectively as evidence in criminal prosecutions, to amend title 28, United States Code, to require the Federal Bureau of Investigation to make technical recommendations with regard to such security measures, and for other purposes.",ATM Public Safety and Crime Control Act
hr1806-104,104,1995-06-08,Law,"Abortion|Accounting|Accounting and auditing|Advice and consent of the Senate|Aliens|Attorney-client privilege|Auditing|Authorization|Bar associations|Business records|Census|Claims|Class actions (Civil procedure)|Competition|Congressional districts|Contracts|District of Columbia|Drug abuse|Election districts|Embezzlement|Employee training|English language|Eviction|Executives|Fraud|Frivolous lawsuits|Government contractors|Government corporations|Government liability|Government paperwork|Government service contracts|Governmental investigations|Grants-in-aid|Information services|Judicial districts|Labor disputes|Larceny|Lawyers|Legal Services Corporation|Legal advertising and soliciting|Legal assistance to prisoners|Legal assistance to the poor|Legal ethics|Legal fees|Legal research|Legal services|Lobbying|Narcotic traffic|Nonprofit organizations|Old age, survivors and disability insurance|Political activities|Presidential appointments|Prisoners|Public assistance programs|Public housing|Public records|Right of privacy|Rights of institutionalized persons|Salaries|State legislative districts|Supplemental security income program|Welfare reform",To authorize appropriations for the Legal Services Corporation Act and for other purposes.,Legal Services Reform Act of 1995
hr3447-103,103,1993-11-04,Finance and Financial Sector,Bank holding companies|Brokers|Cooperative societies|Debt|Deceptive advertising|Financial deregulation|Insurance|Investment advisers|Mutual funds|Names|Savings and loan associations|Securities|Securities regulation,"To amend the Federal securities laws to equalize the regulatory treatment of participants in the securities industry, and for other purposes.",Securities Regulatory Equality Act of 1993
s738-111,111,2009-03-30,Finance and Financial Sector,Administrative law and regulatory procedures|Business records|Civil actions and liability|Consumer affairs|Consumer credit|Contracts and agency|Evidence and witnesses|Federal Reserve System|Federal Trade Commission (FTC)|Federal preemption|Fraud offenses and financial crimes|Small business,"A bill to amend the Consumer Credit Protection Act to assure meaningful disclosures of the terms of rental-purchase agreements, including disclosures of all costs to consumers under such agreements, to provide certain substantive rights to consumers under such agreements, and for other purposes.",Consumer Rental-Purchase Agreement Act of 2009
s1335-116,116,2019-05-06,Finance and Financial Sector,Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Executive agency funding and structure,A bill to eliminate the Bureau of Consumer Financial Protection.,Repeal CFPB Act
hr2600-114,114,2015-06-01,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Credit and credit markets|Economic performance and conditions|Financial crises and stabilization|Government lending and loan guarantees|Securities","To address the concept of ""Too Big To Fail"" with respect to certain financial entities.","Too Big To Fail, Too Big To Exist Act"
