bill_id,official_title,short_title,policy_area,subjects,category_qwen,bill_type_qwen,bill_category_qwen,reason_qwen,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet
s1302-113,A bill to amend the Employee Retirement Income Security Act of 1974 and the Internal Revenue Code of 1986 to provide for cooperative and small employer charity pension plans.,Cooperative and Small Employer Charity Pension Flexibility Act,Labor and Employment,"Congressional oversight|Employee benefits and pensions|Government studies and investigations|Social work, volunteer service, charitable organizations",1.0,enforcement,pension,"The bill amends ERISA to establish specific minimum funding standards, liquidity rules, and restoration plan requirements for private employers sponsoring cooperative and small employer charity pension plans, directly regulating their pension obligations.",1,enforcement,pension,"The bill amends ERISA to establish minimum funding standards and other obligations for cooperative and small employer charity pension plans, directly affecting private employer pension obligations.",1,enforcement,pension,"Amends ERISA and the Internal Revenue Code to establish special minimum funding standards, contribution requirements, and fiduciary obligations for private employers sponsoring cooperative and small employer charity defined benefit pension plans."
s3429-114,"A bill to delay the implementation of the overtime rule submitted by the Department of Labor entitled ""Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales and Computer Employees"" for a period of 2 years in States in which the President has declared that a major disaster exists.",Small Business Survival from Disaster Act,Labor and Employment,,1.0,enforcement,wage_hour,"The bill delays the implementation of Department of Labor overtime rules, directly affecting private employer obligations regarding overtime pay exemptions under the Fair Labor Standards Act (FLSA).",1,enforcement,wage_hour,"Delays the implementation of a Department of Labor rule that revises overtime pay thresholds, affecting private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"Delays implementation of DOL overtime rule revising FLSA white-collar exemption thresholds in disaster-declared states, directly affecting private employer overtime wage obligations."
hr1248-113,To amend the Patient Protection and Affordable Care Act to repeal certain limitations on health care benefits.,Family Health Care Flexibility Act,Health,Digestive and metabolic diseases|Employee benefits and pensions|Health care costs and insurance|Prescription drugs,1.0,enforcement,healthcare,"The bill amends the ACA to modify contribution limits and allowable expenses for health flexible spending arrangements (FSAs), which are employer-sponsored group health benefit plans governed by ERISA, thereby directly regulating private employer obligations regarding employee welfare benefits.",,,,"The bill modifies tax treatment of health savings accounts and flexible spending arrangements, which does not impose new obligations on private employers regarding wage, hour, or benefit compliance.",,,,"Bill modifies tax-advantaged health account rules (HSAs, FSAs) affecting individual consumers and optional employer cafeteria plan features, but does not impose mandatory wage, hour, or benefit obligations on private employers under FLSA, ERISA, FMLA, or WARN."
s641-114,A bill to amend the Internal Revenue Code of 1986 to extend the employer wage credit for activated military reservists.,Military Reserve Small Business Jobs Act of 2015,Taxation,Income tax credits|Military personnel and dependents|Small business|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"The bill extends a tax credit for differential wage payments made by private employers for employees called to active military duty, which incentivizes private employers to maintain wage obligations for reservists.",1,tax_credit_introduction,wage_hour,"Extends a tax credit incentivizing small business employers to provide differential wage payments to employees on active military duty, directly relating to private employer wage obligations.",1,tax_credit_introduction,wage_hour,"Extends a tax credit incentivizing private small business employers to make differential wage payments to employees called to active military duty, directly relating to employer wage obligations for reservists."
hr2125-112,To amend the Fair Labor Standards Act of 1938 to require certain disclosures by employers who use electronic payroll cards to pay their employees.,Electronic Paycard Protection Act of 2011,Labor and Employment,Computers and information technology|Employment discrimination and employee rights|User charges and fees|Wages and earnings,1.0,enforcement,wage_hour,"Amends the Fair Labor Standards Act to impose new disclosure and fee-prohibition obligations on private employers using electronic payroll cards, directly regulating how wages are paid and protected.",1,enforcement,wage_hour,"The bill amends the FLSA to require disclosures and protections for employees paid via electronic payroll cards, directly regulating private employer wage payment practices.",1,enforcement,wage_hour,"Amends the FLSA to impose new disclosure and fee-restriction obligations on private employers who use electronic payroll cards to pay employees, directly regulating employer wage payment practices."
hr5721-113,"To amend the Defense Base Act (42 U.S.C. 1651 et seq.) to require death benefits to be paid to a deceased employee's designated beneficiary or next of kin in the case of death resulting from a war-risk hazard or act of terrorism occurring on or after September 11, 2001.",Overseas Security Personnel Fairness Act,Labor and Employment,"Conflicts and wars|Diplomacy, foreign officials, Americans abroad|Employee benefits and pensions|Military facilities and property|Terrorism",1.0,enforcement,wage_hour,"The bill amends the Defense Base Act to mandate specific death benefit payments from the Employees' Compensation Fund to beneficiaries of private employees working overseas, directly regulating employer liability and benefit obligations under federal workers' compensation statutes.",,,,"The bill amends the Defense Base Act to address death benefits for employees at military bases abroad, which does not involve private employer wage or benefit obligations.",,,,"Bill modifies death benefit distribution rules under the Defense Base Act for government contractors working at military bases, but does not address private employer wage, hour, pension plan, or health benefit obligations that constitute the core of Wage Hour & Benefits violations."
hr3555-114,"To provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",Jobs! Jobs! Jobs! Act of 2015,Labor and Employment,"Accounting and auditing|Appropriations|Aviation and airports|Budget deficits and national debt|Budget process|Business investment and capital|Buy American requirements|Civil actions and liability|Education programs funding|Educational facilities and institutions|Electric power generation and transmission|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Financial services and investments|First responders and emergency personnel|Fraud offenses and financial crimes|Government buildings, facilities, and property|Government corporations and government-sponsored enterprises|Government lending and loan guarantees|Government studies and investigations|Higher education|Housing and community development funding|Housing supply and affordability|Income tax credits|Income tax deductions|Income tax exclusion|Income tax rates|Infrastructure development|Labor standards|Law enforcement administration and funding|Law enforcement officers|Legal fees and court costs|Low- and moderate-income housing|Metals|Motor carriers|National Railroad Passenger Corporation (Amtrak)|Navigation, waterways, harbors|Noise pollution|Oil and gas|Preschool education|Public contracts and procurement|Public transit|Railroads|Residential rehabilitation and home repair|Roads and highways|Rural conditions and development|Securities|Small business|State and local finance|Taxation of foreign income|Transportation employees|Transportation programs funding|U.S. territories and protectorates|Unemployment|User charges and fees|Wages and earnings|Water resources funding|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill requires private contractors and subcontractors on federally-assisted projects to pay laborers and mechanics wages at locally-prevailing rates, directly imposing wage obligations on non-governmental employers.",1,enforcement,wage_hour,"Requires laborers and mechanics on federally-assisted projects to be paid locally-prevailing wages, directly imposing wage obligations on private contractors.",1,enforcement,wage_hour,"The bill requires all laborers and mechanics employed by contractors and subcontractors on federally-assisted projects to be paid wages at locally-prevailing rates, directly imposing prevailing wage obligations on private employers working on federal projects."
hr2927-115,To amend the Internal Revenue Code of 1986 to include apprentices as members of targeted groups for purposes of the work opportunity credit.,Helpful Incentives to Restore the Economic Dream Act of 2017,Taxation,Employment and training programs|Income tax credits|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for employer-provided job training (apprenticeships), which qualifies under the exception for credits specifically tied to employer-provided job training.",,,,"The bill introduces a tax credit for hiring apprentices, which incentivizes hiring decisions but does not directly relate to private employer wage or benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new work opportunity tax credit for employers who hire registered apprentices, incentivizing employer-provided job training programs that relate to wage and hour conduct."
hr4677-111,"To amend title 11, United States Code, to improve protections for employees and retirees in business bankruptcies.",Protecting Employees and Retirees in Business Bankruptcies Act of 2010,Finance and Financial Sector,Bankruptcy|Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Labor-management relations|Securities|Unemployment|Wages and earnings,1.0,enforcement,pension,"The bill amends bankruptcy law to strengthen protections for private employer obligations regarding pension benefits, retiree health benefits, and wage claims, directly regulating how employers must handle these financial obligations during business reorganization.",1,enforcement,wage_hour,"The bill enhances protections for employees and retirees in business bankruptcies, including prioritizing wage claims and ensuring continued payment of retiree benefits, directly affecting private employer obligations related to wages and benefits.",1,enforcement,wage_hour,"Strengthens private employer obligations in bankruptcy by increasing priority caps for unpaid wages and employee benefit plan contributions, requiring severance pay as an administrative expense, and imposing restrictions on executive compensation while protecting collective bargaining agreements and retiree benefits."
s1438-114,A bill to allow women greater access to safe and effective contraception.,Allowing Greater Access to Safe and Effective Contraception Act,Health,"Drug safety, medical device, and laboratory regulation|Employee benefits and pensions|Family planning and birth control|Health care costs and insurance|Prescription drugs|User charges and fees",1.0,enforcement,healthcare,"The bill amends the ACA to remove restrictions on using Health Savings Accounts and Flexible Spending Accounts for over-the-counter contraceptives, thereby imposing new coverage obligations on private employers sponsoring these group health or welfare benefit plans under ERISA.",,,,"The bill primarily addresses FDA drug application processes and health savings account rules, not private employer wage or benefit obligations.",,,,"Bill primarily addresses FDA drug approval processes and modifies tax-advantaged health accounts (HSAs/FSAs) for individual consumers; it does not impose wage, hour, or benefit obligations on private employers as plan sponsors."
hr2881-114,To amend the Internal Revenue Code of 1986 to modify the definition of applicable large employer for purposes of the employer mandate in the Patient Protection and Affordable Care Act.,Small Business Job Protection Act of 2015,Health,Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Small business,1.0,enforcement,healthcare,"The bill modifies the threshold for the ACA employer mandate, directly altering the obligation of private employers to provide health insurance coverage to their employees.",1,enforcement,healthcare,"Modifies the employer mandate under the ACA by changing the definition of 'applicable large employer,' affecting private employer obligations to provide health insurance.",1,enforcement,healthcare,"Modifies the ACA employer mandate threshold by raising the applicable large employer definition from 50 to 100 full-time employees, directly altering private employer obligations to provide group health insurance coverage."
hr5534-113,"To amend the Safe Drinking Water Act to increase assistance for States, water systems, and disadvantaged communities; to encourage good financial and environmental management of water systems; to strengthen the Environmental Protection Agency's ability to enforce the requirements of the Act; and for other purposes.","Assistance, Quality, and Affordability Act of 2014",Environmental Protection,Administrative law and regulatory procedures|Advanced technology and technological innovations|American Samoa|Buy American requirements|Caribbean area|Energy efficiency and conservation|Environmental Protection Agency (EPA)|Environmental regulatory procedures|Environmental technology|Government information and archives|Government lending and loan guarantees|Guam|Hazardous wastes and toxic substances|Metals|Northern Mariana Islands|Prescription drugs|Public contracts and procurement|Securities|State and local finance|U.S. territories and protectorates|Virgin Islands|Wages and earnings|Water quality|Water resources funding|Water use and supply,1.0,enforcement,wage_hour,"The bill imposes prevailing wage requirements on private contractors and subcontractors working on federally-funded water infrastructure projects, which constitutes a direct wage obligation on private employers.",,,,"The bill primarily addresses environmental protection and water system management, with no direct relation to private employer wage, hour, or benefit obligations.",1,enforcement,wage_hour,"The bill imposes prevailing wage requirements on laborers and mechanics working on drinking water infrastructure projects funded through the state revolving fund, directly regulating private employer wage obligations on federally-funded projects."
s636-115,A bill to allow Americans to earn paid sick time so that they can address their own health needs and the health needs of their families.,Healthy Families Act,Labor and Employment,"Assault and harassment offenses|Civil actions and liability|Congressional agencies|Congressional officers and employees|Congressional oversight|Domestic violence and child abuse|Employee leave|Employment discrimination and employee rights|Government Accountability Office (GAO)|Government employee pay, benefits, personnel management|Government information and archives|Government liability|Government studies and investigations|Library of Congress|Marriage and family status|Merit Systems Protection Board|Sex offenses|Small business|State and local government operations",1.0,enforcement,wage_hour,"The bill mandates that private employers provide paid sick time to employees, directly imposing new wage and leave obligations on non-governmental employers.",1,enforcement,wage_hour,"The bill mandates that private employers provide paid sick time, directly imposing new wage and hour obligations on non-governmental employers.",1,enforcement,wage_hour,"Mandates that private employers with 15+ employees provide paid sick time to workers, creating new wage and hour obligations enforceable through DOL investigation and private civil actions."
s998-112,"A bill to amend title IV of the Employee Retirement Income Security Act of 1974 to require the Pension Benefit Guaranty Corporation, in the case of airline pilots who are required by regulation to retire at age 60, to compute the actuarial value of monthly benefits in the form of a life annuity commencing at age 60.",Pension Benefit Guaranty Corporation Pilots Equitable Treatment Act,Labor and Employment,Aviation and airports|Employee benefits and pensions|Transportation employees,1.0,enforcement,pension,"Amends ERISA to impose specific actuarial calculation requirements on the Pension Benefit Guaranty Corporation regarding guaranteed benefits for airline pilots, directly affecting private employer pension obligations under Title I of ERISA.",1,enforcement,pension,"Amends ERISA to require the PBGC to compute actuarial values for airline pilots' pensions based on their mandatory retirement age, affecting private employer pension obligations.",1,enforcement,pension,"Amends ERISA Title IV to modify how the PBGC calculates guaranteed pension benefits for airline pilots subject to mandatory retirement, directly affecting private employer pension plan obligations and benefit calculations."
hr1827-115,"To amend the Family and Medical Leave Act of 1993 to provide a partial exemption to veterans from the eligibility requirements, and for other purposes.",Medical Leave for Disabled Veterans Act,Labor and Employment,"Disability and paralysis|Employee leave|Hospital care|Veterans' education, employment, rehabilitation|Veterans' medical care",1.0,enforcement,wage_hour,"Amends the Family and Medical Leave Act (FMLA) to expand eligibility for medical leave for disabled veterans, directly imposing new leave obligations on private employers.",1,enforcement,wage_hour,"Amends the FMLA to provide a partial exemption for veterans, directly affecting private employer obligations regarding employee leave eligibility.",1,enforcement,wage_hour,"Amends the FMLA to reduce eligibility requirements for disabled veterans seeking medical leave from private employers, directly modifying employer obligations under federal leave law."
hr3165-113,"To repeal the Patient Protection and Affordable Care Act and to take meaningful steps to lower health care costs and increase access to health insurance coverage without raising taxes, cutting Medicare benefits for seniors, adding to the national deficit, intervening in the doctor-patient relationship, or instituting a government takeover of health care.",Common Sense Health Reform Americans Actually Want Act,Health,Abortion|Administrative law and regulatory procedures|Administrative remedies|Child health|Civil actions and liability|Comprehensive health care|Department of Health and Human Services|Disability and health-based discrimination|Emergency medical services and trauma care|Employee benefits and pensions|Evidence and witnesses|Executive agency funding and structure|Family relationships|Federal preemption|Government information and archives|Health care costs and insurance|Health care coverage and access|Health care quality|Health facilities and institutions|Health information and medical records|Health personnel|Health promotion and preventive care|Income tax deductions|Intergovernmental relations|Judicial procedure and administration|Judicial review and appeals|Jurisdiction and venue|Medicaid|Medical ethics|Medical research|Medicare|Small business|State and local government operations,1.0,enforcement,healthcare,"The bill amends ERISA to establish governance standards for small business health plans and mandates dependent coverage until age 26 and prohibitions on preexisting condition exclusions for group health plans, directly imposing obligations on private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to establish and govern small business health plans, imposing new obligations on private employers as sponsors of group health plans.",1,enforcement,healthcare,"Amends ERISA to impose new obligations on private employers as sponsors of group health plans, including dependent coverage until age 26, prohibition on preexisting condition exclusions for beneficiaries under 19, and wellness program premium variation rules."
s1566-114,A bill to amend the Public Health Service Act to require group and individual health insurance coverage and group health plans to provide for coverage of oral anticancer drugs on terms no less favorable than the coverage provided for anticancer medications administered by a health care provider.,Cancer Drug Coverage Parity Act of 2015,Health,Cancer|Drug therapy|Health care costs and insurance|Health care coverage and access|Prescription drugs,1.0,enforcement,healthcare,"The bill amends the Public Health Service Act to require group health plans (which include employer-sponsored plans under ERISA) to provide coverage for oral anticancer drugs on terms no less favorable than those for provider-administered drugs, directly imposing new coverage obligations on private employers as plan sponsors.",1,enforcement,healthcare,"Amends the Public Health Service Act to require employer-sponsored group health plans to provide equal coverage for oral anticancer drugs, imposing a new coverage obligation on private employers as plan sponsors.",1,enforcement,healthcare,"Amends the Public Health Service Act to require employer-sponsored group health plans to cover oral anticancer drugs on equal terms as IV drugs, imposing a new coverage obligation on private employers as plan sponsors under ERISA."
s1977-112,A bill to amend the Fair Labor Standards Act of 1938 to provide that over-the-road bus drivers are covered under the maximum hours requirements.,Driver Fatigue Prevention Act,Labor and Employment,Labor standards|Motor carriers|Transportation employees|Transportation safety and security,1.0,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to apply maximum hours requirements to over-the-road bus drivers, directly regulating private employer obligations regarding worker hours and fatigue prevention.",1,enforcement,wage_hour,"Extends FLSA maximum hours requirements to over-the-road bus drivers, directly affecting private employer wage and hour obligations.",1,enforcement,wage_hour,"Amends the FLSA to extend maximum hours requirements to over-the-road bus drivers, directly expanding private employer wage and hour obligations under federal law."
hr2821-113,"To provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",American Jobs Act of 2013,Labor and Employment,"Accounting and auditing|Appropriations|Aviation and airports|Budget deficits and national debt|Budget process|Business investment and capital|Buy American requirements|Civil actions and liability|Education programs funding|Educational facilities and institutions|Electric power generation and transmission|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Financial services and investments|First responders and emergency personnel|Fraud offenses and financial crimes|Government buildings, facilities, and property|Government corporations and government-sponsored enterprises|Government lending and loan guarantees|Government studies and investigations|Higher education|Housing and community development funding|Housing supply and affordability|Income tax credits|Income tax deductions|Income tax exclusion|Income tax rates|Infrastructure development|Labor standards|Law enforcement administration and funding|Law enforcement officers|Legal fees and court costs|Low- and moderate-income housing|Metals|Motor carriers|National Railroad Passenger Corporation (Amtrak)|Navigation, waterways, harbors|Noise pollution|Oil and gas|Preschool education|Public contracts and procurement|Public transit|Railroads|Residential rehabilitation and home repair|Roads and highways|Rural conditions and development|Securities|Small business|State and local finance|Taxation of foreign income|Transportation employees|Transportation programs funding|Unemployment|User charges and fees|Wages and earnings|Water resources funding|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill mandates that laborers and mechanics on federally-assisted projects be paid wages at locally prevailing rates under the Davis-Bacon Act, directly imposing wage obligations on private contractors and subcontractors.",1,enforcement,wage_hour,"The bill requires laborers and mechanics on federally-assisted projects to be paid prevailing wages under the Davis-Bacon Act, directly imposing wage obligations on private contractors.",1,enforcement,wage_hour,"Imposes Davis-Bacon prevailing wage requirements on private contractors and subcontractors working on federally-assisted projects, directly tightening private employer wage obligations."
s1317-114,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as plan sponsors regarding retirement benefits, directly regulating employer conduct under pension laws.",1,enforcement,pension,"Requires private employers to include a lifetime income disclosure in pension benefit statements under ERISA, imposing a new administrative obligation on plan sponsors.",1,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as sponsors of individual account retirement plans, requiring them to provide lifetime income stream equivalents on participant benefit statements."
hr6025-111,To amend the Internal Revenue Code of 1986 to allow manufacturing businesses to establish tax-free manufacturing reinvestment accounts to assist them in providing for new equipment and facilities and workforce training.,Manufacturing Reinvestment Account Act of 2010,Taxation,Business investment and capital|Income tax deductions|Income tax exclusion|Manufacturing,1.0,tax_credit_introduction,wage_hour,"The bill introduces a tax deduction for manufacturing businesses to fund employee job training and workforce development, which qualifies as a tax incentive tied to employer-provided job training under the wage and hour category.",,,,"The bill provides tax benefits for manufacturing reinvestment accounts, focusing on business investment and workforce development, not directly on private employer wage or benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a tax-advantaged account allowing manufacturers to make tax-deductible contributions for employee job training and workforce development, incentivizing private employer investment in worker training programs related to wage and hour conduct."
hr3453-113,"To reauthorize the VOW to Hire Heroes Act of 2011, to provide assistance to small businesses owned by veterans, to improve enforcement of employment and reemployment rights of members of the uniformed services, and for other purposes.",Putting Our Veterans Back to Work Act of 2013,Armed Forces and National Security,"Civil actions and liability|Congressional oversight|Disability and paralysis|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Evidence and witnesses|Fires|First responders and emergency personnel|Government studies and investigations|Law enforcement officers|Public contracts and procurement|Unemployment|Veterans' education, employment, rehabilitation",1.0,enforcement,wage_hour,"The bill strengthens enforcement mechanisms for the Uniformed Services Employment and Reemployment Rights Act (USERRA), which imposes obligations on private employers regarding the reemployment and benefits of employees returning from military service, thereby regulating private employer conduct related to employment rights and benefits.",1,enforcement,wage_hour,"Improves enforcement of employment and reemployment rights under USERRA, directly affecting private employer obligations regarding veteran employees.",1,enforcement,wage_hour,"Strengthens USERRA enforcement by allowing veteran intervention in AG actions, imposing AG notification deadlines, authorizing contractor debarment for USERRA violations, and expanding investigative subpoena powers—all directly tightening private employer obligations regarding reemployment rights of uniformed service members."
hr4092-115,"To create a nonimmigrant H-2C work visa program for agricultural workers, and for other purposes.",AG Act,Immigration,"Administrative law and regulatory procedures|Alternative dispute resolution, mediation, arbitration|Aquaculture|Department of Labor|Employee benefits and pensions|Food industry and services|Foreign labor|Forests, forestry, trees|Government trust funds|Health care costs and insurance|Health care coverage and access|Immigration status and procedures|Income tax credits|Migrant, seasonal, agricultural labor|Seafood|Temporary and part-time employment|Visas and passports|Wages and earnings|Worker safety and health",1.0,enforcement,wage_hour,"The bill establishes specific wage and working condition requirements for private agricultural employers hiring H-2C visa holders and includes penalties for failure to pay required wages or benefits, directly regulating private employer wage conduct.",1,enforcement,wage_hour,"The bill sets forth provisions regarding penalties for failure to pay wages or required benefits and working conditions and wages for H-2C workers, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"Establishes penalties for private agricultural employers who fail to pay required wages or benefits to H-2C workers, directly regulating employer wage and benefit obligations under a new temporary agricultural worker program."
s1486-114,"A bill to amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to meet specific wage thresholds (156% of FPL) and provide retirement benefits, directly linking tax incentives to employer wage and benefit conduct.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who meet specific wage, healthcare, and retirement benefit criteria, incentivizing compliance with wage and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to meet specified wage thresholds, provide retirement benefits, maintain healthcare coverage, and offer differential pay to uniformed service members, directly relating to private employer wage, hour, and benefit obligations."
hr438-113,"To amend the Fair Labor Standards Act of 1938 to prohibit discrimination in the payment of wages on account of sex, race, or national origin, and for other purposes.",Fair Pay Act of 2013,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Legal fees and court costs|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Wages and earnings",1.0,enforcement,wage_hour,"Amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin, directly regulating private employer wage payment obligations and strengthening enforcement mechanisms for wage violations.",1,enforcement,wage_hour,"Amends the FLSA to prohibit wage discrimination based on sex, race, or national origin, directly affecting private employer wage obligations.",1,enforcement,wage_hour,"Amends the FLSA to prohibit wage discrimination based on sex, race, or national origin, directly strengthening private employer wage obligations and expanding protected employee rights under federal wage law."
s1045-112,"A bill to amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to require that group and individual health insurance coverage and group health plans provide coverage for treatment of a minor child's congenital or developmental deformity or disorder due to trauma, burns, infection, tumor, or disease.",Children's Access to Reconstructive Evaluation & Surgery (CARES) Act of 2011,Health,Accidents|Child health|Emergency medical services and trauma care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Hereditary and development disorders|Surgery and anesthesia,1.0,enforcement,healthcare,"Amends ERISA to impose a mandatory coverage obligation on private employers sponsoring group health plans to cover reconstructive surgery for minor children, directly regulating employer-sponsored benefit plan terms.",1,enforcement,healthcare,"Amends ERISA to require employer-sponsored group health plans to cover specific reconstructive treatments for minors, imposing a new coverage obligation on private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new coverage mandates on employer-sponsored group health plans, requiring them to cover reconstructive surgery for minor children's congenital or developmental conditions, thereby creating direct obligations on private employers as plan sponsors."
hr2091-112,To amend the Internal Revenue Code of 1986 to provide incentives to encourage investment in the expansion of freight rail infrastructure capacity and to enhance modal tax equity.,Freight Rail Infrastructure Capacity Expansion Act of 2011,Taxation,Business investment and capital|Income tax credits|Income tax deductions|Infrastructure development|Railroads,1.0,enforcement,wage_hour,"The bill requires compliance with federal wage rate requirements under the Davis-Bacon Act as a condition for receiving tax credits, directly imposing prevailing wage obligations on private employers working on federally-funded projects.",1,enforcement,wage_hour,"Requires compliance with federal wage rate requirements under the Davis-Bacon Act for eligibility for tax credits, directly imposing wage obligations on private employers involved in freight rail infrastructure projects.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit for freight rail infrastructure investment that is conditioned on private employers' compliance with Davis-Bacon Act prevailing wage requirements, directly incentivizing employer wage conduct on federally-related projects."
s143-112,"A bill to amend the Internal Revenue Code of 1986 to clarify the treatment of church pension plans, and for other purposes.",Church Plan Clarification Act of 2011,Taxation,Employee benefits and pensions|Financial services and investments|Religion,1.0,enforcement,pension,"The bill amends ERISA to include church plans within the definition of a plan for automatic enrollment provisions and applies limitations on benefits and contributions, thereby imposing specific regulatory obligations on private employers (churches/associations of churches) as pension plan sponsors.",,,,"The bill addresses tax treatment and structural aspects of church pension plans, which are not subject to ERISA's private employer obligations, and thus does not involve private employer wage or benefit obligations.",1,enforcement,pension,"Amends ERISA and Internal Revenue Code provisions governing church pension plans, including controlled group rules, benefit limitations, and automatic enrollment requirements, thereby modifying private employer obligations as retirement plan sponsors."
hr1809-112,To amend the Employee Retirement Income Security Act of 1974 to ensure health care coverage value and transparency for dental benefits under group health plans.,Dental Coverage Value and Transparency Act of 2011,Health,Dental care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"Amends ERISA to impose new transparency and value requirements on employer-sponsored group health plans regarding dental benefits, directly regulating private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new transparency and coverage value requirements on employer-sponsored group health plans for dental benefits, directly affecting private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new coverage value and transparency requirements on employer-sponsored group health plans offering dental benefits, directly regulating private employer obligations as plan sponsors."
hr6519-111,"To amend title 49, United States Code, with respect to hours of service rules for railroad employees.",Railroad Hours of Service Act of 2010,Transportation and Public Works,Labor standards|Railroads|Transportation employees|Transportation safety and security|Worker safety and health,1.0,enforcement,wage_hour,"The bill amends Title 49 to impose stricter hours of service and rest period requirements on railroad carriers (private employers) for their employees, directly regulating employer conduct regarding work hours and duty limitations.",,,,"The bill primarily addresses transportation safety and labor standards for railroad employees, focusing on hours of service rules, which do not directly relate to private employer wage, hour, or benefit obligations under the specified categories.",1,enforcement,wage_hour,"Strengthens hours-of-service limitations for railroad employees by extending rest period requirements, restricting duty hours, and expanding coverage to yardmaster employees, directly regulating private railroad carrier wage and hour obligations under federal transportation safety law."
hr2575-114,To amend the Fair Minimum Wage Act of 2007 to postpone a scheduled increase in the minimum wage applicable to American Samoa.,,Labor and Employment,American Samoa|Labor standards|Wages and earnings,1.0,enforcement,wage_hour,"The bill amends the Fair Minimum Wage Act to postpone scheduled minimum wage increases for industries in American Samoa, directly regulating private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"Postpones a scheduled increase in the minimum wage for American Samoa, directly affecting private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"Postpones scheduled minimum wage increases in American Samoa under the Fair Minimum Wage Act of 2007, directly affecting private employer wage obligations under the FLSA."
hr5944-111,To amend the Family and Medical Leave Act of 1993 to clarify the eligibility requirements with respect to railroad Hours of Service employees.,Railroad Hours of Service Employees Technical Corrections Act,Transportation and Public Works,Employee leave|Railroads|Transportation employees,1.0,enforcement,wage_hour,"Amends the Family and Medical Leave Act (FMLA) to clarify eligibility requirements for railroad employees, directly regulating private employer obligations regarding protected leave.",1,enforcement,wage_hour,"Clarifies FMLA eligibility requirements for railroad employees, directly affecting private employer obligations regarding employee leave.",1,enforcement,wage_hour,"Amends FMLA eligibility requirements for railroad employees, directly modifying private employer obligations regarding protected leave for a specific worker category."
