bill_id,official_title,short_title,policy_area,subjects,category_qwen,bill_type_qwen,reason_qwen,category_4o,bill_type_4o,reason_4o,category_sonnet,bill_type_sonnet,reason_sonnet
s953-113,"A bill to amend the Higher Education Act of 1965 to extend the reduced interest rate for undergraduate Federal Direct Stafford Loans, to modify required distribution rules for pension plans, to limit earnings stripping by expatriated entities, to provide for modifications related to the Oil Spill Liability Trust Fund, and for other purposes.",Student Loan Affordability Act,Taxation,"Budget deficits and national debt|Employee benefits and pensions|Foreign and international corporations|Government lending and loan guarantees|Government trust funds|Higher education|Income tax deductions|Interest, dividends, interest rates|Oil and gas|Pollution liability|Sales and excise taxes|Student aid and college costs|Water quality",1.0,enforcement,"The bill modifies Internal Revenue Code rules regarding required distributions from tax-exempt pension plans upon an employee's death, directly regulating private employer obligations related to retirement benefit plans under ERISA.",,,"The bill primarily addresses student loan interest rates, pension plan distribution rules, and taxation issues, without imposing new obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,"Modifies required distribution rules for tax-exempt pension plans under ERISA, directly tightening private employer obligations as plan sponsors regarding participant distributions upon death."
s3221-112,A bill to amend the National Labor Relations Act to permit employers to pay higher wages to their employees.,RAISE Act,Labor and Employment,Employment discrimination and employee rights|Labor-management relations|Wages and earnings,1.0,enforcement,"The bill amends the National Labor Relations Act to explicitly permit private employers to pay higher wages than those specified in collective bargaining agreements, directly regulating employer wage-setting conduct and employee compensation rights.",,,"The bill allows employers to pay higher wages than a collective bargaining agreement specifies, but it does not impose new wage obligations or address employer misconduct related to wage, hour, or benefit violations.",1,enforcement,"Amends the NLRA to modify employer wage obligations by explicitly permitting employers to pay wages above collectively bargained rates, directly affecting private employer wage-setting conduct under federal labor law."
s777-114,"A bill to permit employees to request, and to ensure employers consider requests for, flexible work terms and conditions, and for other purposes.",Flexibility for Working Families Act,Labor and Employment,"Administrative remedies|Civil actions and liability|Congressional agencies|Congressional officers and employees|Department of Labor|Employment discrimination and employee rights|Government Accountability Office (GAO)|Government employee pay, benefits, personnel management|Government information and archives|Judicial review and appeals|Labor standards|Labor-management relations|Library of Congress|State and local government operations",1.0,enforcement,"The bill imposes new obligations on private employers to consider employee requests for flexible work terms and prohibits interference with these rights, directly regulating employer conduct related to work hours and scheduling under the oversight of the Department of Labor.",1,enforcement,"The bill enforces employer obligations to consider employee requests for flexible work terms, impacting private employer wage and hour conditions under labor standards.",1,enforcement,"Establishes new employer obligations regarding consideration of employee requests for flexible work arrangements and creates enforcement mechanisms through the Department of Labor, directly regulating private employer conduct related to work terms and conditions."
hr3656-112,To amend the Internal Revenue Code of 1986 to provide for death and disability protection for loans from qualified employer plans.,Retirement Savings Security Act of 2011,Taxation,"Employee benefits and pensions|Income tax deferral|Income tax exclusion|Life, casualty, property insurance",1.0,enforcement,"The bill amends the Internal Revenue Code to regulate the terms of loans from qualified employer retirement plans (ERISA), specifically mandating protections against death and disability, which directly impacts private employer obligations regarding employee benefit plan administration.",,,"The bill addresses tax treatment and insurance options for loans from retirement plans, not employer wage or benefit obligations.",,,"Bill modifies optional features of qualified retirement plans by allowing participants to obtain insurance protection for plan loans, but does not impose new mandatory employer obligations regarding plan sponsorship, funding, fiduciary duties, or participant rights under ERISA."
s1302-113,A bill to amend the Employee Retirement Income Security Act of 1974 and the Internal Revenue Code of 1986 to provide for cooperative and small employer charity pension plans.,Cooperative and Small Employer Charity Pension Flexibility Act,Labor and Employment,"Congressional oversight|Employee benefits and pensions|Government studies and investigations|Social work, volunteer service, charitable organizations",1.0,enforcement,"The bill amends ERISA to establish specific funding standards, valuation rules, and restoration plan requirements for cooperative and small employer charity pension plans, directly regulating private employer obligations regarding employee retirement benefits.",1,enforcement,"The bill amends ERISA to establish minimum funding standards and other obligations for cooperative and small employer charity pension plans, directly affecting private employer pension plan obligations.",1,enforcement,"Amends ERISA to establish new minimum funding standards, contribution requirements, and fiduciary obligations for private employers sponsoring cooperative and small employer charity pension plans, directly regulating employer pension plan obligations."
s3429-114,"A bill to delay the implementation of the overtime rule submitted by the Department of Labor entitled ""Defining and Delimiting the Exemptions for Executive, Administrative, Professional, Outside Sales and Computer Employees"" for a period of 2 years in States in which the President has declared that a major disaster exists.",Small Business Survival from Disaster Act,Labor and Employment,,1.0,enforcement,"The bill delays the implementation of Department of Labor overtime rules, directly affecting the stringency of FLSA regulations regarding private employer obligations for overtime pay.",1,enforcement,"Delays the implementation of a Department of Labor rule that revises overtime pay thresholds, affecting private employer wage obligations under the FLSA.",1,enforcement,"The bill delays implementation of DOL overtime rules that expand FLSA overtime protections for white-collar employees, directly affecting private employer wage and hour obligations under federal law."
s641-114,A bill to amend the Internal Revenue Code of 1986 to extend the employer wage credit for activated military reservists.,Military Reserve Small Business Jobs Act of 2015,Taxation,Income tax credits|Military personnel and dependents|Small business|Wages and earnings,1.0,tax_credit_introduction,"The bill extends a tax credit for small business employers who pay differential wages to employees activated for military service, incentivizing private employers to maintain wage obligations and job security for reservists under USERRA-related conduct.",1,tax_credit_introduction,"Extends a tax credit incentivizing private employers to continue wage payments for employees on active military duty, directly relating to employer wage obligations under USERRA.",1,tax_credit_introduction,"Extends a tax credit incentivizing small business employers to make differential wage payments to employees called to active military duty, directly relating to private employer wage obligations for reservists under USERRA-adjacent conduct."
hr2125-112,To amend the Fair Labor Standards Act of 1938 to require certain disclosures by employers who use electronic payroll cards to pay their employees.,Electronic Paycard Protection Act of 2011,Labor and Employment,Computers and information technology|Employment discrimination and employee rights|User charges and fees|Wages and earnings,1.0,enforcement,"The bill amends the Fair Labor Standards Act to impose specific disclosure and fee-prohibition requirements on private employers using electronic payroll cards, directly regulating how wages are paid and protected.",1,enforcement,"The bill amends the FLSA to require disclosures and protections for employees paid via electronic payroll cards, directly regulating private employer wage payment practices.",1,enforcement,"Amends the FLSA to impose new disclosure and access requirements on private employers who use electronic payroll cards to pay employees, directly regulating employer wage payment practices and prohibiting retaliation against employees who opt out."
hr3555-114,"To provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",Jobs! Jobs! Jobs! Act of 2015,Labor and Employment,"Accounting and auditing|Appropriations|Aviation and airports|Budget deficits and national debt|Budget process|Business investment and capital|Buy American requirements|Civil actions and liability|Education programs funding|Educational facilities and institutions|Electric power generation and transmission|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Financial services and investments|First responders and emergency personnel|Fraud offenses and financial crimes|Government buildings, facilities, and property|Government corporations and government-sponsored enterprises|Government lending and loan guarantees|Government studies and investigations|Higher education|Housing and community development funding|Housing supply and affordability|Income tax credits|Income tax deductions|Income tax exclusion|Income tax rates|Infrastructure development|Labor standards|Law enforcement administration and funding|Law enforcement officers|Legal fees and court costs|Low- and moderate-income housing|Metals|Motor carriers|National Railroad Passenger Corporation (Amtrak)|Navigation, waterways, harbors|Noise pollution|Oil and gas|Preschool education|Public contracts and procurement|Public transit|Railroads|Residential rehabilitation and home repair|Roads and highways|Rural conditions and development|Securities|Small business|State and local finance|Taxation of foreign income|Transportation employees|Transportation programs funding|U.S. territories and protectorates|Unemployment|User charges and fees|Wages and earnings|Water resources funding|Youth employment and child labor",1.0,enforcement,"The bill requires laborers and mechanics on federally-assisted projects to be paid wages at locally-prevailing rates, directly imposing wage obligations on private contractors and subcontractors.",,,"The bill primarily focuses on infrastructure development, tax relief, and employment programs, without directly imposing obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,"The bill imposes prevailing wage requirements on private contractors and subcontractors working on federally-assisted projects, directly regulating private employer wage obligations under the Davis-Bacon Act framework."
hr2927-115,To amend the Internal Revenue Code of 1986 to include apprentices as members of targeted groups for purposes of the work opportunity credit.,Helpful Incentives to Restore the Economic Dream Act of 2017,Taxation,Employment and training programs|Income tax credits|Wages and earnings,1.0,tax_credit_introduction,"Introduces a tax credit for wages paid to apprentices, which qualifies as a credit specifically tied to employer-provided job training.",,,"The bill introduces a tax credit for hiring apprentices, which incentivizes hiring decisions but does not directly relate to private employer wage or benefit obligations.",,,"This bill introduces a general hiring tax credit for employers who hire apprentices, which incentivizes hiring decisions rather than addressing wage, hour, or benefit compliance obligations."
hr4677-111,"To amend title 11, United States Code, to improve protections for employees and retirees in business bankruptcies.",Protecting Employees and Retirees in Business Bankruptcies Act of 2010,Finance and Financial Sector,Bankruptcy|Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Labor-management relations|Securities|Unemployment|Wages and earnings,1.0,enforcement,"The bill strengthens protections for private employer obligations regarding wages, severance, and retiree benefits during bankruptcy proceedings, directly impacting the enforcement of wage and benefit claims under federal law.",1,enforcement,"The bill enhances protections for employees and retirees in business bankruptcies, directly affecting private employer obligations regarding wages, benefits, and pension plans under ERISA and related statutes.",1,enforcement,"This bill strengthens private employer obligations under bankruptcy law by increasing priority wage claim limits, requiring severance pay as administrative expenses, imposing stricter standards for rejecting collective bargaining agreements, mandating consideration of job preservation in asset sales, and enhancing protections for employee pension and retiree benefit plans—all of which directly regulate employer wage, hour, and benefit conduct under FLSA, ERISA, and related statutes."
hr2881-114,To amend the Internal Revenue Code of 1986 to modify the definition of applicable large employer for purposes of the employer mandate in the Patient Protection and Affordable Care Act.,Small Business Job Protection Act of 2015,Health,Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Small business,1.0,enforcement,"The bill modifies the threshold for the employer mandate under the Affordable Care Act, directly regulating the obligation of private employers to provide health insurance benefits to their employees.",1,enforcement,"Modifies the employer mandate under the ACA by changing the definition of 'applicable large employer,' affecting private employer obligations to provide health insurance benefits.",1,enforcement,"Modifies the employer mandate threshold under the ACA, directly changing which private employers are legally obligated to provide group health insurance coverage to employees, thereby affecting employer-sponsored benefit plan obligations under ERISA."
s636-115,A bill to allow Americans to earn paid sick time so that they can address their own health needs and the health needs of their families.,Healthy Families Act,Labor and Employment,"Assault and harassment offenses|Civil actions and liability|Congressional agencies|Congressional officers and employees|Congressional oversight|Domestic violence and child abuse|Employee leave|Employment discrimination and employee rights|Government Accountability Office (GAO)|Government employee pay, benefits, personnel management|Government information and archives|Government liability|Government studies and investigations|Library of Congress|Marriage and family status|Merit Systems Protection Board|Sex offenses|Small business|State and local government operations",1.0,enforcement,"The bill mandates that private employers provide paid sick time to employees, directly regulating employer obligations regarding employee benefits and leave.",1,enforcement,"The bill mandates that private employers provide paid sick time, directly imposing new wage and benefit obligations on non-governmental employers.",1,enforcement,"Imposes new mandatory paid sick time obligations on private employers with 15+ employees, directly regulating employer wage and hour practices under labor law."
s998-112,"A bill to amend title IV of the Employee Retirement Income Security Act of 1974 to require the Pension Benefit Guaranty Corporation, in the case of airline pilots who are required by regulation to retire at age 60, to compute the actuarial value of monthly benefits in the form of a life annuity commencing at age 60.",Pension Benefit Guaranty Corporation Pilots Equitable Treatment Act,Labor and Employment,Aviation and airports|Employee benefits and pensions|Transportation employees,1.0,enforcement,"The bill amends ERISA to mandate specific actuarial calculations for pension benefits for airline pilots, directly regulating the obligations of private employers and plan sponsors regarding retirement benefits.",1,enforcement,"Amends ERISA to adjust pension benefit calculations for airline pilots, directly affecting employer obligations under retirement plan rules.",,,"This bill modifies how PBGC calculates guaranteed benefits for airline pilots with mandatory retirement ages, but does not impose new wage, hour, or benefit obligations on private employers as plan sponsors; it addresses government insurance calculations rather than employer conduct."
hr1827-115,"To amend the Family and Medical Leave Act of 1993 to provide a partial exemption to veterans from the eligibility requirements, and for other purposes.",Medical Leave for Disabled Veterans Act,Labor and Employment,"Disability and paralysis|Employee leave|Hospital care|Veterans' education, employment, rehabilitation|Veterans' medical care",1.0,enforcement,"The bill amends the Family and Medical Leave Act (FMLA) to expand eligibility for medical leave for disabled veterans, directly imposing obligations on private employers to provide protected leave under specific conditions.",1,enforcement,"Amends FMLA to adjust eligibility requirements for medical leave for disabled veterans, directly affecting private employer obligations under FMLA.",1,enforcement,"Amends the FMLA to reduce eligibility thresholds for disabled veterans, directly modifying private employer obligations under federal leave law."
hr1926-114,"To improve compliance with mine safety and health laws, empower miners to raise safety concerns, prevent future mine tragedies, and for other purposes.",Robert C. Byrd Mine Safety Protection Act of 2015,Labor and Employment,"Accidents|Administrative law and regulatory procedures|Administrative remedies|Air quality|Business records|Cardiovascular and respiratory health|Civil actions and liability|Coal|Congressional oversight|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Department of Labor|Employment and training programs|Employment discrimination and employee rights|Environmental assessment, monitoring, research|Evidence and witnesses|Government employee pay, benefits, personnel management|Government studies and investigations|Labor standards|Lawyers and legal services|Medical tests and diagnostic methods|Mining|Wages and earnings|Worker safety and health",1.0,enforcement,"The bill mandates that mine operators provide full compensation at the regular rate of pay for miners idled due to safety withdrawal orders, directly imposing a wage obligation on private employers.",,,"The bill focuses on mine safety and health regulations, accident investigations, and miner protections, which do not directly relate to private employer wage, hour, or benefit obligations.",1,enforcement,"The bill strengthens enforcement of mine safety laws including provisions requiring mine operators to provide full compensation to idled miners during withdrawal orders, prohibiting discharge of miners without job-related grounds, and imposing civil penalties for violations—all of which directly regulate private employer wage and employment obligations under federal mine safety statutes."
hr3165-113,"To repeal the Patient Protection and Affordable Care Act and to take meaningful steps to lower health care costs and increase access to health insurance coverage without raising taxes, cutting Medicare benefits for seniors, adding to the national deficit, intervening in the doctor-patient relationship, or instituting a government takeover of health care.",Common Sense Health Reform Americans Actually Want Act,Health,Abortion|Administrative law and regulatory procedures|Administrative remedies|Child health|Civil actions and liability|Comprehensive health care|Department of Health and Human Services|Disability and health-based discrimination|Emergency medical services and trauma care|Employee benefits and pensions|Evidence and witnesses|Executive agency funding and structure|Family relationships|Federal preemption|Government information and archives|Health care costs and insurance|Health care coverage and access|Health care quality|Health facilities and institutions|Health information and medical records|Health personnel|Health promotion and preventive care|Income tax deductions|Intergovernmental relations|Judicial procedure and administration|Judicial review and appeals|Jurisdiction and venue|Medicaid|Medical ethics|Medical research|Medicare|Small business|State and local government operations,1.0,enforcement,"The bill amends ERISA to establish governance rules for small business health plans and mandates dependent coverage until age 26, directly imposing obligations on private employers sponsoring group health benefit plans.",,,"The bill primarily addresses health care reform, insurance coverage, and tax deductions related to health insurance, without imposing new obligations on private employers regarding wage, hour, or benefit compliance under ERISA or related statutes.",1,enforcement,"The bill amends ERISA to establish small business health plans and modifies group health plan requirements regarding dependent coverage and preexisting condition exclusions, directly imposing obligations on private employers as plan sponsors under ERISA."
s1566-114,A bill to amend the Public Health Service Act to require group and individual health insurance coverage and group health plans to provide for coverage of oral anticancer drugs on terms no less favorable than the coverage provided for anticancer medications administered by a health care provider.,Cancer Drug Coverage Parity Act of 2015,Health,Cancer|Drug therapy|Health care costs and insurance|Health care coverage and access|Prescription drugs,1.0,enforcement,"The bill imposes direct obligations on private employers sponsoring group health plans to provide parity in coverage for oral anticancer drugs, regulating employer-sponsored benefit plan terms under ERISA and the Public Health Service Act.",,,"The bill addresses health insurance coverage requirements for anticancer drugs, not private employer wage or benefit obligations under ERISA or related statutes.",1,enforcement,"This bill amends ERISA-governed group health plans by imposing mandatory coverage parity requirements on employer-sponsored plans for oral versus IV anticancer drugs, directly creating new employer obligations as plan sponsors."
s1977-112,A bill to amend the Fair Labor Standards Act of 1938 to provide that over-the-road bus drivers are covered under the maximum hours requirements.,Driver Fatigue Prevention Act,Labor and Employment,Labor standards|Motor carriers|Transportation employees|Transportation safety and security,1.0,enforcement,"The bill amends the Fair Labor Standards Act to extend maximum hours requirements to over-the-road bus drivers, directly regulating private employer obligations regarding worker hours and fatigue prevention.",1,enforcement,"Extends FLSA maximum hours requirements to over-the-road bus drivers, directly affecting private employer wage and hour obligations.",1,enforcement,"Amends the FLSA to extend maximum hours requirements to over-the-road bus drivers, directly expanding private employer wage and hour obligations under federal law."
hr2821-113,"To provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",American Jobs Act of 2013,Labor and Employment,"Accounting and auditing|Appropriations|Aviation and airports|Budget deficits and national debt|Budget process|Business investment and capital|Buy American requirements|Civil actions and liability|Education programs funding|Educational facilities and institutions|Electric power generation and transmission|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Financial services and investments|First responders and emergency personnel|Fraud offenses and financial crimes|Government buildings, facilities, and property|Government corporations and government-sponsored enterprises|Government lending and loan guarantees|Government studies and investigations|Higher education|Housing and community development funding|Housing supply and affordability|Income tax credits|Income tax deductions|Income tax exclusion|Income tax rates|Infrastructure development|Labor standards|Law enforcement administration and funding|Law enforcement officers|Legal fees and court costs|Low- and moderate-income housing|Metals|Motor carriers|National Railroad Passenger Corporation (Amtrak)|Navigation, waterways, harbors|Noise pollution|Oil and gas|Preschool education|Public contracts and procurement|Public transit|Railroads|Residential rehabilitation and home repair|Roads and highways|Rural conditions and development|Securities|Small business|State and local finance|Taxation of foreign income|Transportation employees|Transportation programs funding|Unemployment|User charges and fees|Wages and earnings|Water resources funding|Youth employment and child labor",1.0,enforcement,"The bill mandates that laborers and mechanics on federally-assisted projects be paid wages at locally prevailing rates under the Davis-Bacon Act, directly regulating private employer wage obligations.",1,enforcement,"The bill requires contractors and subcontractors on federally-assisted projects to pay wages at locally prevailing rates under the Davis-Bacon Act, directly affecting private employer wage obligations.",1,enforcement,"The bill imposes prevailing wage requirements (Davis-Bacon Act) on private contractors and subcontractors working on federally-assisted projects, directly regulating private employer wage obligations."
s1317-114,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,"The bill amends ERISA to impose new disclosure obligations on private employers sponsoring individual account pension plans, directly regulating employer conduct regarding retirement benefit transparency.",1,enforcement,"The bill amends ERISA to require lifetime income disclosures in pension benefit statements, directly imposing new administrative obligations on private employers as plan sponsors.",,,"This bill modifies disclosure requirements for pension benefit statements under ERISA but does not impose new mandatory employer conduct obligations regarding funding, fiduciary duties, or plan maintenance; it merely requires additional informational disclosures to participants."
hr6025-111,To amend the Internal Revenue Code of 1986 to allow manufacturing businesses to establish tax-free manufacturing reinvestment accounts to assist them in providing for new equipment and facilities and workforce training.,Manufacturing Reinvestment Account Act of 2010,Taxation,Business investment and capital|Income tax deductions|Income tax exclusion|Manufacturing,1.0,tax_credit_introduction,"The bill introduces a tax deduction (functioning as a tax credit/incentive) for manufacturing businesses to fund employee job training and workforce development, which qualifies under the exception for credits specifically tied to employer-provided job training.",,,"The bill provides tax benefits for manufacturing reinvestment accounts, focusing on equipment, facilities, and workforce training, but does not directly regulate or enforce private employer wage, hour, or benefit obligations.",1,tax_credit_introduction,"Introduces a tax-advantaged account allowing manufacturers to make tax-deductible contributions for workforce training and job development, incentivizing private employers to invest in employee training programs related to wage and hour conduct."
hr3453-113,"To reauthorize the VOW to Hire Heroes Act of 2011, to provide assistance to small businesses owned by veterans, to improve enforcement of employment and reemployment rights of members of the uniformed services, and for other purposes.",Putting Our Veterans Back to Work Act of 2013,Armed Forces and National Security,"Civil actions and liability|Congressional oversight|Disability and paralysis|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Evidence and witnesses|Fires|First responders and emergency personnel|Government studies and investigations|Law enforcement officers|Public contracts and procurement|Unemployment|Veterans' education, employment, rehabilitation",1.0,enforcement,"The bill strengthens enforcement mechanisms for the Uniformed Services Employment and Reemployment Rights Act (USERRA), which protects private and state employers from discriminating against or failing to reinstate employees returning from military service, directly regulating private employer conduct regarding employee rights and benefits.",1,enforcement,"Improves enforcement of employment and reemployment rights under USERRA, directly affecting private employer obligations regarding veterans' employment rights.",1,enforcement,"The bill strengthens USERRA enforcement by allowing veterans to intervene in AG actions, imposing AG notification deadlines, authorizing contractor debarment for USERRA violations, and granting investigative subpoena powers—all directly tightening private employer obligations regarding reemployment rights of uniformed service members."
hr4092-115,"To create a nonimmigrant H-2C work visa program for agricultural workers, and for other purposes.",AG Act,Immigration,"Administrative law and regulatory procedures|Alternative dispute resolution, mediation, arbitration|Aquaculture|Department of Labor|Employee benefits and pensions|Food industry and services|Foreign labor|Forests, forestry, trees|Government trust funds|Health care costs and insurance|Health care coverage and access|Immigration status and procedures|Income tax credits|Migrant, seasonal, agricultural labor|Seafood|Temporary and part-time employment|Visas and passports|Wages and earnings|Worker safety and health",1.0,enforcement,"The bill establishes specific wage and benefit obligations for private agricultural employers hiring H-2C visa holders, including penalties for failure to pay required wages or benefits, which directly regulates private employer conduct regarding wage and hour compliance.",1,enforcement,"The bill sets forth provisions regarding penalties for failure to pay wages or required benefits and addresses working conditions and wages for H-2C workers, directly relating to private employer wage and benefit obligations.",1,enforcement,"The bill establishes penalties for private agricultural employers who fail to pay required wages or benefits to H-2C workers, and sets forth provisions governing working conditions, wages, and worker protections—directly regulating private employer wage and benefit obligations under a new visa program."
s1486-114,"A bill to amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to provide minimum essential health coverage, retirement benefits, and wages above the federal poverty level, directly relating to employer-sponsored benefit obligations.",1,tax_credit_introduction,"Introduces a tax credit for employers who meet specific wage, health coverage, and retirement benefit criteria, directly incentivizing compliance with wage and benefit obligations.",1,tax_credit_introduction,"Introduces a new tax credit for private employers who meet specified wage, retirement benefit, and health coverage standards, directly incentivizing employer conduct related to wage and benefit obligations."
hr438-113,"To amend the Fair Labor Standards Act of 1938 to prohibit discrimination in the payment of wages on account of sex, race, or national origin, and for other purposes.",Fair Pay Act of 2013,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Legal fees and court costs|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Wages and earnings",1.0,enforcement,"The bill amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin, directly regulating private employer wage payment obligations and strengthening enforcement mechanisms for wage-related misconduct.",1,enforcement,"Amends the FLSA to prohibit wage discrimination based on sex, race, or national origin, directly affecting private employer wage obligations.",1,enforcement,"Amends the FLSA to prohibit wage discrimination by private employers based on sex, race, or national origin, directly strengthening employer wage obligations and enforcement mechanisms including class action provisions."
s1045-112,"A bill to amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to require that group and individual health insurance coverage and group health plans provide coverage for treatment of a minor child's congenital or developmental deformity or disorder due to trauma, burns, infection, tumor, or disease.",Children's Access to Reconstructive Evaluation & Surgery (CARES) Act of 2011,Health,Accidents|Child health|Emergency medical services and trauma care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Hereditary and development disorders|Surgery and anesthesia,1.0,enforcement,"The bill amends ERISA to mandate that private employer-sponsored group health plans cover specific reconstructive surgical treatments for minors, directly imposing obligations on non-governmental employers regarding their employee benefit plans.",1,enforcement,"Amends ERISA to require employer-sponsored group health plans to cover specific reconstructive treatments for minors, directly imposing new obligations on private employers as plan sponsors.",1,enforcement,"Amends ERISA to impose mandatory coverage requirements on private employers as sponsors of group health plans, directly expanding employer obligations under ERISA regarding the scope of benefits that must be provided."
s143-112,"A bill to amend the Internal Revenue Code of 1986 to clarify the treatment of church pension plans, and for other purposes.",Church Plan Clarification Act of 2011,Taxation,Employee benefits and pensions|Financial services and investments|Religion,1.0,enforcement,"The bill amends ERISA to include church plans under automatic enrollment provisions and applies limitations on benefits and contributions, directly regulating private employer obligations regarding employee pension and retirement benefit plans.",,,"The bill addresses the tax treatment and structural aspects of church pension plans, which are not subject to ERISA's private employer obligations, and thus does not involve private employer wage or benefit obligations.",,,"This bill modifies optional tax treatment and ERISA classification rules for church pension plans without imposing new mandatory employer conduct obligations regarding wage, hour, or benefit violations."
hr1809-112,To amend the Employee Retirement Income Security Act of 1974 to ensure health care coverage value and transparency for dental benefits under group health plans.,Dental Coverage Value and Transparency Act of 2011,Health,Dental care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access,1.0,enforcement,"The bill amends ERISA to impose transparency and value requirements on dental benefits under group health plans, directly regulating private employer obligations regarding employee welfare benefits.",1,enforcement,"Amends ERISA to impose coverage and transparency standards on employer-sponsored group health plans for dental benefits, directly affecting private employer obligations as plan sponsors.",1,enforcement,"Amends ERISA to impose new transparency and coverage value requirements on private employers as sponsors of group health plans offering dental benefits, directly creating new employer obligations under ERISA."
hr6519-111,"To amend title 49, United States Code, with respect to hours of service rules for railroad employees.",Railroad Hours of Service Act of 2010,Transportation and Public Works,Labor standards|Railroads|Transportation employees|Transportation safety and security|Worker safety and health,1.0,enforcement,"The bill tightens hours of service regulations for railroad employees, directly imposing stricter obligations on private railroad carriers regarding worker duty hours and rest periods, which aligns with wage and hour enforcement.",,,"The bill addresses hours of service rules for railroad employees, focusing on transportation safety and labor standards, but does not impose wage, hour, or benefit obligations on private employers as defined by the Violation Tracker category.",1,enforcement,"Amends hours of service requirements under 49 U.S.C. for railroad employees, imposing stricter duty-hour limitations and rest period requirements on private railroad carriers as employers, directly regulating wage-and-hour-adjacent working conditions similar to FLSA overtime protections."
hr2575-114,To amend the Fair Minimum Wage Act of 2007 to postpone a scheduled increase in the minimum wage applicable to American Samoa.,,Labor and Employment,American Samoa|Labor standards|Wages and earnings,1.0,enforcement,"The bill amends the Fair Minimum Wage Act to postpone scheduled minimum wage increases for American Samoa, directly regulating the statutory wage obligations applicable to private employers in that jurisdiction.",1,enforcement,"Postpones a scheduled increase in the minimum wage for American Samoa, directly affecting private employer wage obligations under the FLSA.",1,enforcement,"The bill modifies the timing of minimum wage increases under the Fair Minimum Wage Act of 2007 for private employers in American Samoa, directly affecting employer wage obligations under the FLSA."
hr5944-111,To amend the Family and Medical Leave Act of 1993 to clarify the eligibility requirements with respect to railroad Hours of Service employees.,Railroad Hours of Service Employees Technical Corrections Act,Transportation and Public Works,Employee leave|Railroads|Transportation employees,1.0,enforcement,"The bill amends the Family and Medical Leave Act (FMLA) to clarify eligibility requirements for railroad employees, directly regulating private employer obligations regarding protected leave entitlements.",1,enforcement,"Amends FMLA to clarify eligibility for railroad employees, directly affecting private employer obligations regarding employee leave.",1,enforcement,"Amends FMLA eligibility requirements for railroad employees, directly modifying the statutory framework governing private employer obligations to provide protected leave under federal wage and hour law."
s3419-112,"A bill to provide for the establishment of the United States Employee Ownership Bank, and for other purposes.",United States Employee Ownership Bank Act,Labor and Employment,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Corporate finance and management|Department of the Treasury|Employee benefits and pensions|Employment discrimination and employee rights|Executive agency funding and structure|Government lending and loan guarantees|Labor-management relations|Unemployment",1.0,enforcement,"The bill amends the WARN Act to impose a specific obligation on private employers facing plant closings to offer employees the opportunity to purchase the facility through an ESOP or worker-owned cooperative, directly regulating employer conduct during mass layoffs.",1,enforcement,"Amends the WARN Act to require employers to offer employees the opportunity to purchase a plant or facility through an employee stock ownership plan, directly affecting employer obligations related to plant closings.",1,enforcement,"The bill amends the WARN Act to impose a new mandatory obligation on private employers ordering plant closings: they must offer employees an opportunity to purchase the facility through an employee ownership structure, directly expanding employer obligations under federal labor law."
