bill_id,congress_term,introduced_at,official_title,short_title,policy_area,subjects,category_ids,category_labels,bill_type,reason,summary
hr3968-110,110,2007-10-25,To amend title XVIII of the Social Security Act to provide for Medicare coverage of services of qualified respiratory therapists performed under the general supervision of a physician.,Medicare Respiratory Therapy Initiative Act of 2007,Health,Medical fees|Medical personnel|Medicare|Respiratory diseases,,,,"This bill relates to Medicare coverage for respiratory therapy services and does not directly regulate or incentivize private employer wage, hour, or benefit obligations.",Medicare Respiratory Therapy Initiative Act of 2007 - Amends title XVIII (Medicare) of the Social Security Act to cover the services of a qualified respiratory therapist performed under the general supervision of a physician.
hjres124-115,115,2017-12-13,"Making further additional continuing appropriations for fiscal year 2018, and for other purposes.",,Economics and Public Finance,"Appropriations|Budget process|Caribbean area|Child health|Defense spending|Department of Defense|Digestive and metabolic diseases|Executive agency funding and structure|Gambling|Health care costs and insurance|Health care coverage and access|Health facilities and institutions|Health programs administration and funding|Health promotion and preventive care|Indian social and development programs|Medicaid|Medical education|Medicare|Military procurement, research, weapons development|Minority health|Nuclear weapons|Puerto Rico|Sex and reproductive health|U.S. territories and protectorates|Veterans' medical care|Virgin Islands",,,,"This bill is primarily an appropriations measure funding various government programs, including CHIP, Medicaid in Puerto Rico and the Virgin Islands, and the Veterans Choice Program; it does not directly regulate or incentivize private employer wage, hour, or benefit conduct.","DIVISION A--FURTHER ADDITIONAL CONTINUING APPROPRIATIONS ACT, 2018

Further Additional Continuing Appropriations Act, 2018 

This division amends the Continuing Appropriations Act, 2018 to provide continuing FY2018 appropriations to most federal agencies through January 19, 2018 (December 22, 2017, under current law). It prevents a partial government shutdown that would otherwise occur when the existing continuing resolution expires because the FY2018 appropriations bills have not been enacted.

It also exempts security spending from sequestration (automatic spending cuts) for FY2018 and delays the sequestration for nonsecurity spending.

DIVISION B--DEFENSE APPROPRIATIONS

This division provides appropriations to the Department of Defense for the remainder of FY2018, including emergency appropriations for missile defense programs.

DIVISION C--CHAMPIONING HEALTHY KIDS ACT

Continuing Community Health And Medical Professional Programs to Improve Our Nation, Increase National Gains, and Help Ensure Access for Little Ones, Toddlers, and Hopeful Youth by Keeping Insurance Delivery Stable Act of 2017 or the CHAMPIONING HEALTHY KIDS Act 

This division extends the Children's Health Insurance Program (CHIP) through FY2022 and also extends several other public health programs.

The division also increases Medicaid funding for Puerto Rico and the Virgin Islands through FY2019 and modifies the Medicaid payment reductions for disproportionate-share hospitals (which receive additional payment under Medicaid for treating a large share of low-income patients).

In addition, the bill:

 modifies the grace period for paying health insurance premiums under the Patient Protection and Affordable Care Act, reduces appropriations for the Prevention and Public Health Fund, alters third-party liability rules under Medicaid and CHIP, modifies the treatment of lottery winnings and other lump-sum income under Medicaid income eligibility rules, and eliminates Medicare premium subsidies for beneficiaries with annual incomes exceeding $500,000. DIVISION D--OTHER MATTERS

This division provides funding for the Veterans Choice Program, which allows veterans to receive health care from providers outside of the Department of Veterans Affairs facilities."
hr1654-108,108,2003-04-07,"To amend chapter 8 of title 5, United States Code, to require congressional approval of proposed rules considered by the Congress to be significant rules.",Legislative Oversight of Significant Regulations Act of 2003,Government Operations and Politics,Administrative procedure|Congressional oversight|Congressional reporting requirements|Cost effectiveness|Executive orders|Expedited congressional procedure|Government regulation|House rules and procedure|Legislative resolutions|Monetary policy|Right of petition|Senate rules and procedure,,,,"This bill concerns congressional oversight of agency rulemaking and does not directly regulate or incentivize private employer wage, hour, or benefit obligations.","Legislative Oversight of Significant Regulations Act of 2003 - Revises provisions governing the congressional review of agency rulemaking. Imposes review requirements upon only rules described as ""significant"" in the authorizing Act. Prohibits a significant rule from taking effect before the enactment of a joint resolution comprising solely of the text of such rule. Requires the report submitted by a Federal agency proposing a significant rule to include an explanation of the specific statutory interpretation under which a rule is proposed, including an explanation of whether the interpretation is expressly required by the text of the statute or, if not, an explanation that the interpretation is within the permissible range and an explanation of why the interpretation was selected. Provides that if Congress fails to enact a joint resolution approving a proposed significant rule, no court or agency may infer any intent of Congress from any action or inaction with regard to such rule or related statute. Sets forth: (1) the congressional approval procedure for significant rules (current law sets forth disapproval procedure for rules); and (2) provisions with respect to revising or revoking an existing rule by joint resolution."
hr2663-111,111,2009-06-02,"To amend title 23, United States Code, to increase certain infrastructure finance provisions, and for other purposes.",TIFIA of 2009,Transportation and Public Works,Bankruptcy|Department of Transportation|Executive agency funding and structure|Government lending and loan guarantees|Infrastructure development|Roads and highways|Transportation programs funding,,,,"This bill concerns transportation infrastructure financing and loan guarantees and does not relate to private employer wage, hour, or benefit obligations.","Transportation Infrastructure Finance and Innovation Act of 2009 or TIFIA of 2009 - Revises terms of secured loans and lines of credit used to finance certain transportation infrastructure projects to increase the maximum loan amount for such projects from the lesser of 33% to the lesser of 49% of the eligible project costs or, if the loan does not receive an investment grade rating, the amount of the senior project obligations. Increases the total amount of the line of credit for such projects from 33% to 49% of the reasonably anticipated eligible project costs. Declares that, in the event of the obligor's bankruptcy, insolvency, or liquidation, a direct loan from the Secretary of Transportation for an infrastructure project shall not be subordinated to the claims of any holder of project obligations entered into after (not including such obligations issued to refund prior project obligations), or not contemplated by the parties at the time, the Secretary's agreement to provide the line of credit is entered into. Authorizes appropriations for FY2010-FY2015 for such projects."
s4091-109,109,2006-12-06,"A bill to provide authority for restoration of the Social Security Trust Funds from the effects of a clerical error, and for other purposes.",Social Security Trust Funds Restoration Act of 2006,Social Welfare,"Appropriations|Government trust funds|Income tax|Old age, survivors and disability insurance|Social security finance|Withholding tax",,,,"Bill appropriates funds to restore Social Security Trust Funds due to a clerical error; it does not regulate private employer conduct or introduce tax incentives related to wage, hour, or benefit obligations.","Social Security Trust Funds Restoration Act of 2006 - Makes appropriations to the Federal Old-Age and Survivors Insurance Trust Fund and the Federal Disability Insurance Trust Fund to restore amounts erroneously overpaid from the Trust Funds to the general fund of the Treasury between 1999 and 2005 as transfers, under the voluntary withholding program, of anticipated taxes on benefit payments under title II (Old Age, Survivors and Disability Insurance) of the Social Security Act."
s312-111,111,2009-01-22,A bill to amend the Internal Revenue Code of 1986 to allow a refundable credit against income tax for the purchase of a principal residence by a first-time homebuyer.,First-Time Homebuyers' Tax Credit Act of 2009,Taxation,Housing finance and home ownership|Income tax credits,,,,"This bill provides a tax credit to first-time homebuyers and does not relate to any private employer wage, hour, or benefit obligations.","First-Time Homebuyers' Tax Credit Act of 2009 - Amends the Internal Revenue Code to allow an individual taxpayer who qualifies as a first-time homebuyer (i.e., an individual who had no ownership interest in a principal residence within the past two years) a one-time refundable credit for up to $20,000 of the purchase price of a principal residence. Reduces such credit for taxpayers with adjusted gross incomes exceeding $75,000 ($150,000 for married couples filing jointly)."
hr2083-114,114,2015-04-29,"To amend title XVIII of the Social Security Act to provide for patient protection by establishing safe nurse staffing levels at certain Medicare providers, and for other purposes.",Registered Nurse Safe Staffing Act of 2015,Health,Employment discrimination and employee rights|Health care quality|Health information and medical records|Health personnel|Hospital care|Medicare|Nursing,1,Wage Hour & Benefits,enforcement,"The bill establishes safe nurse staffing levels at Medicare participating hospitals and includes civil monetary penalties for violations, directly regulating private employer conduct related to employee working conditions and potentially impacting wage-related costs.","Registered Nurse Safe Staffing Act of 2015

 Amends title XVIII (Medicare) of the Social Security Act to require each Medicare participating hospital to implement a hospital-wide staffing plan for nursing services furnished in the hospital.

Requires the plan to require that an appropriate number of registered nurses provide direct patient care in each unit and on each shift of the hospital to ensure staffing levels that: (1) address the unique characteristics of the patients and hospital units; and (2) result in the delivery of safe, quality patient care consistent with specified requirements.

Requires each participating hospital to establish a hospital nurse staffing committee which shall implement such plan.

Specifies civil monetary and other penalties for violation of the requirements of this Act.

Sets forth whistleblower protections against discrimination and retaliation involving patients or employees of the hospital for their grievances, complaints, or involvement in investigations relating to such plan."
hr3526-111,111,2009-07-31,"To provide definitions of terms and services related to community-based gang intervention to ensure that funding for such intervention is utilized in a cost-effective manner and that community-based agencies are held accountable for providing holistic, integrated intervention services, and for other purposes.",Tony Cardenas Community-Based Gang Intervention Act,Crime and Law Enforcement,Advisory bodies|Crime prevention|Juvenile crime and gang violence|Law enforcement administration and funding|Violent crime,,,,"This bill focuses on funding and defining community-based gang intervention programs and does not relate to private employer wage, hour, or benefit obligations.","Tony Cardenas Community-Based Gang Intervention Act - Expresses the sense of Congress that the United States must acknowledge and address social conditions such as poverty, homelessness, inadequate educational systems, and limited economic opportunities in developing a comprehensive gang violence reduction strategy. Amends the Juvenile Justice and Delinquency Prevention Act of 1974 to: (1) require the Administrator of the Office of Juvenile Justice and Delinquency Prevention to award grants to nonprofit community-based gang intervention agencies to provide services for reducing and stopping gang-related and gang-motivated violence and crime; (2) include representatives of community-based gang intervention agencies in juvenile justice and delinquency prevention advisory groups established by state plans; and (3) include community-based gang intervention and prevention activities in state and local grant programs for delinquency prevention."
hr1553-110,110,2007-03-15,"To amend the Public Health Service Act to advance medical research and treatments into pediatric cancers, ensure patients and families have access to information regarding pediatric cancers and current treatments for such cancers, establish a national childhood cancer registry, and promote public awareness of pediatric cancer.",Caroline Pryce Walker Conquer Childhood Cancer Act of 2008,Health,Cancer|Child health|Clinical trials|Communication in medicine|Data banks|Federal aid to research|Grants-in-aid|Health education|Health information systems|Medical research|Preventive medicine|Research grants,,,,"This bill focuses on pediatric cancer research, treatment, and information dissemination; it does not regulate private employer wage, hour, or benefit obligations, nor does it introduce tax credits related to those obligations.","Caroline Pryce Walker Conquer Childhood Cancer Act of 2008 - (Sec. 4) Amends the Public Health Service Act to require the Secretary of Health and Human Services to continue to enhance, expand, and intensify pediatric cancer research and other activities related to pediatric cancer, including therapeutically applicable research to generate effective treatments, pediatric preclinical testing, and pediatric clinical trials through National Cancer Institute-supported pediatric cancer clinical trials groups and their member institutions. Encourages the Secretary to take into consideration the application of such research and other activities for minority, health disparity, and medically underserved communities. Authorizes the Secretary to award grants to childhood cancer professional and direct service organizations for the expansion and widespread implementation of: (1) activities that provide information on treatment protocols to ensure early access to the best available therapies and clinical trials for pediatric cancers; (2) activities that provide available information on the late effects of pediatric cancer treatment to ensure access to necessary long-term medical and psychological care; and (3) direct resource services such as educational outreach for parents, information on school reentry and postsecondary education, and resource directories or referral services for financial assistance, psychological counseling, and other support services. Encourages the Secretary to take into consideration the extent to which an entity would use such grant for purposes of making activities and services available to minority, health disparity, and medically underserved communities. Requires the Secretary to develop and implement metrics-based performance measures to assess the effectiveness of activities funded under such grants. Requires any information made available pursuant to a grant to be: (1) culturally and linguistically appropriate as needed by patients and families affected by childhood cancer; and (2) approved by the Secretary.Authorizes appropriations for FY2009-FY2013. Requires the Secretary, acting through the Director of the Centers for Disease Control and Prevention (CDC), to award a grant to enhance and expand infrastructure to track the epidemiology of pediatric cancer into a comprehensive nationwide registry of actual occurrences of pediatric cancer. Requires such registry to be updated to include an actual occurrence within weeks of the date of such occurrence. Subjects such registry to federal laws regarding records maintained on individuals, health information privacy regulations, informed consent regulations, and any other federal laws relating to the privacy of patient information."
hr2518-111,111,2009-05-20,To prevent undue disruption of interstate commerce by limiting civil actions brought against persons whose only role with regard to a product in the stream of commerce is as a lawful seller of the product.,Innocent Sellers Fairness Act,Law,Civil actions and liability|Evidence and witnesses|Manufacturing|Product safety and quality|Retail and wholesale trades,,,,"This bill concerns product liability and the responsibility of sellers in the stream of commerce, and does not relate to employer wage, hour, or benefit obligations.","Innocent Sellers Fairness Act - Exempts a lawful seller from liability for personal injury, monetary loss, or damage to property arising out of an accident or transaction involving a seller's products, unless the claimant proves one or more of the following non-sale activities by the seller: (1) the seller was the manufacturer of the product; (2) the seller participated in the design of the product; (3) the seller participated in the installation of the product; or (4) the seller altered, modified, or expressly warranted the product in a manner not authorized by the manufacturer. Requires, where a claimant proves one or more of such activities, that: (1) the activity be negligent; and (2) damages be limited to those directly caused by the activity."
hr6145-110,110,2008-05-22,"To amend the Communications Act of 1934 to include within the certification required for certain schools and libraries having computers with Internet access that receive services at discounted rates that, as part of the required Internet safety policy, the schools and libraries are educating minors about safe online behavior.",Protecting Our Children Online Act of 2008,"Science, Technology, Communications",Child safety|Computer crimes|Electronic mail systems|Elementary and secondary education|Elementary education|Internet|Libraries|Secondary education|Telecommunication rates|Web sites,,,,"This bill focuses on online safety education in schools and libraries and does not relate to private employer wage, hour, or benefit obligations.","Protecting Our Children Online Act of 2008 - Amends the Communications Act of 1934 to require schools and libraries that receive telecommunications services at discounted rates under specified provisions to educate minors about safe online behavior. Requires that education to include information about: (1) interacting with other individuals through social networking websites, chat rooms, electronic mail, bulletin boards, instant messaging, and other means of online communication; and (2) cyberbullying awareness and response."
s1841-113,113,2013-12-17,"A bill to mitigate the reduction in the readiness of our Armed Forces by reducing the defense sequestration cuts for fiscal years 2014 and 2015 but implementing the cuts, in their entirety, over the duration of sequestration.",,Economics and Public Finance,Appropriations|Budget process|Defense spending|Department of Defense|Executive agency funding and structure,,,,"This bill relates to defense spending and sequestration cuts, and does not regulate private employer wage, hour, or benefit obligations.","Amends the Balanced Budget and Emergency Deficit Control Act of 1985 (Gramm-Rudman-Hollings Act) to prohibit the Office of Management and Budget (OMB) from implementing the otherwise required 50% sequestrations for FY2014 and FY2015 of discretionary appropriations and direct spending accounts within function 050 (defense function) under the Act.

Requires OMB instead to reduce such discretionary appropriations and direct spending amounts by $15 billion for FY2014 and $30 billion for FY2015.

Requires OMB for each of FY2016-FY2021 to increase the otherwise applicable amount of the reduction to such discretionary appropriations and direct spending accounts by different specified amounts. (Thus implements the originally required cuts, in their entirety, over the duration of sequestration.)

Requires:

 OMB to issue a revised sequestration preview report for FY2014 and a revised report on the Joint Committee reductions for FY2014 to reflect the amendments made by this Act, and the President to issue a revised sequestration order of direct spending budgetary reductions for FY2014."
hr342-114,114,2015-01-14,"To amend title 10, United States Code, to extend military commissary and exchange store privileges, without time-period limitation, to members of the Armed Forces who are involuntarily separated with a service-connected disability and also to extend such privileges to their dependents.",,Armed Forces and National Security,Disability assistance|Military facilities and property|Military personnel and dependents|Retail and wholesale trades,,,,"This bill extends commissary and exchange store privileges to veterans with service-connected disabilities and their dependents; it does not regulate private employer conduct or introduce tax incentives related to wage, hour, or benefit obligations.","Permits a member of the Armed Forces who is involuntarily separated from active duty or the Selected Reserve and who has a service-connected disability (and the member's dependents) to use commissary and exchange stores on the same basis as a member entitled to retired or retainer pay.

Directs the Secretary of Defense to ensure that such authority is fully implemented within 90 days after the enactment of this Act."
hr4609-107,107,2002-04-25,"To direct the Secretary of the Interior to conduct a comprehensive study of the Rathdrum Prairie/Spokane Valley Aquifer, located in Idaho and Washington.",,Water Resources Development,Aquifers|Congressional reporting requirements|Governmental investigations|Groundwater|Hydrology|Idaho|Washington State,,,,"This bill concerns a study of an aquifer and does not relate to any private employer wage, hour, or benefit obligations.",Directs the Secretary of the Interior to study and report to Congress on the Rathdrum Prairie/Spokane Valley Aquifer for the purpose of preparing a model of the aquifer and establishing for the States of Idaho and Washington a mutually acceptable understanding of the aquifer as a groundwater resource. Authorizes appropriations.
s3171-112,112,2012-05-10,A bill to extend the temporary suspension of duty on Nylostab seed.,,Foreign Trade and International Finance,Tariffs,,,,"This bill relates to tariffs on imported seed and does not substantively address private employer wage, hour, or benefit obligations.",Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on Nylostab seed.
hr6365-110,110,2008-06-25,To amend part C of title XVIII of the Social Security Act with respect to Medicare special needs plans and the alignment of Medicare and Medicaid for dually eligible individuals.,Medicare Special Needs Plans Extension and Amendments Act of 2008,Health,Administrative procedure|Age|Chronically ill|Department of Health and Human Services|Executive reorganization|Federal-state relations|Governmental investigations|Health insurance|Intergovernmental fiscal relations|Managed care|Medicaid|Medicare|Risk,,,,"This bill focuses on coordinating Medicare and Medicaid benefits for dual-eligible individuals and does not directly regulate or incentivize private employer wage, hour, or benefit obligations.","Medicare Special Needs Plans Extension and Amendments Act of 2008 - Amends part C (Medicare+Choice) of title XVIII (Medicare) of the Social Security Act (SSA) to extend the authority to restrict enrollment for specialized Medicare Advantage (MA) plans for special needs individuals. Redefines specialized MA plan for special needs individuals to require targeted enrollment of high-risk groups. Directs the Secretary of Health and Human Services to enter into agreements with states to coordinate the financing of specialized MA plans for special needs individuals for enrollees entitled to medical assistance under state Medicaid plans. Establishes additional requirements for dual special needs plans (SNPs) as well as for severe or disabling chronic condition SNPs. Directs the Secretary to evaluate for Congress the adequacy of the MA risk adjustment system for high-risk, high cost beneficiaries. Authorizes the Secretary to modify rules, policies, and procedures under SSA titles XVIII and XIX (Medicaid) to provide for alignment of Medicare and Medicaid requirements for dual eligibles, particularly in the oversight of SNPs serving such dual eligibles. Directs the Secretary to etablish or designate an Office on Medicare/Medicaid Integration to align Medicare and Medicaid policies and procedures and develop tools to support state integration efforts for dual eligible access to Medicare and Medicaid benefits and services."
hr1557-108,108,2003-04-02,To amend the Internal Revenue Code of 1986 to allow the Secretary of the Treasury to disclose taxpayer identity information through mass communications to notify persons entitled to tax refunds.,IRS Refund Accessibility Act of 2003,Taxation,Government publicity|Identification devices|Income tax|Mass media|Tax refunds|Tax returns|Taxpayers,,,,"This bill concerns the IRS's ability to disclose taxpayer information to facilitate the return of tax refunds and does not relate to any private employer wage, hour, or benefit obligations.",IRS Refund Accessibility Act of 2003 - Amends the Internal Revenue Code to permit the Secretary of the Treasury to use any means of mass communication to disclose taxpayer identity information in order to notify individuals entitled to tax refunds.
hr908-111,111,2009-02-04,To amend the Violent Crime Control and Law Enforcement Act of 1994 to reauthorize the Missing Alzheimer's Disease Patient Alert Program.,Missing Alzheimer's Disease Patient Alert Program Reauthorization of 2009,Crime and Law Enforcement,Aging|Department of Justice|Emergency communications systems|Executive agency funding and structure|Law enforcement administration and funding|Neurological disorders,,,,"This bill reauthorizes a program to locate missing Alzheimer's patients and does not relate to private employer wage, hour, or benefit obligations.","Missing Alzheimer's Disease Patient Alert Program Reauthorization of 2009 - Amends the Violent Crime Control and Law Enforcement Act of 1994 to reauthorize the Missing Alzheimer's Disease Patient Alert Program through FY2016 and to revise program requirements to: (1) provide for competitive grants to nonprofit organizations to assist in locating missing patients with Alzheimer's disease and related dementias; (2) expand such program to include locating other missing elderly individuals; (3) require the Attorney General to solicit grants for program applications in the Federal Register and on the Department of Justice (DOJ) website; and (4) establish a preference in awarding grants to national nonprofit organizations that have a direct link to patients with Alzheimer's disease and related dementias and their families (currently, grants may be awarded to only such organizations)."
s460-108,108,2003-02-26,A bill to amend the Immigration and Nationality Act to authorize appropriations for fiscal years 2004 through 2010 to carry out the State Criminal Alien Assistance Program.,State Criminal Alien Assistance Program Reauthorization Act of 2003,Immigration,Aliens|Authorization|Compensation (Law)|Criminal aliens|Department of Homeland Security|Federal aid to law enforcement|Illegal aliens|Imprisonment|Intergovernmental fiscal relations,,,,"This bill concerns funding for the State Criminal Alien Assistance Program and does not relate to private employer wage, hour, or benefit obligations.",State Criminal Alien Assistance Program Reauthorization Act of 2003 - Amends the Immigration and Nationality Act to authorize specified appropriations through FY 2010 for the State criminal alien assistance program.
hr6556-115,115,2018-07-26,"To designate the facility of the United States Postal Service located at 301 East Third Street in Farmville, Virginia, as the ""Barbara Rose Johns Post Office"".",,Government Operations and Politics,"Congressional tributes|Government buildings, facilities, and property|Postal service|Virginia",,,,"This bill designates a post office and does not relate to any private employer wage, hour, or benefit obligations.","Designates the facility of the United States Postal Service located at 301 East Third Street in Farmville, Virginia, as the ""Barbara Rose Johns Post Office."""
hr4374-115,115,2017-11-13,"To amend the Federal Food, Drug, and Cosmetic Act to authorize additional emergency uses for medical products to reduce deaths and severity of injuries caused by agents of war, and for other purposes.",,Health,"Blood and blood diseases|Chemical and biological weapons|Conflicts and wars|Drug safety, medical device, and laboratory regulation|Drug therapy|Emergency medical services and trauma care|Government studies and investigations|Health promotion and preventive care|Immunology and vaccination|Licensing and registrations|Military medicine|Nuclear weapons",,,,"This bill concerns emergency use authorization of medical products for military personnel and does not regulate private employer wage, hour, or benefit obligations.","(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.)

(Sec. 1) This bill amends the Federal Food, Drug, and Cosmetic Act to allow the Food and Drug Administration (FDA) to authorize the emergency use of an otherwise unapproved medical product if the Department of Defense (DOD) determines that there is a military emergency involving an agent that may cause imminently life-threatening and specific risk to U.S. forces. If a military emergency is determined to exist, the bill allows DOD to request that the FDA expedite certain procedures for approving medical products that would be reasonably likely to diagnose, prevent, treat, or mitigate such risk. The FDA must take specified actions to facilitate such a request by DOD.

The bill repeals provisions of the National Defense Authorization Act for Fiscal Year 2018 that allow DOD, rather than the FDA, to authorize the emergency use of an unapproved product under similar circumstances.

Unless DOD determines such meetings to be unnecessary, the FDA shall meet with DOD: (1) semi-annually to conduct a full review of relevant medical products in the DOD portfolio; and (2) quarterly to discuss the development status of regenerative medicine advanced therapy, blood, and vaccine medical products and projects that DOD prioritizes."
hr5203-112,112,2012-04-27,To suspend temporarily the duty on certain woven fiberglass window shade material with acrylic coating.,,Foreign Trade and International Finance,Tariffs,,,,"This bill relates to tariffs on imported materials and does not address private employer wage, hour, or benefit obligations.",Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain woven fiberglass window shade material with acrylic coating.
hr5556-113,113,2014-09-18,"To amend title XVIII of the Social Security Act with respect to the treatment of patient encounters in ambulatory surgical centers in determining meaningful EHR use, and for other purposes.",Electronic Health Fairness Act of 2014,Health,Health information and medical records|Home and outpatient care|Medicare|Surgery and anesthesia,,,,"This bill concerns Medicare reimbursement rates for ambulatory surgical centers and does not regulate private employer wage, hour, or benefit obligations.","Electronic Health Fairness Act of 2014 - Amends title XVIII (Medicare) of the Social Security Act to prohibit any patient encounter of an eligible professional occurring at an ambulatory surgical center from being treated as such an encounter in determining whether an eligible professional qualifies as a meaningful electronic health record (EHR) user.

Terminates this prohibition three years after the Secretary of Health and Human Services (HHS) certifies EHR technology for the ambulatory surgical center setting."
s3413-109,109,2006-06-06,"A bill to provide for the liquidation or reliquidation of certain entries of educational toys entered in November 1 through December 11, 2004.",,Private Legislation,Private Legislation|Tariff,,,,"This bill concerns the reliquidation of tariffs on educational toys and does not relate to any private employer wage, hour, or benefit obligations.",Directs the Bureau of Customs and Border Protection to liquidate or reliquidate certain entries of educational toys and refund any amounts owed.
hr436-108,108,2003-01-29,To suspend the phasein of additional tax reductions under the Economic Growth and Tax Relief Reconciliation Act of 2001 while the United States is in a state of war or on high military alert.,War Should Involve Shared Sacrifice Act of 2003,Taxation,Armed forces abroad|Armed forces reserves|Arms control|Congress and foreign policy|Congress and military policy|Congressional oversight|East Asia|Income tax|Iraq|Iraq compilation|Middle East and North Africa|Military occupation|Military operations|Military posture|Military withdrawal|North Korea|Nuclear nonproliferation|Nuclear weapons|President and foreign policy|Tax credits|Tax deductions|Tax exclusion|Tax exemption|Tax rates|Terrorism,,,,"The bill suspends tax reductions enacted in 2001 during wartime, and does not directly regulate or incentivize private employer wage, hour, or benefit conduct.",War Should Involve Shared Sacrifice Act of 2003 - Suspends the phase-in of additional tax reductions under the Economic Growth and Tax Relief Reconciliation Act of 2001 during the current international conflict period. Defines such period.
hr6324-115,115,2018-07-10,"To require the Securities and Exchange Commission to carry out a study of the direct and indirect underwriting fees, including gross spreads, for mid-sized initial public offerings.",Middle Market IPO Underwriting Cost Act,Finance and Financial Sector,,,,,"This bill concerns the study of underwriting fees for initial public offerings and does not relate to private employer wage, hour, or benefit obligations.","Middle Market IPO Underwriting Cost Act 

This bill directs the Securities and Exchange Commission to report on direct and indirect underwriting costs associated with initial public offerings for small- and medium-sized companies."
hr2745-108,108,2003-07-15,To amend the Internal Revenue Code of 1986 to require a sports franchise to provide for all of the games played by the franchise to be available for local television broadcasting in order to be subject to the presumption that 50 percent of the consideration in the sale or exchange of a sports franchise is allocable to player contracts.,Baseball Fan Protection Act,Taxation,Athletes|Capital gains tax|Government paperwork|Income tax|Labor contracts|Licenses|Metropolitan areas|Television broadcasting of sports|Television stations|Urban affairs|Valuation,,,,"The bill concerns the local television broadcasting of sports games as a condition for tax benefits related to the sale of a sports franchise and does not directly regulate or incentivize employer wage, hour, or benefit obligations.","Baseball Fan Protection Act - Amends the Internal Revenue Code to revise provisions concerning the basis limitation for player contracts transferred in connection with the sale of a sports franchise to provide that when a sports franchise is sold, unless local television stations are given reasonable opportunity to purchase the right to broadcast the team's games before others are allowed to make bids, there shall be a presumption that the 50 percent allocation of value to player contracts shall be zero. Applies this Act to franchise sales or exchanges after December 31, 1999."
s93-109,109,2005-01-24,"A bill to increase the role of the Secretary of Transportation in administering section 901 of the Merchant Marine Act, 1936, and for other purposes.",,Transportation and Public Works,Administrative remedies|Agriculture in foreign trade|Cargo preference|Congressional reporting requirements|Department of Transportation|Executive reorganization|Fines (Penalties)|Merchant ships,,,,"This bill concerns cargo preference requirements for U.S.-flag vessels and the administrative role of the Secretary of Transportation; it does not relate to private employer wage, hour, or benefit obligations.","Amends the Merchant Marine Act, 1936 to grant to the Secretary of Transportation the sole responsibility for designating a program as subject to the requirement that at least 50 percent of Government-generated cargoes be shipped on privately owned U.S.-flag commercial vessels to the extent such vessels are available at fair and reasonable rates.Declares that requirements that specified percentages of gross tonnage of equipment, materials, or agricultural commodities furnished or financed by the United States be transported on U.S.-flag commercial vessels shall be applicable for the 12-month period commencing April 1 of each year before 2003, the 18-month period commencing on April 1, 2003, and the 12-month period commencing on October 1 (fiscal year) of each year after 2004. Repeals certain additional gross tonnage requirements with respect to U.S.-flag commercial vessels."
hr2947-115,115,2017-06-20,To replace certain Coastal Barrier Resources System maps.,Strengthening Coastal Communities Act of 2017,Public Lands and Natural Resources,"Florida|Marine and coastal resources, fisheries|Seashores and lakeshores",,,,"This bill modifies coastal barrier resource boundaries in Florida and does not relate to private employer wage, hour, or benefit obligations.","Strengthening Coastal Communities Act of 2017

This bill modifies certain boundaries of the John H. Chafee Coastal Barrier Resources System Units located in Bay County, Florida."
hr1630-108,108,2003-04-03,"To revise the boundary of the Petrified Forest National Park in the State of Arizona, and for other purposes.",Petrified Forest National Park Expansion Act of 2004,Public Lands and Natural Resources,Archaeology|Arizona|Boundaries|Grazing|History|Land transfers|National parks|Paleontology,,,,"This bill revises the boundaries of a national park and concerns land acquisition and management; it does not relate to private employer wage, hour, or benefit obligations.",Petrified Forest National Park Expansion Act of 2004 - Revises the boundaries of the Petrified Forest National Park in Arizona. Authorizes the Secretary of the Interior to acquire private and State lands within in the Park's revised boundary to be administered as part of the Park.Directs the Secretary to transfer to the National Park Service (NPS) administrative jurisdiction over any land under the Secretary's jurisdiction that: (1) is within the Park's boundaries; and (2) is not under the NPS's administrative jurisdiction.Permits the continuation of grazing on land transferred to the Secretary.Requires the Secretary to amend the general management plan for the Park to address the use and management of any additional land acquired under this Act.
