bill_id,category_ids,category_labels,bill_type,reason
hr2375-107,,,,"The bill focuses on agricultural conservation, land stewardship, and environmental incentives for farmers and ranchers, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr6078-111,,,,"The bill authorizes grants to local educational agencies for STEM education programs for students, which is an education policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr710-113,,,,"The bill addresses federal criminal procedure and defenses for marijuana-related offenses, which does not involve private employer wage, hour, or benefit obligations."
hr5312-114,,,,"The bill focuses on federal research and development programs for networking and information technology, involving government agencies and public-private cooperation, rather than regulating private employer wage, hour, or benefit obligations."
hr5316-107,,,,"The bill establishes user fees for the use of National Forest lands by organizational camps, which is a matter of public land management and does not regulate private employer wage, hour, or benefit obligations."
hr5461-110,,,,"The bill directs the President to call a conference on child welfare and youth issues, which does not regulate private employer wage, hour, or benefit obligations."
hr4177-106,1,Wage Hour & Benefits,enforcement,"The bill amends the Fair Labor Standards Act to increase the federal minimum wage, directly tightening private employer wage obligations."
s3289-110,,,,"The bill is an appropriations act funding federal agencies (USDA, FDA, etc.) and does not regulate private employer wage, hour, or benefit obligations."
hr4181-111,,,,"The bill focuses on education policy, specifically providing grants to states and local educational agencies to improve high school graduation rates and academic performance, which does not involve private employer wage, hour, or benefit obligations."
hr4558-111,,,,"The bill designates lands within a national lakeshore as wilderness and sets administration requirements for a public park, which does not involve private employer wage, hour, or benefit obligations."
hr3739-112,,,,"The bill addresses payments from the Abandoned Mine Reclamation Fund to states and tribes under the Surface Mining Control and Reclamation Act, which relates to environmental remediation and government fund administration rather than private employer wage, hour, or benefit obligations."
s1677-107,1,Wage Hour & Benefits,enforcement,"The bill amends ERISA to establish a safe harbor for retirement plan sponsors regarding the designation and monitoring of investment advisers, directly regulating private employer fiduciary obligations and conduct related to employee retirement benefits."
hr5131-106,,,,"The bill regulates wholesale electricity prices and penalties for utilities under FERC jurisdiction, which does not involve private employer wage, hour, or benefit obligations."
hr5331-107,,,,"The bill addresses student privacy rights under FERPA for home-schooled children and does not regulate private employer wage, hour, or benefit obligations."
hr2316-115,,,,"The bill regulates federal land management and timber disposition within the Allegheny National Forest, involving the USDA and private oil/gas developers, but does not impose wage, hour, or benefit obligations on private employers."
s2068-109,,,,"The bill concerns the number of judgeships on the District of Columbia Superior Court, which is a matter of judicial administration and does not regulate private employer wage, hour, or benefit obligations."
hr4572-113,,,,"The bill regulates telecommunications, broadcasting, and copyright issues (STELA reauthorization), and does not address private employer wage, hour, or benefit obligations."
hr5108-106,,,,"The bill adjusts Medicare payment rates and geographic classifications for hospitals, which sets government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
hr2564-114,,,,"The bill focuses on energy efficiency and smart building technologies in private and federal buildings, which does not involve private employer wage, hour, or benefit obligations."
s3125-114,,,,"The bill focuses on international affairs, terrorism financing, and sanctions against foreign financial institutions and jurisdictions, which does not involve private employer wage, hour, or benefit obligations."
s2723-112,,,,"The bill suspends import duties on a specific chemical (thiacloprid) under the Harmonized Tariff Schedule, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s3644-112,,,,"The bill addresses indemnification responsibilities of the Department of Defense for property at closed military installations, which involves government liability and land transfer rather than private employer wage, hour, or benefit obligations."
s3060-115,,,,"The bill repeals a prohibition on alcohol manufacturing on Indian lands, which relates to tribal sovereignty and alcohol regulation rather than private employer wage, hour, or benefit obligations."
hr5427-111,,,,"The bill concerns public access to a national monument and land use management, which does not involve private employer wage, hour, or benefit obligations."
s1115-114,,,,"The bill focuses on federal government grant management and oversight, requiring agencies to report on expired grants; it does not regulate private employer wage, hour, or benefit obligations."
hr2332-110,,,,"The bill focuses on international sanctions, foreign policy, and diplomatic measures regarding Syria, and does not regulate private employer wage, hour, or benefit obligations."
hr2365-108,,,,"The bill focuses on international trade laws, tariffs, and import regulations, and does not address private employer wage, hour, or benefit obligations."
s952-113,1,Wage Hour & Benefits,enforcement,"The bill clarifies the definition of 'church plans' under ERISA and preempts state laws restricting automatic contribution arrangements, thereby directly regulating the structure and obligations of private employer-sponsored pension and benefit plans."
hr4605-113,,,,"The bill amends Medicaid (Title XIX of the Social Security Act) to allow states to cover a children's coordinated care program, which involves government reimbursement rates and public health policy rather than regulating private employer wage, hour, or benefit obligations."
s1099-116,,,,"The bill regulates IRS civil asset forfeiture procedures and tax treatment of interest on seized funds, which does not involve private employer wage, hour, or benefit obligations."
hr2030-107,,,,"The bill restricts visa issuance for foreign physicians based on nationality and training specialty, which is an immigration policy matter unrelated to private employer wage, hour, or benefit obligations."
hr638-109,,,,"The bill suspends import duties on a specific chemical mixture, which is a matter of foreign trade and tariff policy, not private employer wage, hour, or benefit obligations."
s199-109,,,,"The bill is a private immigration relief measure regarding permanent residence status and does not involve private employer wage, hour, or benefit obligations."
s2061-112,,,,"The bill authorizes a land exchange between the Department of Homeland Security and the South Carolina State Ports Authority, involving federal property management rather than private employer wage, hour, or benefit obligations."
s1942-110,,,,"The bill appropriates federal funds for the repair and renovation of public school buildings, which is a government infrastructure initiative and does not regulate private employer wage, hour, or benefit obligations."
hr1778-112,,,,"The bill regulates federal procurement practices and prohibits bid shopping in government construction contracts, which does not involve private employer wage, hour, or benefit obligations."
hr3238-110,,,,"The bill primarily addresses renewable fuel infrastructure, energy research, and international energy cooperation, with no provisions regulating private employer wage, hour, or benefit obligations."
hr1570-108,,,,"The bill provides royalty relief for natural gas production on the Outer Continental Shelf, which is an energy policy measure unrelated to private employer wage, hour, or benefit obligations."
hr4730-108,,,,"The bill establishes a steel import licensing and monitoring program administered by federal agencies, which relates to foreign trade and import restrictions rather than private employer wage, hour, or benefit obligations."
s4063-109,,,,"The bill focuses on federal housing subsidies (Section 8 vouchers, HOME grants) and crime prevention programs, which are government benefit programs and appropriations rather than regulations of private employer wage, hour, or benefit obligations."
hr4079-109,,,,"The bill focuses on immigration enforcement, detention, and removal procedures, and does not regulate private employer wage, hour, or benefit obligations."
hr3001-109,,,,"The bill concerns the liquidation of customs drawback claims and tariff refunds administered by the Bureau of Customs and Border Protection, which is unrelated to private employer wage, hour, or benefit obligations."
hr4533-112,,,,"The bill extends a temporary tariff suspension on yarn of carded camel hair, which relates to foreign trade and international finance rather than private employer wage, hour, or benefit obligations."
hr5743-115,,,,"The bill restricts National Science Foundation funding for studies on congressional behavior and does not regulate private employer wage, hour, or benefit obligations."
hr4955-111,,,,"The bill authorizes grants for undergraduate STEM education reforms at institutions of higher education and does not regulate private employer wage, hour, or benefit obligations."
hr2020-107,,,,"The bill amends Title 38 to modify eligibility and payment terms for the Montgomery GI Bill, which is a federal government benefit program for veterans and servicemembers, not a regulation of private employer wage, hour, or benefit obligations."
hr5219-106,,,,"The bill provides tax credits for vaccine research and sales, which are general business or public health incentives, not tax credits tied to private employer wage, hour, or benefit obligations such as those under FLSA, ERISA, or FMLA."
hr3731-106,,,,"The bill suspends import duties on a specific chemical (fluroxypyr 1-methylheptyl ester) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
s687-112,,,,"The bill addresses depreciation tax deductions for business property improvements, which is a general capital investment tax provision unrelated to private employer wage, hour, or benefit obligations."
s1299-112,,,,"The bill authorizes the minting of commemorative coins for Lions Clubs International and does not regulate private employer wage, hour, or benefit obligations."
hr2882-108,,,,"The bill focuses on regional transportation planning, infrastructure funding, and traffic congestion reduction in the Washington metropolitan area, with no provisions regulating private employer wage, hour, or benefit obligations."
hr2890-111,,,,"The bill designates river segments as wild or scenic rivers under the Wild and Scenic Rivers Act, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr4681-107,,,,"The bill establishes a National Historic Site and authorizes land acquisition by the Secretary of the Interior, which is a public lands and natural resources matter unrelated to private employer wage, hour, or benefit obligations."
hr1733-109,,,,"The bill suspends import duties on specific electronic components, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4243-115,,,,"The bill focuses on the modernization, realignment, and funding of Veterans Health Administration facilities and the Veterans Choice Program, which are government services and appropriations rather than regulations of private employer wage, hour, or benefit obligations."
hr705-112,,,,"The bill primarily addresses IRS information reporting requirements (Form 1099) and adjusts the recapture limitation for the health insurance premium tax credit, which is a general tax administration and individual tax policy matter rather than a regulation of private employer wage, hour, or benefit obligations."
sjres9-109,,,,"The bill appoints a citizen regent to the Smithsonian Institution Board of Regents, which is a matter of government operations and does not involve private employer wage, hour, or benefit obligations."
hr1627-115,,,,"The bill addresses immigration policy and visa numerical limitations for H-2B temporary workers, which does not regulate private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr817-113,,,,"The bill authorizes the Department of Justice Global Justice Information Sharing Initiative Advisory Committee to improve information sharing among government justice agencies, which does not involve private employer wage, hour, or benefit obligations."
s1394-108,,,,"The bill establishes a Medicaid demonstration project for community-based services for individuals with disabilities, which involves government reimbursement rates and public health policy rather than regulating private employer wage, hour, or benefit obligations."
hjres48-116,,,,"The bill proposes a constitutional amendment regarding corporate personhood and campaign finance regulations, which does not address private employer wage, hour, or benefit obligations."
hr1822-112,,,,"The bill regulates eligibility verification procedures for government-subsidized health insurance exchanges under the ACA, rather than imposing obligations on private employers regarding wages, hours, or employer-sponsored benefit plans."
s2777-106,,,,"The bill reauthorizes and funds the NOAA Chesapeake Bay Office for ecological research and resource management, involving no private employer wage, hour, or benefit obligations."
hr1476-115,,,,"The bill provides a tax benefit (eligibility for Health Savings Accounts) to individuals receiving government-funded Indian Health Service care, which falls under the exclusion for general tax or family policy benefits unrelated to private employer wage or benefit obligations."
hr1388-116,,,,"The bill concerns taking tribal lands into trust for the Lytton Rancheria and prohibiting gaming on those lands, which relates to Federal-Indian relations and land management rather than private employer wage, hour, or benefit obligations."
s1003-107,,,,"The bill regulates child care facilities located in federal buildings and serves federal employees and contractors, which falls under government operations and public-sector benefits rather than private employer wage, hour, or benefit obligations."
s1298-108,,,,"The bill regulates the humane treatment and slaughter of livestock by meatpacking entities, which falls under animal welfare and food safety, not private employer wage, hour, or benefit obligations."
hr938-110,,,,"The bill addresses immigration policy and visa allocations for family-sponsored immigrants, which does not involve private employer wage, hour, or benefit obligations."
hr2249-113,,,,"The bill amends Title 10 to modify Survivor Benefit Plan annuity payments for disabled military dependents, which is a government-administered veterans' benefit program and does not regulate private employer wage, hour, or benefit obligations."
s1038-111,,,,"The bill primarily addresses immigration status, visa procedures, and labor certification requirements for agricultural workers, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr92-112,,,,"The bill adjusts Medicare payment rates for physician telephone services, which sets government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
hr3936-115,,,,"The bill addresses the forgiveness of federal debt owed by FEMA under the National Flood Insurance Program, which is a government financial matter and does not regulate private employer wage, hour, or benefit obligations."
s611-113,,,,"The bill concerns the transfer of National Forest land to the Sandia Pueblo and federal-Indian relations, involving no private employer wage, hour, or benefit obligations."
hr372-112,,,,"The bill regulates oil and gas leasing on the Outer Continental Shelf based on foreign sanctions compliance, which does not involve private employer wage, hour, or benefit obligations."
hr5108-113,,,,"The bill establishes a certification program for law students to practice before the USPTO, which relates to intellectual property and legal services rather than private employer wage, hour, or benefit obligations."
s2970-112,,,,"The bill suspends a tariff on Menthol-D, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
s2898-115,,,,"The bill regulates state Medicaid programs and their coverage limits for substance use treatment, which falls under government reimbursement rates and public health policy rather than private employer wage, hour, or benefit obligations."
hr2563-112,,,,"The bill authorizes a memorial for Korean War veterans and allows private contributions for its funding; it does not regulate private employer wage, hour, or benefit obligations."
s38-112,,,,"The bill adjusts Medicare reimbursement rates for clinical social workers, which is a government payment policy rather than a regulation of private employer wage, hour, or benefit obligations."
hr3142-110,,,,"The bill focuses on criminal penalties and law enforcement tools for violent crime, firearms violations, and drug trafficking, and does not regulate private employer wage, hour, or benefit obligations."
s1321-110,,,,"The bill focuses on energy security, biofuels, energy efficiency standards, and carbon capture, with no provisions regulating private employer wage, hour, or benefit obligations."
hr483-112,,,,"The bill primarily addresses immigration enforcement and employment eligibility verification (E-Verify) to prevent the hiring of unauthorized workers, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr552-108,,,,"The bill adjusts import duties on textile machinery under the Harmonized Tariff Schedule, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4962-115,,,,"The bill establishes tax deduction rules for casualty losses of uncut timber, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
s2631-109,,,,"The bill prohibits the possession and use of fraudulent travel documents under federal criminal law, which is unrelated to private employer wage, hour, or benefit obligations."
s1419-110,,,,"The bill focuses on energy independence, renewable fuels, energy efficiency standards, and consumer price gouging protections, with no provisions regulating private employer wage, hour, or benefit obligations."
hr1453-110,,,,"The bill directs the National Science Foundation to provide grants for communications training to graduate students, which is a federal education and research initiative rather than a regulation of private employer wage, hour, or benefit obligations."
hr3927-110,,,,"The bill extends federal student aid programs under the Higher Education Act, which are government-administered benefits and do not regulate private employer wage, hour, or benefit obligations."
hr621-116,,,,"The bill expands tax-exempt distributions from 529 plans for K-12 educational expenses, which is a general tax policy change unrelated to private employer wage, hour, or benefit obligations."
hr6293-114,1,Wage Hour & Benefits,enforcement,"The bill prohibits private employers from inquiring about salary history, directly regulating employer conduct related to wage determination and compensation practices."
s3528-111,,,,"The bill establishes a federal grant program for fisheries management, conservation, and workforce training, but does not impose wage, hour, or benefit obligations on private employers."
hjres45-116,,,,"The bill is a continuing resolution that appropriates funds to federal agencies and extends existing programs like TANF, but it does not impose new obligations on private employers regarding wages, hours, or benefits, nor does it introduce tax credits tied to employer compliance."
hr4710-112,,,,"The bill suspends import duties on specific chemical products, which is a matter of foreign trade and tariffs, and does not regulate private employer wage, hour, or benefit obligations."
hr2688-110,,,,"The bill designates a USPS facility name, which is a commemorative act involving a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr4909-113,,,,"The bill addresses federal foster care maintenance payments, social worker student loan cancellation, and child welfare programs, which are government benefit and assistance programs rather than private employer wage, hour, or benefit obligations."
s3704-109,,,,"The bill amends Medicaid regulations to require staff to call emergency services, which is a healthcare delivery and safety protocol rather than a regulation of private employer wage, hour, or benefit obligations."
hr5435-106,,,,"The bill authorizes payments from the Department of Veterans Affairs to surviving family members of veterans, which is a government-administered benefit program and does not regulate private employer wage, hour, or benefit obligations."
s2631-113,,,,"The bill restricts federal funding for the DACA program and work authorization for undocumented immigrants, which is an immigration policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr2370-113,,,,"The bill reauthorizes funding for a juvenile crime prevention program administered by the Department of Justice and does not regulate private employer wage, hour, or benefit obligations."
hr5343-109,,,,"The bill addresses judicial immunity for federal and state judges, which is a matter of government liability and legal procedure, not private employer wage, hour, or benefit obligations."
s1396-109,,,,"The bill amends the Investment Company Act of 1940 to expand eligibility for small business investment by business development companies, which relates to securities regulation and capital markets rather than private employer wage, hour, or benefit obligations."
s2739-112,,,,"The bill suspends tariffs on cerium nitrate, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr556-109,,,,"The bill adjusts pay differentials for federal law enforcement officers, which are government employees, not private non-governmental employers; therefore, it does not involve private employer wage or benefit misconduct."
hjres93-115,,,,"The bill proposes a constitutional amendment regarding the rights of crime victims in judicial proceedings, which does not involve private employer wage, hour, or benefit obligations."
hr3609-111,,,,"The bill addresses capital gains tax treatment for the sale of wetlands mitigation credits, which is a general environmental tax policy matter and does not regulate private employer wage, hour, or benefit obligations."
s947-108,,,,"The bill converts the Section 8 housing voucher program into a state-administered block grant, which is a public assistance and housing policy matter, not a regulation of private employer wage, hour, or benefit obligations."
s1215-115,,,,"The bill addresses public assistance programs (foster care and adoption assistance) under the Social Security Act, which are government benefit programs rather than private employer wage, hour, or benefit obligations."
hr1759-110,,,,"The bill establishes arsonist registries and criminal justice information systems, which are unrelated to private employer wage, hour, or benefit obligations."
hr2808-109,,,,"The bill authorizes the minting of commemorative coins for Abraham Lincoln and does not regulate private employer wage, hour, or benefit obligations."
hr5402-110,,,,"The bill establishes an office within the Small Business Administration to provide information and support on climate change and energy efficiency to small businesses; it does not regulate private employer wage, hour, or benefit obligations, nor does it introduce tax credits tied to such obligations."
hr2859-109,,,,"The bill regulates interest rates on debts incurred by servicemembers under the Servicemembers Civil Relief Act, which involves financial institutions and consumer credit rather than private employer wage, hour, or benefit obligations."
s2631-110,,,,"The bill awards a congressional gold medal to an individual for human rights advocacy and does not regulate private employer wage, hour, or benefit obligations."
s2377-109,1,Wage Hour & Benefits,enforcement,"The bill establishes a mandatory employment eligibility verification system and increases civil and criminal penalties for private employers who knowingly hire unauthorized aliens, directly regulating employer conduct regarding workforce compliance and liability."
hr4740-108,1,Wage Hour & Benefits,enforcement,"The bill amends the WARN Act to impose notice requirements and civil liability on private employers for offshoring jobs, directly regulating employer obligations regarding mass layoffs and employment loss."
s882-112,,,,"The bill regulates prescription drug access for Medicare and Medicaid beneficiaries, which are government-administered public assistance programs, rather than imposing wage, hour, or benefit obligations on private non-governmental employers."
hr3378-110,,,,"The bill establishes a federal student loan demonstration program for nontraditional students, which is an education policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr3678-106,,,,"The bill increases government-administered burial allowances for veterans under Title 38, which is a public benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr7-115,,,,"The bill primarily regulates federal funding for abortions and sets rules for health insurance exchanges under the ACA, rather than imposing direct wage, hour, or benefit obligations on private employers; it does not address private employer misconduct regarding wages, overtime, pensions, or leave retaliation."
hr1098-107,,,,"The bill primarily addresses maritime vessel documentation, pollution regulations, and memorial grants, with no provisions regulating private employer wage, hour, or benefit obligations."
s3923-111,,,,"The bill amends the Public Utility Regulatory Policies Act to allow states to set rates for renewable energy sales, which relates to energy policy and utility regulation rather than private employer wage, hour, or benefit obligations."
hr5015-107,,,,"The bill primarily establishes federal grant programs for workforce development and transitional jobs, reimbursing employers for wages and payroll taxes as part of a welfare-to-work initiative, which constitutes a general hiring subsidy rather than a regulation of private employer wage, hour, or benefit obligations."
hr6306-114,,,,"The bill addresses immigration visa exemptions for the children of Filipino World War II veterans and does not regulate private employer wage, hour, or benefit obligations."
s346-113,,,,"The bill provides travel benefits to veterans via the Department of Defense, which is a government service and does not regulate private employer wage, hour, or benefit obligations."
hr2118-111,,,,"The bill addresses repayment procedures for financial institutions receiving Troubled Asset Relief Program assistance, which relates to financial sector regulation and crisis stabilization rather than private employer wage, hour, or benefit obligations."
hr5136-107,,,,"The bill authorizes appropriations for river reclamation and wetlands restoration projects in California, which is a water resources and environmental issue unrelated to private employer wage, hour, or benefit obligations."
hr5906-111,,,,"The bill prohibits federal government expenditures for construction or leasing in the District of Columbia, which relates to government operations and appropriations rather than private employer wage, hour, or benefit obligations."
hr79-107,,,,"The bill proposes a constitutional amendment regarding flag desecration and criminal penalties, which is unrelated to private employer wage, hour, or benefit obligations."
hr614-115,,,,"The bill regulates property tax compliance for owners of Section 8 housing units and involves public housing agencies and taxing authorities, not private employer wage, hour, or benefit obligations."
hr3902-113,,,,"The bill establishes a background check system for individuals working with vulnerable populations, which relates to child safety and criminal justice rather than private employer wage, hour, or benefit obligations."
hr1807-111,,,,"The bill focuses on SBA-funded entrepreneurial training and distance learning resources for small businesses, which does not regulate private employer wage, hour, or benefit obligations."
hr5840-113,,,,"The bill authorizes grants to train school nurses for emergency response to biological or chemical attacks, which is a public health and safety measure rather than a regulation of private employer wage, hour, or benefit obligations."
s1340-112,,,,"The bill focuses on federal budget caps, discretionary spending limits, and sequestration mechanisms for government programs like Social Security and Medicare, rather than regulating private employer wage, hour, or benefit obligations."
hr1337-111,,,,"The bill imposes an excise tax on carbon substances and provides tax rebates to individual taxpayers, which relates to energy policy and general tax administration rather than private employer wage, hour, or benefit obligations."
hr804-111,,,,"The bill directs the National Institutes of Health to expand research on primary lateral sclerosis, which is a matter of federal medical research funding and does not regulate private employer wage, hour, or benefit obligations."
hr5262-109,,,,"The bill provides general tax incentives and deductions for individuals and employers regarding health savings accounts and high deductible health plans, which falls under general tax and family policy rather than regulating private employer wage, hour, or benefit obligations or misconduct."
s1325-114,,,,"The bill designates a Department of Veterans Affairs outpatient clinic, which is a government facility, and does not regulate private employer wage, hour, or benefit obligations."
hr190-113,,,,"The bill regulates foreclosure procedures and mortgage documentation requirements for lenders, which falls under consumer protection and housing finance, not private employer wage, hour, or benefit obligations."
s1405-114,,,,"The bill addresses federal government coordination for coal fuel supply emergencies and electric power reliability, involving no private employer wage, hour, or benefit obligations."
s2286-112,,,,"The bill designates river segments as part of the National Wild and Scenic Rivers System and addresses land management and hydroelectric licensing, containing no provisions related to private employer wage, hour, or benefit obligations."
hr4529-109,,,,"The bill establishes a memorial within a national historical park and does not regulate private employer wage, hour, or benefit obligations."
s229-111,,,,"The bill focuses on foreign aid and human rights conditions for women in Afghanistan, involving no private employer wage, hour, or benefit obligations."
s2522-115,,,,"The bill addresses immigration status and automatic citizenship for internationally adopted individuals, which does not involve private employer wage, hour, or benefit obligations."
hr5502-106,,,,"The bill adjusts the maximum home loan guarantee amount for veterans administered by the Department of Veterans Affairs, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr3237-112,,,,"The bill amends the SOAR Act regarding private school choice programs in the District of Columbia, focusing on teacher qualifications and student testing, which does not involve private employer wage, hour, or benefit obligations."
hr1323-108,,,,"The bill regulates institutions of higher education regarding student leave and tuition refunds for military service, which does not involve private employer wage, hour, or benefit obligations under FLSA, WARN, ERISA, or FMLA."
hr5188-111,,,,"The bill extends a tax credit for first-time homebuyers, which is a general housing and individual tax policy measure, not a regulation or incentive related to private employer wage, hour, or benefit obligations."
hr5154-111,,,,"The bill authorizes public housing agencies (government entities) to finance energy conservation improvements and adjust utility cost calculations; it does not regulate private employer wage, hour, or benefit obligations."
hr6470-115,,,,"The bill is primarily an appropriations measure funding government agencies (DOL, HHS, Education) and does not directly regulate private employer wage, hour, or benefit obligations; it also includes a conscience protection clause that regulates government discrimination against providers rather than private employer misconduct."
hr414-107,,,,"The bill modifies personal income tax credits for higher education (Hope and Lifetime Learning Credits) and allows their use as collateral for student loans; it does not regulate private employer wage, hour, or benefit obligations."
s3736-110,,,,"The bill regulates airline pricing transparency and fuel surcharges for consumers, which falls under consumer protection and transportation policy, not private employer wage, hour, or benefit obligations."
hr4954-109,,,,"The bill focuses on maritime security, port safety, and customs administration rather than private employer wage, hour, or benefit obligations."
s444-107,,,,"The bill establishes federal grants for teacher corps programs and sets requirements for teacher certification and hiring priority within school districts, which are public-sector entities; it does not regulate private employer wage, hour, or benefit obligations."
hr4353-108,,,,"The bill directs the Secretary of HUD to provide tenant-based rental housing vouchers to residents of a specific property, which is a government housing assistance program and does not regulate private employer wage, hour, or benefit obligations."
hr2515-116,,,,"The bill expands whistleblower protections specifically for securities law violations under the SEC's jurisdiction, which falls under financial regulation rather than private employer wage, hour, or benefit obligations such as those covered by the FLSA, WARN Act, ERISA, or FMLA."
hr39-111,,,,"The bill designates lands within the Arctic National Wildlife Refuge as wilderness, which is a public lands and natural resources issue unrelated to private employer wage, hour, or benefit obligations."
s1634-108,,,,"The bill adjusts individual income tax rates to fund military operations in Iraq, which is a general tax and defense policy matter unrelated to private employer wage, hour, or benefit obligations."
hr5472-110,,,,"The bill designates a USPS facility name as a commemorative tribute, which does not involve private employer wage, hour, or benefit obligations."
hr115-110,,,,"The bill provides a tax credit for individuals regarding umbilical cord blood storage expenses, which is a general family or health-related tax benefit and does not regulate private employer wage, hour, or benefit obligations."
s2956-110,,,,"The bill focuses on corporate transparency, anti-money laundering, and beneficial ownership disclosure to prevent criminal misconduct, rather than regulating private employer wage, hour, or benefit obligations."
hr24-107,,,,"The bill authorizes federal probation and pretrial services officers to carry firearms, which relates to law enforcement personnel safety and does not involve private employer wage, hour, or benefit obligations."
s391-110,,,,"The bill prohibits offshore drilling in specific Atlantic planning areas under the Outer Continental Shelf Lands Act, which is an energy and environmental regulation matter unrelated to private employer wage, hour, or benefit obligations."
hr4555-112,,,,"The bill suspends import duties on a chemical substance, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s2758-111,,,,"The bill establishes a federal grant program for food safety training and education for agricultural producers, which does not regulate private employer wage, hour, or benefit obligations."
hr53-116,,,,"The bill regulates hospital security procedures as a condition of Medicare participation and imposes criminal penalties for record tampering, but it does not address private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA plan management."
hr2043-109,,,,"The bill addresses Congressional representation for the District of Columbia and does not regulate private employer wage, hour, or benefit obligations."
s658-108,,,,"The bill extends authority for federal agencies to enter into energy savings performance contracts, which relates to government energy efficiency and infrastructure rather than private employer wage, hour, or benefit obligations."
hr1965-113,,,,"The bill focuses on streamlining federal permitting processes for onshore energy development and does not regulate private employer wage, hour, or benefit obligations."
hr5061-109,,,,"The bill concerns the conveyance of federal fish hatcheries to a state agency, which is a matter of public lands and natural resources management, not private employer wage, hour, or benefit obligations."
hr5892-115,,,,"The bill establishes an advisory committee to provide informational resources and best practices regarding opioid abuse in the workplace, but it does not impose direct regulatory obligations, enforcement mechanisms, or tax incentives on private employers regarding wage, hour, or benefit compliance."
hr4348-115,,,,"The bill focuses on national security and intelligence regarding Russian political intentions, containing no provisions related to private employer wage, hour, or benefit obligations."
s3617-110,,,,"The bill focuses on water infrastructure financing, grants, and loan funds for wastewater treatment systems under the Clean Water Act, which does not involve private employer wage, hour, or benefit obligations."
hr3071-109,,,,"The bill addresses term limits for officers of the Congressional Office of Compliance, which is a government entity, and does not regulate private employer wage, hour, or benefit obligations."
s3063-111,,,,"The bill establishes a fund for loans to address invasive species and habitat protection, which is an environmental policy matter unrelated to private employer wage, hour, or benefit obligations."
s2262-111,,,,"The bill extends a temporary suspension of duty on Resmethrin, which is a trade and tariff matter unrelated to private employer wage, hour, or benefit obligations."
hr4521-110,,,,"The bill concerns customs liquidation and tariff adjustments for imported goods, which does not involve private employer wage, hour, or benefit obligations."
hr3354-110,,,,"This is a private relief bill for specific individuals (Paul Ladd and Jennifer Ladd) and does not regulate private employer wage, hour, or benefit obligations."
hr4018-112,,,,"The bill addresses benefits for public safety officers (government employees) under a federal program, which falls under the exclusion for bills addressing federal or state government employee pay and benefits."
s134-116,,,,"The bill addresses criminal penalties for stalking offenses under Title 18 of the U.S. Code and does not regulate private employer wage, hour, or benefit obligations."
s2414-114,,,,"The bill addresses antitrust exemptions and broadcasting regulations for professional sports leagues, which does not involve private employer wage, hour, or benefit obligations."
hr2861-115,,,,"The bill regulates state licensing requirements and federal unemployment compensation payments to states, rather than imposing wage, hour, or benefit obligations on private non-governmental employers."
hr2360-108,,,,"The bill addresses tax treatment for individual fishermen withdrawing from industry-specific capital construction funds, which are personal business assets rather than employer-sponsored employee benefit plans under ERISA; it does not regulate private employer wage, hour, or benefit obligations."
hr236-109,,,,"The bill regulates product safety by banning toys resembling handguns, which does not involve private employer wage, hour, or benefit obligations."
hr43-109,,,,"The bill is a commemorative measure regarding the naming of a federal holiday and presidential recognition, containing no provisions regulating private employer wage, hour, or benefit obligations."
s2436-107,,,,"The bill directs the Secretary of Defense to review the quality of life for members of the Armed Forces, which involves government personnel and military policy rather than private employer wage, hour, or benefit obligations."
hr4518-110,,,,"The bill suspends import duties on a specific chemical substance, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4495-107,,,,"The bill suspends import duties on a specific chemical product (Cyan 1 Press Paste) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr1554-110,,,,"The bill directs the Secretary of Defense to expand benefits within the TRICARE program, which is a government-administered healthcare program for military beneficiaries, not a regulation of private employer wage, hour, or benefit obligations."
