bill_id,category_ids,category_labels
hr6420-110,9;10;15,Banking AML & Sanctions;Securities & Investor Protection;Competition-related Offenses
s3312-109,,
s2189-109,15,Competition-related Offenses
s3188-111,20,Energy Efficiency
hr3616-115,1,Wage Hour & Benefits
s1787-111,18,Earth Violation
hr731-114,10;24,Securities & Investor Protection;Government Reporting & Compliance
hr1028-115,1,Wage Hour & Benefits
s1297-113,24,Government Reporting & Compliance
s1447-111,10;15,Securities & Investor Protection;Competition-related Offenses
s3001-111,1,Wage Hour & Benefits
s386-107,,
hr2701-111,24,Government Reporting & Compliance
hr6074-110,10;15,Securities & Investor Protection;Competition-related Offenses
s1268-111,11,Accounting Financial Reporting & Tax
s2248-113,,
hr5006-110,15,Competition-related Offenses
s1798-107,15,Competition-related Offenses
hr2078-107,,
hr3707-112,24,Government Reporting & Compliance
hr5344-107,1,Wage Hour & Benefits
hjres31-113,24,Government Reporting & Compliance
hjres107-113,24,Government Reporting & Compliance
hr1773-114,15,Competition-related Offenses
hr1354-114,14,Consumer Protection
hr5784-115,,
s2747-112,15,Competition-related Offenses
hr4535-107,,
s370-113,,
hr5022-107,,
hr2471-115,12,"Fraud, Corruption & Criminal Conduct"
s946-109,14,Consumer Protection
s1085-107,1;2;10;24,Wage Hour & Benefits;Employment Discrimination;Securities & Investor Protection;Government Reporting & Compliance
hr1534-107,1;4;22,Wage Hour & Benefits;Workplace Safety;Government Contracting
hr4138-108,11,Accounting Financial Reporting & Tax
hr2667-110,,
hr3947-114,14,Consumer Protection
hr797-115,,
hr1770-111,7,Infrastructure & Nuclear Safety
s1442-112,1,Wage Hour & Benefits
s2941-113,12;26,"Fraud, Corruption & Criminal Conduct;Exploitation & Trafficking"
s1618-111,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr3505-113,2,Employment Discrimination
hr2597-111,,
hr2072-110,,
hr2828-110,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s2217-113,,
hr1289-114,,
hr1433-107,18,Earth Violation
hr468-111,1,Wage Hour & Benefits
s426-116,1,Wage Hour & Benefits
hr1996-112,24,Government Reporting & Compliance
hr5443-107,10;15,Securities & Investor Protection;Competition-related Offenses
hr1188-114,9;10,Banking AML & Sanctions;Securities & Investor Protection
hr970-109,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
s3173-107,1,Wage Hour & Benefits
hr169-108,,
hr1492-113,,
s2035-108,1,Wage Hour & Benefits
hr1091-114,15,Competition-related Offenses
s1804-110,5;17;22,Consumer Safety;Water Violation;Government Contracting
s1668-112,,
hr821-112,24,Government Reporting & Compliance
s898-107,4;18;22,Workplace Safety;Earth Violation;Government Contracting
hr194-111,,
hr2070-112,,
s3557-112,,
s1580-114,1,Wage Hour & Benefits
s975-114,10;15;22,Securities & Investor Protection;Competition-related Offenses;Government Contracting
hr4472-110,,
hr3541-109,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr1830-113,,
hr293-110,,
hr3328-113,1,Wage Hour & Benefits
hr6647-112,1,Wage Hour & Benefits
hr5199-109,,
s721-114,,
s687-108,,
hr5999-109,,
hr5254-108,,
hr1964-113,18;22,Earth Violation;Government Contracting
hr822-107,23,Healthcare Fraud & Compliance
hr4768-114,24,Government Reporting & Compliance
s2722-114,9;10,Banking AML & Sanctions;Securities & Investor Protection
hr2559-107,1,Wage Hour & Benefits
s804-110,24,Government Reporting & Compliance
hr3324-110,,
s3428-114,,
hr129-110,,
hr4180-113,,
hr237-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr4528-108,,
hr3381-109,3;15,Labor Relations;Competition-related Offenses
hr3837-116,,
hr425-112,17,Water Violation
s1123-112,1,Wage Hour & Benefits
hr6296-109,,
s3311-111,,
hr4184-106,11,Accounting Financial Reporting & Tax
s2409-110,,
hr3999-112,11,Accounting Financial Reporting & Tax
hr4304-114,4;18,Workplace Safety;Earth Violation
hr6154-111,,
hr3610-107,,
s3080-107,,
hr1841-110,1;14;23,Wage Hour & Benefits;Consumer Protection;Healthcare Fraud & Compliance
hr2922-109,,
hr2049-114,24,Government Reporting & Compliance
hr5641-110,11,Accounting Financial Reporting & Tax
hr1707-107,10;15;25,Securities & Investor Protection;Competition-related Offenses;National Security & Cybercrime
hr3638-115,,
hr5515-110,1;12;24,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s116-111,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
hr5790-110,11;12,"Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct"
hr1301-113,,
hr5399-107,,
hr4983-108,,
s2918-111,,
hr89-111,,
hr3245-107,,
s2935-113,5;14,Consumer Safety;Consumer Protection
hr3833-109,12,"Fraud, Corruption & Criminal Conduct"
hr1565-108,,
s453-111,14;22,Consumer Protection;Government Contracting
hr6996-110,,
hr188-110,11,Accounting Financial Reporting & Tax
hr4355-110,23,Healthcare Fraud & Compliance
hr4679-114,,
s4096-109,17,Water Violation
hr1094-113,5;15,Consumer Safety;Competition-related Offenses
hr5161-112,,
s2473-106,12,"Fraud, Corruption & Criminal Conduct"
hr1074-110,1;23;24,Wage Hour & Benefits;Healthcare Fraud & Compliance;Government Reporting & Compliance
s1713-114,,
hr5428-109,,
s2264-113,,
hr5708-113,1,Wage Hour & Benefits
hr5272-110,15,Competition-related Offenses
s1109-107,11,Accounting Financial Reporting & Tax
hr4161-108,10;14;23,Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
s2650-113,9;10;15,Banking AML & Sanctions;Securities & Investor Protection;Competition-related Offenses
s2171-107,15,Competition-related Offenses
hr3586-108,1;10;15;22,Wage Hour & Benefits;Securities & Investor Protection;Competition-related Offenses;Government Contracting
hr4180-109,24,Government Reporting & Compliance
hr926-108,,
hr5277-114,15,Competition-related Offenses
hr2641-115,5;10,Consumer Safety;Securities & Investor Protection
hr1259-116,10,Securities & Investor Protection
hr1224-110,,
s2220-114,1,Wage Hour & Benefits
hr3999-116,11,Accounting Financial Reporting & Tax
hr3414-108,14,Consumer Protection
hr1406-114,17,Water Violation
hr5184-107,10;11;24,Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
s46-107,1,Wage Hour & Benefits
s2443-110,,
hr645-112,12,"Fraud, Corruption & Criminal Conduct"
s2227-108,13,Intellectual Property & Trade Secrets
hr634-108,23,Healthcare Fraud & Compliance
hr5797-110,1,Wage Hour & Benefits
s2972-106,9;10;12;24,"Banking AML & Sanctions;Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr1708-115,12,"Fraud, Corruption & Criminal Conduct"
hr7326-110,9;14,Banking AML & Sanctions;Consumer Protection
hr4555-108,5,Consumer Safety
hr2487-114,,
hr3169-109,,
hr5081-114,12,"Fraud, Corruption & Criminal Conduct"
hr3049-115,,
hr3758-106,,
hr4943-110,15,Competition-related Offenses
hr2869-109,1,Wage Hour & Benefits
hr1274-109,15,Competition-related Offenses
hr4714-110,15,Competition-related Offenses
hr3046-110,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s427-111,,
s2780-106,12;18,"Fraud, Corruption & Criminal Conduct;Earth Violation"
s55-116,,
s2669-111,15,Competition-related Offenses
s1412-112,,
hr2056-109,,
hr2907-116,,
s670-107,16;17,Air Violation;Water Violation
s1218-109,,
s2751-112,15,Competition-related Offenses
hjres21-110,,
s239-108,23,Healthcare Fraud & Compliance
s249-108,,
hr581-107,21,Animal Welfare
hr1397-113,1;12;22,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct;Government Contracting"
s3160-106,,
s1528-114,20,Energy Efficiency
s2034-110,18,Earth Violation
s3514-109,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr6185-110,,
s801-114,3,Labor Relations
s2661-107,12,"Fraud, Corruption & Criminal Conduct"
hr4098-114,,
hr6072-109,9;14,Banking AML & Sanctions;Consumer Protection
hr2754-107,1;15;22,Wage Hour & Benefits;Competition-related Offenses;Government Contracting
s1398-114,20,Energy Efficiency
hr1521-108,,
hr3601-109,,
hr2207-107,17,Water Violation
hr3675-114,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
s26-112,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
s3007-115,,
hr810-109,23,Healthcare Fraud & Compliance
hr558-113,,
hr2170-107,,
s3109-106,,
s849-107,24,Government Reporting & Compliance
hr2597-115,,
hr2987-112,15,Competition-related Offenses
s2169-112,12,"Fraud, Corruption & Criminal Conduct"
s833-107,11,Accounting Financial Reporting & Tax
hr411-114,24,Government Reporting & Compliance
hr1376-110,,
hjres2-111,,
s807-113,24,Government Reporting & Compliance
s672-110,,
s231-114,,
s708-112,15,Competition-related Offenses
s3492-114,,
hr3649-113,1,Wage Hour & Benefits
hr228-116,6,Transportation Safety
hr711-114,1,Wage Hour & Benefits
s3163-106,,
s313-112,7,Infrastructure & Nuclear Safety
hr5045-112,,
hr6096-112,,
s1391-109,16;18,Air Violation;Earth Violation
hr2549-110,1,Wage Hour & Benefits
hr5202-115,23,Healthcare Fraud & Compliance
hr5811-111,,
hr3913-111,,
s1615-113,3;15;22,Labor Relations;Competition-related Offenses;Government Contracting
hr3521-107,1,Wage Hour & Benefits
s2989-108,12,"Fraud, Corruption & Criminal Conduct"
hr2928-113,,
hr3706-107,18,Earth Violation
hr84-108,,
hr5202-109,,
hr2517-107,10;15;24,Securities & Investor Protection;Competition-related Offenses;Government Reporting & Compliance
s1441-114,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr3181-114,6,Transportation Safety
s2048-106,18,Earth Violation
hr3219-114,2,Employment Discrimination
hr6162-109,22,Government Contracting
hr1319-107,9;14,Banking AML & Sanctions;Consumer Protection
hr5017-107,,
hr5582-114,,
hr756-113,10;24,Securities & Investor Protection;Government Reporting & Compliance
hr1170-112,,
s2271-107,23,Healthcare Fraud & Compliance
hr1612-113,,
hr1389-112,12;25,"Fraud, Corruption & Criminal Conduct;National Security & Cybercrime"
hr2286-112,,
s20-116,24;11,Government Reporting & Compliance;Accounting Financial Reporting & Tax
sjres24-111,3,Labor Relations
s323-107,,
hr1642-111,23,Healthcare Fraud & Compliance
hr6435-112,1,Wage Hour & Benefits
s589-112,4;18;24,Workplace Safety;Earth Violation;Government Reporting & Compliance
s2544-107,17,Water Violation
hr175-113,3,Labor Relations
hr2593-114,24,Government Reporting & Compliance
hr3678-111,6,Transportation Safety
hr1237-108,,
hr5252-115,26,Exploitation & Trafficking
hr5180-106,,
hr876-111,,
hr818-110,,
s1485-107,5,Consumer Safety
hr2943-107,12;25,"Fraud, Corruption & Criminal Conduct;National Security & Cybercrime"
hr4477-113,6,Transportation Safety
hr6314-109,1,Wage Hour & Benefits
hr3607-106,,
hr5556-107,1;2;24,Wage Hour & Benefits;Employment Discrimination;Government Reporting & Compliance
hr5564-110,,
s2780-112,15,Competition-related Offenses
s3372-109,15,Competition-related Offenses
hr7200-110,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
hr3020-109,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr4107-114,10;12;14;22,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Consumer Protection;Government Contracting"
s1922-110,22,Government Contracting
s3847-111,10;15,Securities & Investor Protection;Competition-related Offenses
hr5292-106,,
hr5837-109,1,Wage Hour & Benefits
hr1459-109,16,Air Violation
hr2304-110,20,Energy Efficiency
hr1103-113,,
s23-116,,
hr2544-115,1,Wage Hour & Benefits
s2843-115,23,Healthcare Fraud & Compliance
hr1575-108,,
hr600-115,,
hr1073-116,1,Wage Hour & Benefits
s3620-109,18;22,Earth Violation;Government Contracting
hr3828-111,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
hr5188-111,,
s2853-107,17,Water Violation
hr479-113,12,"Fraud, Corruption & Criminal Conduct"
s242-115,,
s1848-112,10;12;24,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s2481-115,12,"Fraud, Corruption & Criminal Conduct"
hr4864-108,6,Transportation Safety
s1737-111,,
hr5748-107,18,Earth Violation
hr3232-112,3,Labor Relations
s3992-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr6508-112,14,Consumer Protection
s3987-109,1,Wage Hour & Benefits
hr3393-113,11,Accounting Financial Reporting & Tax
hr952-116,27,Firearms Violation
hr4575-114,10,Securities & Investor Protection
hr6216-115,,
s2642-113,1,Wage Hour & Benefits
hr1149-109,,
s1766-113,,
hr1438-107,,
hr4639-106,,
s364-107,11,Accounting Financial Reporting & Tax
s2203-112,,
hr4743-107,1,Wage Hour & Benefits
s2193-110,1,Wage Hour & Benefits
hr4583-111,24,Government Reporting & Compliance
hr3383-107,15,Competition-related Offenses
s2941-108,,
s2949-114,17,Water Violation
s1272-114,15,Competition-related Offenses
hr3492-110,24,Government Reporting & Compliance
hr4501-115,23,Healthcare Fraud & Compliance
s2589-111,,
s2728-111,11,Accounting Financial Reporting & Tax
hr6571-110,4,Workplace Safety
hr3962-106,15,Competition-related Offenses
hr1820-113,17;18,Water Violation;Earth Violation
hr2122-110,1;24,Wage Hour & Benefits;Government Reporting & Compliance
hr103-114,12,"Fraud, Corruption & Criminal Conduct"
hr32-107,15,Competition-related Offenses
hr4869-106,10;15,Securities & Investor Protection;Competition-related Offenses
hr3879-111,15,Competition-related Offenses
hr257-107,,
hr1590-109,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr3059-110,6;20,Transportation Safety;Energy Efficiency
hr5345-113,6,Transportation Safety
hr7315-110,1,Wage Hour & Benefits
sjres32-111,,
hr850-111,1,Wage Hour & Benefits
s2809-115,18,Earth Violation
s259-110,,
hr224-115,10;15,Securities & Investor Protection;Competition-related Offenses
hr6216-112,15,Competition-related Offenses
s1079-112,,
hr1088-114,1,Wage Hour & Benefits
hr4411-109,9;10;12;14;15,"Banking AML & Sanctions;Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Consumer Protection;Competition-related Offenses"
hr4035-106,20,Energy Efficiency
hr5350-112,15,Competition-related Offenses
hr4014-112,9;10;14;24,Banking AML & Sanctions;Securities & Investor Protection;Consumer Protection;Government Reporting & Compliance
s1769-108,10;15,Securities & Investor Protection;Competition-related Offenses
s776-115,10;14;15;22,Securities & Investor Protection;Consumer Protection;Competition-related Offenses;Government Contracting
s913-115,,
s831-110,9;10,Banking AML & Sanctions;Securities & Investor Protection
hr1182-114,1,Wage Hour & Benefits
s3509-110,,
hr4762-110,15,Competition-related Offenses
hr2915-113,12;26,"Fraud, Corruption & Criminal Conduct;Exploitation & Trafficking"
s66-110,,
s1144-109,,
s3033-109,15,Competition-related Offenses
hr3956-113,,
hr4556-107,15,Competition-related Offenses
hr3487-112,1;3;15;22;24,Wage Hour & Benefits;Labor Relations;Competition-related Offenses;Government Contracting;Government Reporting & Compliance
hr5427-112,,
hr7219-110,23,Healthcare Fraud & Compliance
hr4809-114,10;24,Securities & Investor Protection;Government Reporting & Compliance
hr5801-114,3,Labor Relations
hr5435-110,10;15,Securities & Investor Protection;Competition-related Offenses
hr697-108,6,Transportation Safety
hr3402-115,,
hr4644-106,14,Consumer Protection
hr3982-109,10;15,Securities & Investor Protection;Competition-related Offenses
s329-112,12;26,"Fraud, Corruption & Criminal Conduct;Exploitation & Trafficking"
hr1550-109,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s1372-114,15,Competition-related Offenses
hr2672-113,9;10;14,Banking AML & Sanctions;Securities & Investor Protection;Consumer Protection
s1768-111,18,Earth Violation
hr1888-108,22,Government Contracting
s371-113,,
hr535-107,17,Water Violation
s143-114,6,Transportation Safety
hr4943-107,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
hr2947-113,2;14;24,Employment Discrimination;Consumer Protection;Government Reporting & Compliance
hr5401-113,,
s521-110,,
hr1004-108,23,Healthcare Fraud & Compliance
hr4070-108,,
hr200-112,17;18,Water Violation;Earth Violation
s2655-106,15,Competition-related Offenses
s1692-107,15,Competition-related Offenses
sjres36-111,10;24,Securities & Investor Protection;Government Reporting & Compliance
s3250-111,1;4;20,Wage Hour & Benefits;Workplace Safety;Energy Efficiency
hr1875-112,10;15;16;20,Securities & Investor Protection;Competition-related Offenses;Air Violation;Energy Efficiency
hr6353-111,17,Water Violation
s2861-106,10;12;15;24,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Government Reporting & Compliance"
hr1405-112,18,Earth Violation
hr6917-115,14;26,Consumer Protection;Exploitation & Trafficking
hr5302-107,18,Earth Violation
s2105-109,20,Energy Efficiency
s2342-110,,
hr1004-116,,
hr3604-115,,
hr2098-107,12,"Fraud, Corruption & Criminal Conduct"
hr2588-108,23,Healthcare Fraud & Compliance
hr6241-114,5,Consumer Safety
s502-108,17,Water Violation
hr5265-109,,
hr2357-109,4;10;15,Workplace Safety;Securities & Investor Protection;Competition-related Offenses
hr3702-109,15;22,Competition-related Offenses;Government Contracting
hr5157-108,10,Securities & Investor Protection
s3941-111,12;13;15,"Fraud, Corruption & Criminal Conduct;Intellectual Property & Trade Secrets;Competition-related Offenses"
s2778-108,,
hr3638-114,14,Consumer Protection
hr4948-110,,
s2676-107,11,Accounting Financial Reporting & Tax
s2469-109,,
hr667-110,,
hjres103-107,,
hr4602-111,,
s812-107,5;10;15,Consumer Safety;Securities & Investor Protection;Competition-related Offenses
s2983-112,,
hr5568-112,15,Competition-related Offenses
hr5427-113,11,Accounting Financial Reporting & Tax
s2855-114,,
s2738-107,23,Healthcare Fraud & Compliance
s2256-111,15,Competition-related Offenses
s3182-106,10;12;15;22,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Government Contracting"
hr218-108,,
s2329-111,15,Competition-related Offenses
hr3481-113,14,Consumer Protection
hr4489-110,15,Competition-related Offenses
hr3348-110,12,"Fraud, Corruption & Criminal Conduct"
hr1982-108,22,Government Contracting
s1303-108,23,Healthcare Fraud & Compliance
hr707-113,3,Labor Relations
hr4519-112,15,Competition-related Offenses
hr3353-115,1;6;14;22,Wage Hour & Benefits;Transportation Safety;Consumer Protection;Government Contracting
s3471-112,,
s2725-112,15,Competition-related Offenses
hr3572-114,10;24,Securities & Investor Protection;Government Reporting & Compliance
hr4008-113,,
hr1953-114,1,Wage Hour & Benefits
hr1377-107,24,Government Reporting & Compliance
s672-114,,
s2896-114,1,Wage Hour & Benefits
hr2016-108,,
hr5100-111,,
s2375-106,15,Competition-related Offenses
hr6275-114,5;23,Consumer Safety;Healthcare Fraud & Compliance
hjres17-111,,
hr3672-106,23,Healthcare Fraud & Compliance
s2146-114,,
s2882-109,,
hr2441-109,15,Competition-related Offenses
s1096-110,1,Wage Hour & Benefits
hr6420-111,2;14,Employment Discrimination;Consumer Protection
hr1070-111,11,Accounting Financial Reporting & Tax
hr3037-114,23,Healthcare Fraud & Compliance
s3235-114,,
s2878-107,1,Wage Hour & Benefits
hr4489-107,15,Competition-related Offenses
hr2618-113,1,Wage Hour & Benefits
s883-107,20,Energy Efficiency
hr5051-112,15,Competition-related Offenses
s3132-109,15,Competition-related Offenses
hr6226-109,6,Transportation Safety
s1181-114,6;20,Transportation Safety;Energy Efficiency
hr1793-107,1,Wage Hour & Benefits
hr5204-109,17,Water Violation
s3192-114,,
hr2627-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr4428-109,1,Wage Hour & Benefits
s303-109,1,Wage Hour & Benefits
s3179-111,,
hr2209-112,18,Earth Violation
s2133-110,10;15,Securities & Investor Protection;Competition-related Offenses
hr2019-111,,
s722-114,,
s2913-107,1,Wage Hour & Benefits
hr2808-111,3,Labor Relations
hr2431-107,11,Accounting Financial Reporting & Tax
hr5303-110,15,Competition-related Offenses
s1829-115,1,Wage Hour & Benefits
s1773-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr6586-110,,
s391-116,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
s352-114,,
sjres46-107,,
hr5630-113,24,Government Reporting & Compliance
s354-111,1,Wage Hour & Benefits
hr2343-108,23,Healthcare Fraud & Compliance
hr5588-111,1,Wage Hour & Benefits
hr203-113,2,Employment Discrimination
s203-108,18,Earth Violation
hr5436-106,,
hr68-113,18,Earth Violation
s907-107,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
s1184-114,,
hr4814-113,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
hr4255-113,14,Consumer Protection
s933-107,20,Energy Efficiency
s38-107,,
hr3039-115,,
s2025-106,,
hr6165-109,6;22,Transportation Safety;Government Contracting
hjres126-115,24,Government Reporting & Compliance
hr5425-112,15,Competition-related Offenses
s476-113,,
hr2684-110,6,Transportation Safety
s1234-113,17;18,Water Violation;Earth Violation
s586-110,,
hr421-108,,
hr7242-110,1,Wage Hour & Benefits
hr4800-113,5;10;14;23,Consumer Safety;Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
s1944-107,10;15,Securities & Investor Protection;Competition-related Offenses
s2300-110,22,Government Contracting
hr5553-106,1,Wage Hour & Benefits
hr2052-115,12,"Fraud, Corruption & Criminal Conduct"
hr370-112,14;22,Consumer Protection;Government Contracting
hr5675-111,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
s306-114,,
s2029-112,10;13;14;15,Securities & Investor Protection;Intellectual Property & Trade Secrets;Consumer Protection;Competition-related Offenses
s1911-114,,
hr3681-107,,
hr118-107,1;23,Wage Hour & Benefits;Healthcare Fraud & Compliance
s3309-115,25,National Security & Cybercrime
s2730-106,,
hr456-115,7;18,Infrastructure & Nuclear Safety;Earth Violation
hr2933-113,,
hr957-110,9;10;15,Banking AML & Sanctions;Securities & Investor Protection;Competition-related Offenses
hr2718-110,5;14,Consumer Safety;Consumer Protection
s1407-108,17;18,Water Violation;Earth Violation
hr700-109,5;10;14;15,Consumer Safety;Securities & Investor Protection;Consumer Protection;Competition-related Offenses
hr3178-111,11,Accounting Financial Reporting & Tax
hr5035-114,12,"Fraud, Corruption & Criminal Conduct"
hr346-114,,
hr4965-106,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
s2497-109,,
s725-107,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr2253-111,10;11;12;15;24,"Securities & Investor Protection;Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Government Reporting & Compliance"
hr4576-114,15,Competition-related Offenses
s836-111,9;10;24,Banking AML & Sanctions;Securities & Investor Protection;Government Reporting & Compliance
hr4466-113,9;10;11;24,Banking AML & Sanctions;Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
s2008-107,,
hr5918-114,1;3,Wage Hour & Benefits;Labor Relations
s2607-110,14,Consumer Protection
s2520-110,11,Accounting Financial Reporting & Tax
hr2915-112,22,Government Contracting
hr1387-110,18,Earth Violation
s2781-111,2,Employment Discrimination
hr734-112,11,Accounting Financial Reporting & Tax
s2083-111,,
s1578-115,3,Labor Relations
hr598-107,,
s3387-115,24,Government Reporting & Compliance
s3044-110,10;15;22,Securities & Investor Protection;Competition-related Offenses;Government Contracting
hr206-116,10;22,Securities & Investor Protection;Government Contracting
s2513-106,14,Consumer Protection
s1307-110,23,Healthcare Fraud & Compliance
s555-112,2,Employment Discrimination
hr1960-107,,
hr2278-107,3,Labor Relations
s963-114,10;15,Securities & Investor Protection;Competition-related Offenses
hr3116-109,15,Competition-related Offenses
hr3673-110,,
hr6578-110,15,Competition-related Offenses
s2858-111,,
hr6400-114,18,Earth Violation
s201-112,7;18,Infrastructure & Nuclear Safety;Earth Violation
hr6526-110,,
hr6263-110,2,Employment Discrimination
hr5848-110,,
hr963-115,,
hr6528-112,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr2825-108,14,Consumer Protection
hr5270-108,1,Wage Hour & Benefits
s1567-107,14,Consumer Protection
hr1715-115,,
hr2800-112,,
hr1579-108,,
hr6326-114,1,Wage Hour & Benefits
hr4183-109,1,Wage Hour & Benefits
hr4325-109,,
hr928-113,23,Healthcare Fraud & Compliance
s2436-113,3,Labor Relations
hr4585-107,,
hr4362-115,,
hr3284-109,,
hr995-112,6,Transportation Safety
s3278-114,10;15,Securities & Investor Protection;Competition-related Offenses
hr7324-110,16;17;18;20,Air Violation;Water Violation;Earth Violation;Energy Efficiency
hr688-110,12,"Fraud, Corruption & Criminal Conduct"
s3182-109,,
hr5409-113,,
s3466-110,1,Wage Hour & Benefits
hr2810-107,,
s254-112,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
hr622-114,11,Accounting Financial Reporting & Tax
hr1171-116,6,Transportation Safety
hr3509-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr5289-108,,
hr4310-106,1,Wage Hour & Benefits
s3116-109,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
hr1434-111,,
hr1021-107,,
hr772-112,1,Wage Hour & Benefits
hr102-111,17,Water Violation
hr940-108,11,Accounting Financial Reporting & Tax
s2324-112,17;18,Water Violation;Earth Violation
hr3686-106,16,Air Violation
hr4992-114,9;10;12;15,"Banking AML & Sanctions;Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
s1728-109,,
hr1444-112,,
hr2305-107,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr2204-116,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s3019-106,,
s2768-108,1,Wage Hour & Benefits
s1912-109,,
s2552-112,15,Competition-related Offenses
s2683-109,15,Competition-related Offenses
hr3826-113,16,Air Violation
s855-114,18,Earth Violation
hr5686-107,,
s2154-115,10;15,Securities & Investor Protection;Competition-related Offenses
hr5326-107,12,"Fraud, Corruption & Criminal Conduct"
s764-107,15,Competition-related Offenses
hr428-107,,
s3931-111,,
s3161-111,14,Consumer Protection
hr5745-113,,
s550-110,,
hr5170-111,,
hr1133-112,,
hr407-116,,
s3095-114,15,Competition-related Offenses
s3288-110,,
hr1562-107,,
s1119-110,,
hr1264-107,11,Accounting Financial Reporting & Tax
hr1641-111,,
hr325-115,1,Wage Hour & Benefits
s1143-107,,
s2452-111,15,Competition-related Offenses
hr3838-106,,
hr372-109,,
s1141-107,11,Accounting Financial Reporting & Tax
s1726-107,6,Transportation Safety
hr5063-107,1;11;24,Wage Hour & Benefits;Accounting Financial Reporting & Tax;Government Reporting & Compliance
s328-111,14,Consumer Protection
s2403-111,15,Competition-related Offenses
hr1266-107,,
hr4485-111,15,Competition-related Offenses
s2920-115,23,Healthcare Fraud & Compliance
hr5714-107,24,Government Reporting & Compliance
s3811-111,1,Wage Hour & Benefits
s1869-113,,
hr83-107,1,Wage Hour & Benefits
hr3194-109,1,Wage Hour & Benefits
s2822-108,6;15,Transportation Safety;Competition-related Offenses
hr2425-116,1,Wage Hour & Benefits
sjres20-113,,
hr456-110,10;11;24,Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr5204-114,,
hr2003-111,,
hr4930-112,15,Competition-related Offenses
s2273-110,1,Wage Hour & Benefits
hr43-115,,
hr6183-109,1,Wage Hour & Benefits
s3227-109,,
hr4677-109,14,Consumer Protection
hr5280-114,,
s464-108,16;20,Air Violation;Energy Efficiency
s6-108,4;7;16;17;22;24,Workplace Safety;Infrastructure & Nuclear Safety;Air Violation;Water Violation;Government Contracting;Government Reporting & Compliance
s2510-112,15,Competition-related Offenses
hr6266-109,20,Energy Efficiency
s1748-112,14,Consumer Protection
hr6157-109,10;15,Securities & Investor Protection;Competition-related Offenses
s1441-108,12;25,"Fraud, Corruption & Criminal Conduct;National Security & Cybercrime"
