bill_id,official_title,short_title,policy_area,subjects,category_qwen,bill_type_qwen,bill_category_qwen,reason_qwen,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet,category_opus,bill_type_opus,bill_category_opus,reason_opus
hr3555-114,"To provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",Jobs! Jobs! Jobs! Act of 2015,Labor and Employment,"Accounting and auditing|Appropriations|Aviation and airports|Budget deficits and national debt|Budget process|Business investment and capital|Buy American requirements|Civil actions and liability|Education programs funding|Educational facilities and institutions|Electric power generation and transmission|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Financial services and investments|First responders and emergency personnel|Fraud offenses and financial crimes|Government buildings, facilities, and property|Government corporations and government-sponsored enterprises|Government lending and loan guarantees|Government studies and investigations|Higher education|Housing and community development funding|Housing supply and affordability|Income tax credits|Income tax deductions|Income tax exclusion|Income tax rates|Infrastructure development|Labor standards|Law enforcement administration and funding|Law enforcement officers|Legal fees and court costs|Low- and moderate-income housing|Metals|Motor carriers|National Railroad Passenger Corporation (Amtrak)|Navigation, waterways, harbors|Noise pollution|Oil and gas|Preschool education|Public contracts and procurement|Public transit|Railroads|Residential rehabilitation and home repair|Roads and highways|Rural conditions and development|Securities|Small business|State and local finance|Taxation of foreign income|Transportation employees|Transportation programs funding|U.S. territories and protectorates|Unemployment|User charges and fees|Wages and earnings|Water resources funding|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill requires laborers and mechanics on federally-assisted projects to be paid wages at locally-prevailing rates, directly imposing wage obligations on private contractors and subcontractors.",,,,"The bill primarily focuses on infrastructure development, tax relief, and employment programs, without directly imposing new obligations on private employers regarding wage, hour, or benefit compliance.",1,enforcement,wage_hour,"The bill requires all laborers and mechanics employed by contractors and subcontractors on federally-assisted projects to be paid wages at locally-prevailing rates, directly imposing wage obligations on private employers performing government contract work.",1,enforcement,wage_hour,"The bill requires all laborers and mechanics on federally-assisted projects to be paid wages at locally-prevailing rates (prevailing wage/Davis-Bacon requirements), directly imposing wage obligations on private contractors and subcontractors; it also includes the Fair Employment Opportunity Act provisions prohibiting employer discrimination against unemployed individuals with anti-retaliation protections, and subsidized employment/training programs that relate to private employer wage conduct."
hr2927-115,To amend the Internal Revenue Code of 1986 to include apprentices as members of targeted groups for purposes of the work opportunity credit.,Helpful Incentives to Restore the Economic Dream Act of 2017,Taxation,Employment and training programs|Income tax credits|Wages and earnings,1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for wages paid to apprentices, which qualifies as a credit specifically tied to employer-provided job training.",,,,"The bill introduces a tax credit for hiring apprentices, which incentivizes hiring decisions but does not directly relate to private employer wage or benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new work opportunity tax credit for employers who hire registered apprentices, incentivizing employer-provided job training programs that relate to wage and hour conduct.",,,,"The bill offers a tax credit for hiring apprentices, which is a general hiring incentive credit similar to the Work Opportunity Tax Credit; it does not regulate private employer wage, hour, or benefit obligations or introduce a credit specifically tied to employer-provided job training programs in the sense of correcting wage/hour misconduct."
hr4677-111,"To amend title 11, United States Code, to improve protections for employees and retirees in business bankruptcies.",Protecting Employees and Retirees in Business Bankruptcies Act of 2010,Finance and Financial Sector,Bankruptcy|Corporate finance and management|Employee benefits and pensions|Health care costs and insurance|Labor-management relations|Securities|Unemployment|Wages and earnings,1.0,enforcement,pension,"The bill amends bankruptcy law to strengthen protections for private employer obligations regarding pension benefits, retiree health benefits, and wages, directly regulating how these benefits are treated and preserved during corporate reorganizations.",1,enforcement,wage_hour,"The bill enhances protections for employees and retirees in business bankruptcies, including prioritizing wage and benefit claims, which directly affects private employer obligations regarding employee compensation and benefits.",1,enforcement,wage_hour,"Strengthens private employer obligations in bankruptcy by increasing priority wage claim limits, requiring severance pay as administrative expense, restricting executive compensation while protecting worker benefits, and enhancing protections for collective bargaining agreements and retiree benefits under ERISA.",1,enforcement,pension,"This bill amends federal bankruptcy law to strengthen protections for private-sector employees' and retirees' wages, pension benefits, and health benefits during business bankruptcies, including increasing priority claim amounts for unpaid wages, requiring consideration of pension and retiree health benefit obligations in asset sales, restricting insider compensation while employees face benefit reductions, and protecting collective bargaining agreements — all imposing obligations on private employers (debtors) regarding wage, pension, and benefit commitments."
s1438-114,A bill to allow women greater access to safe and effective contraception.,Allowing Greater Access to Safe and Effective Contraception Act,Health,"Drug safety, medical device, and laboratory regulation|Employee benefits and pensions|Family planning and birth control|Health care costs and insurance|Prescription drugs|User charges and fees",1.0,enforcement,healthcare,"The bill amends the Affordable Care Act to remove restrictions on Health Flexible Spending Accounts (HFSAs) under cafeteria plans, thereby altering the regulatory framework for employer-sponsored welfare benefit plans and imposing new coverage obligations on private employers as plan sponsors.",,,,"The bill primarily addresses FDA drug application processes and health savings account rules, not private employer wage or benefit obligations.",,,,"Bill primarily addresses FDA drug approval processes and modifies tax-advantaged health accounts (HSAs/FSAs) for individual consumers; it does not impose wage, hour, or benefit plan obligations on private employers.",,,,"The bill primarily addresses FDA drug approval processes for over-the-counter contraceptives and modifies tax-advantaged health account rules (HSAs and HFSAs). The HSA/HFSA changes adjust the tax treatment of individual account features rather than imposing new mandatory obligations on private employers regarding their sponsored health or benefit plans. These are general tax policy changes, not direct regulation of private employer wage, hour, or benefit conduct."
hr2881-114,To amend the Internal Revenue Code of 1986 to modify the definition of applicable large employer for purposes of the employer mandate in the Patient Protection and Affordable Care Act.,Small Business Job Protection Act of 2015,Health,Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Small business,1.0,enforcement,healthcare,"The bill modifies the threshold for the ACA employer mandate, directly altering the obligation of private employers to provide health insurance coverage to their employees.",1,enforcement,healthcare,"Modifies the employer mandate under the ACA by changing the definition of 'applicable large employer,' affecting private employer obligations to provide health insurance.",1,enforcement,healthcare,"Modifies the ACA employer mandate threshold by raising the applicable large employer definition from 50 to 100 full-time employees, directly altering private employer obligations to provide group health insurance coverage.",1,enforcement,healthcare,"The bill modifies the ACA employer mandate threshold from 50 to 100 full-time employees, directly reducing the number of private employers subject to the obligation to provide employer-sponsored health insurance, thereby loosening private employer healthcare benefit obligations."
s636-115,A bill to allow Americans to earn paid sick time so that they can address their own health needs and the health needs of their families.,Healthy Families Act,Labor and Employment,"Assault and harassment offenses|Civil actions and liability|Congressional agencies|Congressional officers and employees|Congressional oversight|Domestic violence and child abuse|Employee leave|Employment discrimination and employee rights|Government Accountability Office (GAO)|Government employee pay, benefits, personnel management|Government information and archives|Government liability|Government studies and investigations|Library of Congress|Marriage and family status|Merit Systems Protection Board|Sex offenses|Small business|State and local government operations",1.0,enforcement,wage_hour,"The bill mandates that private employers provide paid sick time to employees, directly regulating private employer wage and leave obligations.",1,enforcement,wage_hour,"The bill mandates that private employers provide paid sick time, directly regulating employer obligations related to employee leave under wage and hour laws.",1,enforcement,wage_hour,"Mandates that private employers with 15+ employees provide paid sick time to workers, creating new wage and hour obligations enforceable through DOL investigation and private civil actions.",1,enforcement,wage_hour,"The bill mandates that private employers with 15 or more employees provide paid sick time, imposes unpaid sick time requirements on smaller employers, and prohibits retaliation for exercising these rights, directly creating new employer leave and hour obligations akin to FMLA-type enforcement."
s998-112,"A bill to amend title IV of the Employee Retirement Income Security Act of 1974 to require the Pension Benefit Guaranty Corporation, in the case of airline pilots who are required by regulation to retire at age 60, to compute the actuarial value of monthly benefits in the form of a life annuity commencing at age 60.",Pension Benefit Guaranty Corporation Pilots Equitable Treatment Act,Labor and Employment,Aviation and airports|Employee benefits and pensions|Transportation employees,1.0,enforcement,pension,"Amends ERISA to mandate specific actuarial calculations for pension benefits for airline pilots, directly regulating private employer obligations regarding retirement benefit plans under the Pension Benefit Guaranty Corporation.",1,enforcement,pension,"Amends ERISA to require the PBGC to adjust pension benefit calculations for airline pilots, directly affecting private employer obligations under pension plans.",1,enforcement,pension,"Amends ERISA Title IV to modify how the PBGC calculates guaranteed pension benefits for airline pilots subject to mandatory retirement, directly affecting private employer pension plan obligations and benefit calculations.",1,enforcement,pension,"Amends ERISA Title IV to change how the PBGC computes guaranteed pension benefits for airline pilots forced to retire early, directly altering the pension benefit obligations and protections under ERISA for private employer-sponsored defined benefit plans."
hr1827-115,"To amend the Family and Medical Leave Act of 1993 to provide a partial exemption to veterans from the eligibility requirements, and for other purposes.",Medical Leave for Disabled Veterans Act,Labor and Employment,"Disability and paralysis|Employee leave|Hospital care|Veterans' education, employment, rehabilitation|Veterans' medical care",1.0,enforcement,wage_hour,"Amends the Family and Medical Leave Act (FMLA) to expand eligibility for medical leave for disabled veterans, directly imposing new leave obligations on private employers.",1,enforcement,wage_hour,"Amends FMLA to provide partial exemptions for veterans, directly affecting private employer obligations regarding employee leave eligibility.",1,enforcement,wage_hour,"Amends the FMLA to reduce eligibility requirements for disabled veterans seeking medical leave from private employers, directly modifying employer obligations under federal leave law.",1,enforcement,wage_hour,"The bill amends the FMLA to reduce eligibility thresholds for disabled veterans seeking medical leave from private employers, directly altering private employer leave obligations under the Family and Medical Leave Act."
hr5216-111,To repeal the Patient Protection and Affordable Care Act.,,Health,Comprehensive health care|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"Repealing the ACA removes the employer mandate and other provisions that impose obligations on private employers regarding their employees' health coverage, thereby altering the regulatory framework for employer-sponsored group health benefits.",1,enforcement,healthcare,"Repealing the ACA would remove employer obligations under the employer mandate and ERISA group health plan coverage requirements, directly affecting private employer healthcare obligations.",1,enforcement,healthcare,"Repealing the ACA would eliminate the employer mandate and ERISA-based coverage requirements on employer-sponsored group health plans, directly weakening private employer healthcare benefit obligations.",1,enforcement,healthcare,"Repealing the ACA would eliminate the employer shared responsibility mandate (employer mandate) under IRC §4980H, which requires applicable large employers to offer minimum essential health coverage to full-time employees, thereby removing a major private employer obligation regarding employer-sponsored group health plans."
hr3165-113,"To repeal the Patient Protection and Affordable Care Act and to take meaningful steps to lower health care costs and increase access to health insurance coverage without raising taxes, cutting Medicare benefits for seniors, adding to the national deficit, intervening in the doctor-patient relationship, or instituting a government takeover of health care.",Common Sense Health Reform Americans Actually Want Act,Health,Abortion|Administrative law and regulatory procedures|Administrative remedies|Child health|Civil actions and liability|Comprehensive health care|Department of Health and Human Services|Disability and health-based discrimination|Emergency medical services and trauma care|Employee benefits and pensions|Evidence and witnesses|Executive agency funding and structure|Family relationships|Federal preemption|Government information and archives|Health care costs and insurance|Health care coverage and access|Health care quality|Health facilities and institutions|Health information and medical records|Health personnel|Health promotion and preventive care|Income tax deductions|Intergovernmental relations|Judicial procedure and administration|Judicial review and appeals|Jurisdiction and venue|Medicaid|Medical ethics|Medical research|Medicare|Small business|State and local government operations,1.0,enforcement,healthcare,"The bill amends ERISA to establish governance standards for small business health plans and mandates dependent coverage until age 26 for group health plans, directly imposing obligations on private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to establish and govern small business health plans, imposing new obligations on private employers as sponsors of group health plans.",1,enforcement,healthcare,"Amends ERISA to impose new obligations on private employers as sponsors of group health plans, including dependent coverage until age 26, prohibition on preexisting condition exclusions for minors, and wellness program premium variation rules.",1,enforcement,healthcare,"The bill amends ERISA to establish small business health plans with new governance and certification requirements, continues dependent coverage and preexisting condition protections for employer-sponsored group health plans, and modifies wellness program premium variation rules — all of which impose or modify obligations on private employers as group health plan sponsors under ERISA."
s1566-114,A bill to amend the Public Health Service Act to require group and individual health insurance coverage and group health plans to provide for coverage of oral anticancer drugs on terms no less favorable than the coverage provided for anticancer medications administered by a health care provider.,Cancer Drug Coverage Parity Act of 2015,Health,Cancer|Drug therapy|Health care costs and insurance|Health care coverage and access|Prescription drugs,1.0,enforcement,healthcare,"The bill amends the Public Health Service Act to require group health plans (which include employer-sponsored plans under ERISA) to provide coverage for oral anticancer drugs on terms no less favorable than those for provider-administered drugs, directly imposing new coverage obligations on private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to require employer-sponsored group health plans to cover oral anticancer drugs on equal terms as IV drugs, imposing a new coverage obligation on private employers as plan sponsors.",1,enforcement,healthcare,"Amends the Public Health Service Act to require employer-sponsored group health plans to cover oral anticancer drugs on equal terms as IV drugs, imposing a new coverage obligation on private employers as plan sponsors under ERISA.",1,enforcement,healthcare,"Amends the Public Health Service Act to require group health plans (including employer-sponsored plans) to cover oral anticancer drugs on terms no less favorable than provider-administered anticancer medications, imposing new coverage obligations on private employers as group health plan sponsors."
s1977-112,A bill to amend the Fair Labor Standards Act of 1938 to provide that over-the-road bus drivers are covered under the maximum hours requirements.,Driver Fatigue Prevention Act,Labor and Employment,Labor standards|Motor carriers|Transportation employees|Transportation safety and security,1.0,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to extend maximum hours requirements to over-the-road bus drivers, directly regulating private employer obligations regarding worker hours and fatigue prevention.",1,enforcement,wage_hour,"Extends FLSA maximum hours requirements to over-the-road bus drivers, directly affecting private employer wage and hour obligations.",1,enforcement,wage_hour,"Amends the FLSA to extend maximum hours requirements to over-the-road bus drivers, directly expanding private employer wage and hour obligations under federal law.",1,enforcement,wage_hour,"Amends the FLSA to remove the overtime exemption for over-the-road bus drivers, thereby extending maximum hours (overtime) requirements to this group of private-sector employees and tightening employer wage obligations."
hr2821-113,"To provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",American Jobs Act of 2013,Labor and Employment,"Accounting and auditing|Appropriations|Aviation and airports|Budget deficits and national debt|Budget process|Business investment and capital|Buy American requirements|Civil actions and liability|Education programs funding|Educational facilities and institutions|Electric power generation and transmission|Elementary and secondary education|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Financial services and investments|First responders and emergency personnel|Fraud offenses and financial crimes|Government buildings, facilities, and property|Government corporations and government-sponsored enterprises|Government lending and loan guarantees|Government studies and investigations|Higher education|Housing and community development funding|Housing supply and affordability|Income tax credits|Income tax deductions|Income tax exclusion|Income tax rates|Infrastructure development|Labor standards|Law enforcement administration and funding|Law enforcement officers|Legal fees and court costs|Low- and moderate-income housing|Metals|Motor carriers|National Railroad Passenger Corporation (Amtrak)|Navigation, waterways, harbors|Noise pollution|Oil and gas|Preschool education|Public contracts and procurement|Public transit|Railroads|Residential rehabilitation and home repair|Roads and highways|Rural conditions and development|Securities|Small business|State and local finance|Taxation of foreign income|Transportation employees|Transportation programs funding|Unemployment|User charges and fees|Wages and earnings|Water resources funding|Youth employment and child labor",1.0,enforcement,wage_hour,"The bill mandates that laborers and mechanics on federally-assisted projects be paid wages at locally prevailing rates under the Davis-Bacon Act, directly regulating private employer wage obligations for contract work.",1,enforcement,wage_hour,"The bill requires laborers and mechanics on federally-assisted projects to be paid locally prevailing wages under the Davis-Bacon Act, directly affecting private employer wage obligations.",1,enforcement,wage_hour,"The bill imposes Davis-Bacon prevailing wage requirements on federally-assisted projects, expands the work opportunity tax credit for long-term unemployed individuals, and prohibits employment discrimination based on unemployment status—all of which directly regulate private employer wage and hiring conduct.",1,enforcement,wage_hour,"The bill imposes prevailing wage requirements (Davis-Bacon Act) on federally-assisted projects, prohibits employment discrimination against unemployed individuals by private employers, establishes subsidized employment and work-based training programs with federal labor standards, and includes provisions directly regulating private employer hiring and wage practices."
s1317-114,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,enforcement,pension,Amends ERISA to impose new mandatory disclosure obligations on private employers as plan sponsors regarding lifetime income equivalents for retirement benefits.,1,enforcement,pension,"Requires private employers to include a lifetime income disclosure in pension benefit statements under ERISA, imposing a new administrative obligation on plan sponsors.",1,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as sponsors of individual account retirement plans, requiring them to provide lifetime income stream equivalents on participant benefit statements.",1,enforcement,pension,"Amends ERISA to require private employer-sponsored individual account plan administrators to provide participants with a lifetime income disclosure in their quarterly benefit statements, imposing a new mandatory disclosure obligation on private employers as plan sponsors."
hr6025-111,To amend the Internal Revenue Code of 1986 to allow manufacturing businesses to establish tax-free manufacturing reinvestment accounts to assist them in providing for new equipment and facilities and workforce training.,Manufacturing Reinvestment Account Act of 2010,Taxation,Business investment and capital|Income tax deductions|Income tax exclusion|Manufacturing,1.0,tax_credit_introduction,wage_hour,"The bill introduces a tax deduction for manufacturing businesses to fund employee job training and workforce development, which qualifies as a tax incentive tied to employer-provided job training obligations.",,,,"The bill provides tax benefits for manufacturing reinvestment accounts, focusing on business investment and workforce development, not directly on private employer wage or benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a tax-advantaged account allowing manufacturers to make tax-deductible contributions for employee job training and workforce development, incentivizing private employer investment in worker training programs.",,,,"This bill creates tax-exempt manufacturing reinvestment accounts allowing deductions for equipment and workforce training expenses; it is a general business investment/tax incentive bill, not one that directly regulates private employer wage, hour, or benefit obligations or introduces a tax credit specifically tied to employer-provided job training as a wage/hour compliance measure."
hr3453-113,"To reauthorize the VOW to Hire Heroes Act of 2011, to provide assistance to small businesses owned by veterans, to improve enforcement of employment and reemployment rights of members of the uniformed services, and for other purposes.",Putting Our Veterans Back to Work Act of 2013,Armed Forces and National Security,"Civil actions and liability|Congressional oversight|Disability and paralysis|Employee hiring|Employment and training programs|Employment discrimination and employee rights|Evidence and witnesses|Fires|First responders and emergency personnel|Government studies and investigations|Law enforcement officers|Public contracts and procurement|Unemployment|Veterans' education, employment, rehabilitation",1.0,enforcement,wage_hour,"The bill strengthens enforcement mechanisms for the Uniformed Services Employment and Reemployment Rights Act (USERRA), which governs private employer obligations regarding the reemployment rights and benefits of employees returning from military service, including provisions for debarment of non-compliant federal contractors.",1,enforcement,wage_hour,"Improves enforcement of employment and reemployment rights under USERRA, directly affecting private employer obligations regarding veterans' employment rights.",1,enforcement,wage_hour,"Strengthens USERRA enforcement by allowing veteran intervention in AG actions, imposing AG notification deadlines, authorizing contractor debarment for USERRA violations, and granting investigative subpoena powers—all directly regulating private employer obligations to employees serving in uniformed services.",1,enforcement,wage_hour,"The bill strengthens enforcement of USERRA employment and reemployment rights against private employers, including allowing the AG to commence actions against state or private employers engaged in patterns of resistance, authorizing suspension/debarment of federal contractors for USERRA violations, and granting the AG civil investigative demand power — all of which directly tighten private employer obligations regarding reemployment rights of uniformed service members."
hr4092-115,"To create a nonimmigrant H-2C work visa program for agricultural workers, and for other purposes.",AG Act,Immigration,"Administrative law and regulatory procedures|Alternative dispute resolution, mediation, arbitration|Aquaculture|Department of Labor|Employee benefits and pensions|Food industry and services|Foreign labor|Forests, forestry, trees|Government trust funds|Health care costs and insurance|Health care coverage and access|Immigration status and procedures|Income tax credits|Migrant, seasonal, agricultural labor|Seafood|Temporary and part-time employment|Visas and passports|Wages and earnings|Worker safety and health",1.0,enforcement,wage_hour,"The bill establishes specific wage and benefit obligations for private agricultural employers hiring H-2C visa holders, including penalties for failure to pay required wages or benefits and provisions for arbitration of employment-related claims.",1,enforcement,wage_hour,"The bill sets forth provisions regarding penalties for failure to pay wages or required benefits and working conditions and wages for H-2C workers, directly relating to private employer wage obligations.",1,enforcement,wage_hour,"Establishes penalties for private agricultural employers who fail to pay required wages or benefits to H-2C workers, directly regulating employer wage and benefit obligations under a new temporary agricultural worker program.",1,enforcement,wage_hour,"The bill establishes wage and benefit obligations for private employers hiring H-2C agricultural guestworkers, including penalties for failure to pay wages or required benefits, working condition standards, and wage requirements, directly regulating private employer wage and hour conduct."
s1486-114,"A bill to amend the Internal Revenue Code of 1986 to provide a tax credit to Patriot employers, and for other purposes",Patriot Employer Tax Credit Act,Taxation,"Disability and paralysis|Employee benefits and pensions|Employee hiring|Employment and training programs|Income tax credits|Income tax deductions|Interest, dividends, interest rates|Labor standards|Taxation of foreign income|Veterans' education, employment, rehabilitation|Wages and earnings",1.0,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that incentivizes private employers to meet specific wage thresholds (156% of FPL) and provide retirement benefits, directly linking tax incentives to employer wage and benefit conduct.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for employers who meet specific wage and benefit criteria, including providing differential wage payments to employees in the Uniformed Services, which relates to private employer wage obligations.",1,tax_credit_introduction,wage_hour,"Introduces a new tax credit incentivizing private employers to meet specified wage thresholds, provide retirement benefits, maintain health coverage, and provide differential pay to military service members—all relating to private employer wage, hour, and benefit obligations.",1,tax_credit_introduction,wage_hour,"Introduces a tax credit for 'Patriot employers' that is conditioned on meeting wage thresholds (paying at least 156% of the federal poverty level), providing retirement benefits, complying with the ACA employer mandate, and providing differential wage payments to uniformed service members — directly incentivizing private employers toward better wage, benefit, and compensation practices."
hr438-113,"To amend the Fair Labor Standards Act of 1938 to prohibit discrimination in the payment of wages on account of sex, race, or national origin, and for other purposes.",Fair Pay Act of 2013,Labor and Employment,"Civil actions and liability|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Legal fees and court costs|Racial and ethnic relations|Sex, gender, sexual orientation discrimination|Wages and earnings",1.0,enforcement,wage_hour,"Amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin, directly regulating private employer wage payment obligations.",1,enforcement,wage_hour,"Amends the FLSA to prohibit wage discrimination based on sex, race, or national origin, directly affecting private employer wage obligations.",1,enforcement,wage_hour,"Amends the FLSA to prohibit wage discrimination based on sex, race, or national origin and establishes enforcement mechanisms including class actions and expert fee awards, directly strengthening private employer wage obligations.",1,enforcement,wage_hour,"Amends the Fair Labor Standards Act to prohibit wage discrimination by private employers on account of sex, race, or national origin, directly strengthening employer wage obligations and adding anti-retaliation protections under the FLSA."
s1045-112,"A bill to amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to require that group and individual health insurance coverage and group health plans provide coverage for treatment of a minor child's congenital or developmental deformity or disorder due to trauma, burns, infection, tumor, or disease.",Children's Access to Reconstructive Evaluation & Surgery (CARES) Act of 2011,Health,Accidents|Child health|Emergency medical services and trauma care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Hereditary and development disorders|Surgery and anesthesia,1.0,enforcement,healthcare,"Amends ERISA to impose a mandatory coverage obligation on private employer-sponsored group health plans for reconstructive surgery for minors, directly regulating employer benefit plan terms.",1,enforcement,healthcare,"Amends ERISA to require employer-sponsored group health plans to cover specific reconstructive treatments for minors, imposing a new coverage obligation on private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new coverage mandates on employer-sponsored group health plans, requiring them to cover reconstructive surgery for minor children's congenital or developmental conditions, thereby creating new obligations for private employers as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to require employer-sponsored group health plans that cover surgical benefits to also cover diagnosis and treatment of congenital or developmental deformities in minor children, imposing a new coverage obligation on private employers as plan sponsors."
s143-112,"A bill to amend the Internal Revenue Code of 1986 to clarify the treatment of church pension plans, and for other purposes.",Church Plan Clarification Act of 2011,Taxation,Employee benefits and pensions|Financial services and investments|Religion,1.0,enforcement,pension,"The bill amends ERISA to include church plans within the definition of a plan for automatic enrollment provisions and applies limitations on benefits and contributions, thereby imposing specific regulatory obligations on private employers acting as plan sponsors.",,,,"The bill addresses tax treatment and structural rules for church pension plans, which are not subject to the same ERISA obligations as private employer plans, and does not impose new obligations on non-governmental employers.",1,enforcement,pension,"Amends ERISA and Internal Revenue Code provisions governing church pension plans, including controlled group rules, benefit limitations, and automatic enrollment requirements, thereby modifying private employer obligations as retirement plan sponsors.",1,enforcement,pension,"The bill amends ERISA and the Internal Revenue Code to clarify and modify obligations related to church pension plans, including applying ERISA automatic enrollment provisions to church plans and adjusting benefit/contribution limitations for church defined benefit plans, thereby directly affecting private employer retirement plan obligations."
hr1809-112,To amend the Employee Retirement Income Security Act of 1974 to ensure health care coverage value and transparency for dental benefits under group health plans.,Dental Coverage Value and Transparency Act of 2011,Health,Dental care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access,1.0,enforcement,healthcare,"Amends ERISA to impose new transparency and value requirements on employer-sponsored group health plans regarding dental benefits, directly regulating private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new transparency and coverage value requirements on employer-sponsored group health plans for dental benefits, directly affecting private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new value and transparency requirements on employer-sponsored group health plans offering dental benefits, directly regulating private employer obligations as plan sponsors.",1,enforcement,healthcare,"Amends ERISA to impose new value and transparency requirements on employer-sponsored group health plans with respect to dental benefits, directly creating new obligations for private employers as plan sponsors."
hr6519-111,"To amend title 49, United States Code, with respect to hours of service rules for railroad employees.",Railroad Hours of Service Act of 2010,Transportation and Public Works,Labor standards|Railroads|Transportation employees|Transportation safety and security|Worker safety and health,1.0,enforcement,wage_hour,"The bill amends Title 49 to tighten hours of service regulations for railroad employees, directly imposing stricter obligations on private railroad carriers regarding duty limits and rest periods, which constitutes regulation of private employer wage and hour conduct.",,,,"The bill primarily addresses transportation safety and labor standards for railroad employees, focusing on hours of service rules, which do not directly relate to private employer wage, hour, or benefit obligations under FLSA, ERISA, or similar statutes.",,,,"Bill regulates hours of service and safety requirements for railroad employees, which are workplace safety and transportation safety matters, not private employer wage, hour, or benefit obligations under FLSA, ERISA, FMLA, or WARN Act.",1,enforcement,wage_hour,"The bill directly regulates the hours of service (duty hours) that private railroad carriers may require or allow their employees to work, extending hour limitations to yardmaster employees and tightening existing rules on rest periods, deadhead transportation, and on-duty time calculations — all of which constitute private employer hour obligations."
hr2575-114,To amend the Fair Minimum Wage Act of 2007 to postpone a scheduled increase in the minimum wage applicable to American Samoa.,,Labor and Employment,American Samoa|Labor standards|Wages and earnings,1.0,enforcement,wage_hour,"The bill amends the Fair Minimum Wage Act to postpone scheduled minimum wage increases for employers in American Samoa, directly regulating private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"Postpones a scheduled increase in the minimum wage for American Samoa, directly affecting private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"Postpones scheduled minimum wage increases in American Samoa under the Fair Minimum Wage Act of 2007, directly affecting private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"The bill amends the Fair Minimum Wage Act of 2007 to postpone scheduled minimum wage increases for private employers in American Samoa, directly affecting private employer wage obligations under the FLSA framework."
hr5944-111,To amend the Family and Medical Leave Act of 1993 to clarify the eligibility requirements with respect to railroad Hours of Service employees.,Railroad Hours of Service Employees Technical Corrections Act,Transportation and Public Works,Employee leave|Railroads|Transportation employees,1.0,enforcement,wage_hour,"Amends the Family and Medical Leave Act (FMLA) to clarify eligibility requirements for railroad employees, directly regulating private employer obligations regarding protected leave.",1,enforcement,wage_hour,"Clarifies FMLA eligibility for railroad employees, directly affecting private employer obligations regarding employee leave under the FMLA.",1,enforcement,wage_hour,"Amends FMLA eligibility requirements for railroad employees, directly modifying private employer obligations regarding protected family and medical leave for a specific worker category.",1,enforcement,wage_hour,"Amends the FMLA to clarify eligibility requirements for railroad hours of service employees, directly modifying private employer leave obligations under the Family and Medical Leave Act."
